,A,LexA
R2,,0.6769428599165361
xmin,,-7.234288251
xmid,,0.27373273728726333
xmax,,3.815833428
ystart,,-0.11977612656670922
yend,,17.389853316591125
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.708928506,0.198917317
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.708928506,-0.198917317
AB569_EDTA_NaNO2:NaNO2:1,8.1043055524,1.977682003
AB569_EDTA_NaNO2:NaNO2:2,7.7393755883,2.039086711
AB569_EDTA_NaNO2:EDTA:1,3.3888371115,1.0514037410000001
AB569_EDTA_NaNO2:EDTA:2,3.0331837694,1.28909233
AB569_EDTA_NaNO2:EDTA:3,4.6685501380000005,1.183686838
AB569_EDTA_NaNO2:NaNO2_EDTA:1,8.7810032155,2.057179754
AB569_EDTA_NaNO2:NaNO2_EDTA:2,8.7371057684,2.105958811
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1033983663,-0.033898239000000004
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1033983663,0.033898239000000004
Anthranilate_metabolism_GntR_AntP:antP:1,3.3827474145,-0.067337464
Anthranilate_metabolism_GntR_AntP:antP:2,2.0197187224,-0.058102658
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.2595086267,-0.004044861
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.2595086267,0.004044861
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.2759297623,-0.819109859
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.0986892047,-0.35460429
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.2809406516,-0.45703538600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.9417116161,-0.190769461
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,4.3353012673,-0.001463586
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,3.9216598932,0.10440623600000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,4.69053913,-0.007454369000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,4.6059141589,0.381106822
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.2278028943,-0.29912084
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.4123254155,-0.09835101900000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.2865652614,-0.720862636
Catabolise_Nucleic_Acids:L_asp:1,-2.1001831167,-0.565714916
Catabolise_Nucleic_Acids:L_asp:2,-0.3725543578,-0.198255747
Catabolise_Nucleic_Acids:DNA_1:1,-0.11677100650000001,-0.191913612
Catabolise_Nucleic_Acids:DNA_1:2,1.1548318612,0.45574414100000005
Catabolise_Nucleic_Acids:DNA_1:3,-1.0380608547,-0.26383052900000004
Catabolite_repression:del_hfq_crc_wt:1,0.32817777940000004,0.17932102700000002
Catabolite_repression:del_hfq_crc_wt:2,-0.32817777940000004,-0.17932102700000002
Catabolite_repression:delHfq:1,1.507069575,0.931019977
Catabolite_repression:delHfq:2,2.0010128431,0.9262483810000001
Catabolite_repression:deldcrc:1,4.9532430279,1.509396827
Catabolite_repression:deldcrc:2,5.5640078439,1.622001684
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.6462114143000001,-0.016590663000000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.2153285952,0.117839043
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.8615400095,-0.101248379
Diallyl_disulphide_treatment:PAO1_DDS:1,5.2843847983,2.426216889
Diallyl_disulphide_treatment:PAO1_DDS:2,3.3222818551,2.13347202
