,A,DhcR
R2,,0.1402611212709891
xmin,,-1.9420265410000002
xmid,,1.593416347737088
xmax,,3.751220813
ystart,,-0.9725340889999998
yend,,-18.895215930209428
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.211851019,0.19103281300000002
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.211851019,-0.19103281400000002
AB569_EDTA_NaNO2:NaNO2:1,-8.225397555,2.250005468
AB569_EDTA_NaNO2:NaNO2:2,-8.469939128,2.299304094
AB569_EDTA_NaNO2:EDTA:1,-0.570477338,0.060080211
AB569_EDTA_NaNO2:EDTA:2,0.448493815,0.31553129500000004
AB569_EDTA_NaNO2:EDTA:3,0.37269518300000004,0.258583903
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-9.34330168,2.051432172
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-9.522556668,2.201301147
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.021872633000000002,0.024693173000000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.021872633000000002,-0.024693173000000002
Anthranilate_metabolism_GntR_AntP:antP:1,-1.350383437,-0.11523672900000001
Anthranilate_metabolism_GntR_AntP:antP:2,-1.12773032,0.208158051
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.48195369600000004,0.057773298
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.48195369600000004,-0.057773298
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.077265305,-0.2127444
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.878447477,0.385406199
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.061936999000000006,-0.524376772
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.07259512800000001,-0.349420916
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.60485439,-0.9410120270000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-7.232819141,-0.8386206620000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-7.722886492,-0.5035484100000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-7.843450779,-0.584188966
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.714910951,-0.099188203
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.24598437,0.507581755
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.752811894,0.37633149600000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.421771789,0.419630683
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.421771789,-0.41963068200000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.367773047,-0.515427944
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.499034869,0.365191563
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.23874229500000002,0.588589369
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.413920296,0.345566237
Catabolite_repression:del_hfq_crc_wt:1,-0.050587051,0.033678263
Catabolite_repression:del_hfq_crc_wt:2,0.050587051,-0.033678263
Catabolite_repression:delHfq:1,-2.061960048,-1.051204436
Catabolite_repression:delHfq:2,-1.9809856410000002,-0.83994443
Catabolite_repression:deldcrc:1,-3.012181644,-0.773583216
Catabolite_repression:deldcrc:2,-1.290568204,-0.8378485870000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.181117052,0.066545624
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.185011512,0.312705094
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-1.00389446,-0.379250717
Diallyl_disulphide_treatment:PAO1_DDS:1,-7.962588975,0.40140197800000005
Diallyl_disulphide_treatment:PAO1_DDS:2,-6.547502512,0.768475468
Diallyl_disulphide_treatment:PAO1_DDS:3,-6.497733988,0.694265487
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.019036848000000002,-0.36812935
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.019036848000000002,0.36812935
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.7398994910000001,0.0020447060000000003
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.6476997320000001,-1.085889631
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.668836945,0.208822331
HapZ_SagS_mutant:delHapZp:1,-1.270773523,0.19627217100000002
HapZ_SagS_mutant:delHapZp:2,-0.424856905,0.344575363
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.294869145,-0.145423765
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.37396780100000004,-0.063398566
HapZ_SagS_mutants:delHApZ:1,-0.691342695,-0.28257094
HapZ_SagS_mutants:delHApZ:2,0.300341776,-0.104469926
HapZ_SagS_mutants:delHApZ:3,-0.14711832700000002,-0.264924141
HapZ_SagS_mutants:delSagS:1,-0.48327213700000005,0.282656724
HapZ_SagS_mutants:delSagS:2,-0.45957387200000005,0.25122857400000004
HapZ_SagS_mutants:delSagS:3,0.362690553,0.528515402
HapZ_SagS_mutants:delHapZp:1,-1.207746813,0.11976729100000001
yhjH_knockout:PA_delyhjH_wt:1,-0.252724728,0.10919716600000001
yhjH_knockout:PA_delyhjH_wt:2,0.252724728,-0.10919716600000001
yhjH_knockout:PA_delyhjH:1,-1.082531686,-0.329622051
yhjH_knockout:PA_delyhjH:2,-0.848443385,-0.23112010600000002
yhjH_knockout:PA_delwspF:1,1.580267846,-0.29281047600000004
yhjH_knockout:PA_delwspF:2,0.285079048,-0.436260466
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.970612746,-0.347755115
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.891399091,-0.532676911
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.263136568,-0.123169335
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.846022683,-0.010931728
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.138104316,0.08872587800000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.46341237900000004,-0.204530341
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.508370505,0.07192722500000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.093146189,0.043877239000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-1.084450258,1.403724622
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-1.200546148,1.238480008
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.10663949900000001,0.103351174
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.43363309200000005,-0.189899602
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.540272591,0.08654842700000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.589587751,-0.145503761
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-4.025179262,0.340250315
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-4.070705035,0.24378886
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.589587751,0.145503761
Lung_infection_transcriptome:PA01_LS1:1,1.619547001,-0.8789049160000001
Lung_infection_transcriptome:PA01_LS1:2,2.82391266,-1.065423425
Lung_infection_transcriptome:PA01_CS1:1,0.131579777,0.25404603200000003
Lung_infection_transcriptome:PA01_CS1:2,-0.131579777,-0.25404603200000003
Testosterone_treatment:Testosterone_Control:1,-0.219293503,-0.139958347
Testosterone_treatment:Testosterone_Control:2,0.219293503,0.139958347
Testosterone_treatment:Testosterone_2.5:1,-1.027720652,-0.237772218
Testosterone_treatment:Testosterone_2.5:2,1.6084236280000002,0.179648091
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.061787705,0.665012375
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.3723920010000001,0.465851457
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.519911372,0.784625953
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-4.996449174,-0.666106626
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-3.942495951,-0.603568937
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-4.867887961,-0.311151387
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.8560036870000003,0.34534668700000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.168224402,0.415715657
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.828991641,0.256645703
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-4.696165029,-0.44383702500000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.886845554,-0.222107299
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-4.270209147,-0.35176372100000003
Dispersed_cells:PAO1_dispersed_wt:1,0.326501775,-0.505390263
Dispersed_cells:PAO1_dispersed_wt:2,-0.326501775,0.505390263
Dispersed_cells:PyhjH_dispersed:1,-5.721753037,0.8123573390000001
Dispersed_cells:PyhjH_dispersed:2,-6.705676811,0.9637748220000001
Dispersed_cells:PA01_Planktonic:1,0.697253918,1.626415089
Dispersed_cells:PA01_Planktonic:2,1.3576774870000001,1.874416498
Dispersed_cells:PAO1_Biofilm:1,5.725210968,0.611856292
Dispersed_cells:PAO1_Biofilm:2,5.05400862,1.039326063
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-4.058765123,-0.015043262000000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-4.740111112,-0.14228769400000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-4.978796605,-0.49028079999999996
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.420967437,0.070157908
