,0
name,Glutarate
TF,RpoS+H-NS+Crp+Lrp+GlaR+ppGpp
regulator,"<a href=""http://regulondb.ccg.unam.mx/sigmulon?term=ECK125110294&organism=ECK12&format=jsp&type=sigmulon"" target=""_blank"">RpoS</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011294&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">H-NS</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011235&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Crp</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011383&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Lrp</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120012075&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">GlaR</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125258878&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ppGpp</a>"
function,Glutarate/aminobutyrate transport and catabolism
category,Carbon Metabolism
has_venn,True
scatter,5
exp_var,0.00317028337223213
precision,1.0
recall,1.0
