k,name,in_iM,gene_weight,regulator,function,category
92,RpoS-2,False,0.0296211543,RpoS/MmsR,General stress response,Stress Response
2,Uncharacterized-1,False,0.025458992700000002,,,Uncharacterized
11,AHL,False,-0.0192728217,AHL,AHL synthesis,Quorum Sensing
90,RoxR,False,-0.0191482185,RoxR,Cytochrome oxidases,Energy Metabolism
84,PhhR,False,0.0183529361,PhhR/HmgR,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid and Nucleotide Biosynthesis
4,AtuR,False,-0.0179727711,AtuR/LaoR,Geraniol degradation,Carbon Source Utilization
17,RpoN,False,-0.0163772773,RpoN,Starch and sucrose metabolism,Carbon Source Utilization
36,GlpR,False,0.0142045823,GlpR,Glycerol-3-phosphate metabolism,Carbon Source Utilization
55,RpoH,False,-0.0122492997,,Heat Shock Response,Stress Response
53,Uncharacterized-6,False,-0.0120607644,,,Uncharacterized
94,Cell Division,False,0.0119584411,,Cell wall biosynthesis,Structural Components
93,PprB,False,0.0116077499,PprB,Flp pilus assembly protein,Structural Components
100,Uncharacterized-16,False,0.0113816627,,,Uncharacterized
96,LexA,False,0.010990389000000001,LexA/GbuR,SOS response for DNA protection and repair,Stress Response
45,CbrB,False,0.0109876954,CbrB,Polyamine catabolism,Amino Acid and Nucleotide Biosynthesis
67,CysB-1,False,-0.010813047000000001,YdfF/CysB,Sulfonate utilization operons,Metal Homeostasis
61,Uncharacterized-9,False,0.010645049,,,Uncharacterized
65,HypR,False,-0.0103421607,HypR/NorR,Redox-sensing,Amino Acid and Nucleotide Biosynthesis
44,ArgR-2,False,-0.0102145848,Anr,"Arginine fermentation, Anaerobic growth",Amino Acid and Nucleotide Biosynthesis
39,RiPP,False,0.009956780200000001,,RiPP like gene cluster (Hypochlorite sensing),Biosynthetic Gene Cluster
5,HexR-1,False,-0.0096695376,HexR/GltR,Glucose metabolism,Carbon Source Utilization
103,Uncharacterized-17,False,-0.0091885339,,,Uncharacterized
59,Uncharacterized-8,False,-0.0088919089,,Iron ABC permease,Metal Homeostasis
52,PchR,False,-0.0087458406,PchR,Pyochelin synthesis,Biosynthetic Gene Cluster
34,Uncharacterized-4,False,0.0081645717,,,Uncharacterized
18,MexZ,False,0.007702924900000001,MexZ,Aminoglycoside resistance,Defense Mechanisms
47,CzcR,False,-0.0072815811,Fur/CzcR,Resistance-nodulation-cell division (RND) divalent metal cation,Metal Homeostasis
99,Uncharacterized-15,False,0.0072362644,,,Uncharacterized
95,MdcR,False,-0.0070569315,MdcR,Malonate synthesis,Miscellaneous Metabolism
75,Translational-2,False,0.0068482376,,,Translational
16,Translational-1,False,-0.006845927700000001,,,Translational
8,EutR,False,-0.006764872000000001,EutR,Ethanolamine catabolism,Amino Acid and Nucleotide Biosynthesis
42,PrrF,False,0.0067155012000000005,PrrF,2-Oxocarboxylic acid metabolism,Amino Acid and Nucleotide Biosynthesis
43,k-opioid,False,0.0066423770000000005,k-opioid,Nonribosomal peptide synthetase (Pyoveridine),Biosynthetic Gene Cluster
13,Uncharacterized-2,False,-0.0066381933,,,Uncharacterized
7,AntR,False,0.0061088143,AntR,Degradation of anthranilate to tricarboxylic acid cycle intermediates,Miscellaneous Metabolism
70,PhnR-2,False,-0.0059885802,PhnF/PhnR,Phosphate transport,Metal Homeostasis
20,MmsR,False,-0.005979650600000001,PrpR/MmsR,Carnitine catabolism,Amino Acid and Nucleotide Biosynthesis
54,Sfa2,False,-0.005933996,Sfa2,H2-T6SS/Secretion system (VI),Secretion System
73,AmrZ,False,0.0058747653,AmrZ/AlgR,Exopolysaccharide biosynthesis,Structural Components
85,MvfR,False,-0.005743418100000001,MvfR,PQS signalling,Miscellaneous Metabolism
27,FpvR,False,0.0055328908,FpvR,Ferripyoveridine system,Metal Homeostasis
102,AcoR,False,-0.005479022300000001,AcoR,"2,3-butanediol and acetoin catabolism",Carbon Source Utilization
19,FruR,False,0.0053228573,LldR/FruR,Fructose and mannose metabolism/Pentose phosphate pathway,Carbon Source Utilization
38,AauR,False,-0.0049126085,AauR,D-glutamate transport,Amino Acid and Nucleotide Biosynthesis
12,TagR1,False,-0.004263951,TagR1/Sfa2,H1-Type VI secretion system,Secretion System
46,LiuR,False,-0.00411523,PrpR/LiuR,Homogentisate pathway,Amino Acid and Nucleotide Biosynthesis
98,Uncharacterized-14,False,-0.0040857883000000005,,,Uncharacterized
49,AtsR,False,0.0040497913,AtsR,ABC transporter (Sulphur metabolism),Metal Homeostasis
87,DguR,False,0.0040116808,DguR,D-glu utilization,Amino Acid and Nucleotide Biosynthesis
68,Iron acquisition,False,0.0039621706,,Pyoverdine synthesis,Metal Homeostasis
32,PvdS,False,0.0039229519,PvdS,Pyoverdine synthesis,Biosynthetic Gene Cluster
78,MexS,False,0.0038569177000000003,GlcC/MexS,RND efflux pump,Stress Response
66,Uncharacterized-12,False,-0.0037582193000000002,,,Uncharacterized
28,PA1226,False,-0.0037525626000000003,PA1226,Lipopolysaccharide synthesis,Structural Components
86,Hypothetical,False,-0.0037525103000000002,,,Uncharacterized
22,Singlet-1,False,-0.0035389179000000002,,,Singlet
10,Zur-1,False,-0.0035221513,Zur/RutR,Zinc uptake,Metal Homeostasis
97,AmiR,False,-0.0034007798000000003,GlcC/AmiR,Amidase operon,Miscellaneous Metabolism
72,PtxS,False,-0.0032044651,GntR/PtxS,2-ketogluconate metabolism,Carbon Source Utilization
35,XisF4,False,0.0031282047,XisF4,Excision of Pf4 prophage,Prophages
71,Singlet-4,False,-0.0028636340000000003,,,Singlet
