,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.4192618913418199,3.0,0.0,0.2869617599,6.0,-0.4811497189,12.0,0.19418795900000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.041983537433333336,0.19007305771327376,3.0,1.0,0.1668445637,7.0,-0.0879092524,13.0,-0.20488592360000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.005523054233333329,0.11427465499383604,3.0,2.0,0.1256258263,8.0,-0.0071976876000000006,14.0,-0.101858976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.14665310933333334,0.2039932101806784,3.0,3.0,0.053698574900000004,9.0,-0.13955532110000002,15.0,-0.35410258180000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.1081667401,0.04600977579658004,3.0,4.0,-0.0655256364,10.0,-0.102042772,16.0,-0.1569318119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.12099346373333332,0.06899319221904424,3.0,5.0,-0.1259472513,11.0,-0.1873762502,17.0,-0.049656889700000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.0356373498,0.13259472726689175,2.0,18.0,-0.9418787190000001,71.0,-1.1293959806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-1.3172360980666666,0.19034293482828607,3.0,19.0,-1.5078105179999999,70.0,-1.3167722802,205.0,-1.1271254960000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.5639589581125,0.5181666927588591,8.0,20.0,-1.2592755809,32.0,-0.2343880548,55.0,-0.2735070604,67.0,-0.0218331535,126.0,-0.6097302041,147.0,-0.3608321184,203.0,-0.2968413921,210.0,-1.4552641007,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.4121485189666667,0.12464522010402941,3.0,21.0,-0.2687552067,34.0,-0.47311207710000003,61.0,-0.4945782731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
