,A,GcsR
R2,,0.0460869872173868
xmin,,-2.244965399
xmid,,0.17702483086206258
xmax,,2.575722194
ystart,,-0.7646795387722967
yend,,-5.88072013500242
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.82882624,0.125675413
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.82882624,-0.125675413
AB569_EDTA_NaNO2:NaNO2:1,0.0190089792,0.299267077
AB569_EDTA_NaNO2:NaNO2:2,-0.36686634360000003,0.347907464
AB569_EDTA_NaNO2:EDTA:1,8.5901642103,0.270164136
AB569_EDTA_NaNO2:EDTA:2,8.7116142842,0.081855061
AB569_EDTA_NaNO2:EDTA:3,8.6790600934,0.308750741
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.2313172657,0.031480466
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.9906096844,-0.07389767300000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1496085203,-0.09899806100000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1496085203,0.09899806100000001
Anthranilate_metabolism_GntR_AntP:antP:1,-2.0579625116,-1.3746285390000001
Anthranilate_metabolism_GntR_AntP:antP:2,-1.6022313068,-1.058185742
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.042944231400000005,-0.132186095
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.042944231400000005,0.132186095
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.6698036941000001,-0.077634719
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.8058930486,0.30685581700000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.4621413462,-0.367140903
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.0027064392000000002,0.269010113
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-1.5303239577,-0.776653441
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.9839710346,-1.056336584
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.0862214189,-0.619504646
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-1.2974484963,-0.659756309
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.0146162485,0.342347453
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.6078180635,0.474290078
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.437329734,0.7426846850000001
Catabolise_Nucleic_Acids:L_asp:1,-4.2565908923,-0.5570646060000001
Catabolise_Nucleic_Acids:L_asp:2,-4.766644317,-0.753692483
Catabolise_Nucleic_Acids:DNA_1:1,-0.20467186110000002,0.201930397
Catabolise_Nucleic_Acids:DNA_1:2,0.12505339440000002,0.040941992
Catabolise_Nucleic_Acids:DNA_1:3,0.0796184666,-0.24287238900000002
Catabolite_repression:del_hfq_crc_wt:1,0.0072390402000000005,-0.03422881
Catabolite_repression:del_hfq_crc_wt:2,-0.0072390402000000005,0.03422881
Catabolite_repression:delHfq:1,-0.8929875557,0.204149869
Catabolite_repression:delHfq:2,-1.2604464821999999,0.191086892
Catabolite_repression:deldcrc:1,-1.4295696033,-0.321449812
Catabolite_repression:deldcrc:2,-1.074559623,-0.306733207
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.44315316320000003,0.033523558
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.0944615626,-0.019583533
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.34869160060000004,-0.013940026000000001
Diallyl_disulphide_treatment:PAO1_DDS:1,-3.473842905,0.202180195
Diallyl_disulphide_treatment:PAO1_DDS:2,-6.394840709,0.12749862
Diallyl_disulphide_treatment:PAO1_DDS:3,-5.4042119358,0.11936549900000001
Dispersed_cells:PAO1_dispersed_wt:1,0.2150337168,-0.11583944800000001
Dispersed_cells:PAO1_dispersed_wt:2,-0.2150337168,0.11583944800000001
Dispersed_cells:PyhjH_dispersed:1,-1.1443326162,0.006156941
Dispersed_cells:PyhjH_dispersed:2,-1.1918694865,0.6342417810000001
Dispersed_cells:PA01_Planktonic:1,-7.7887691204,-0.819506766
Dispersed_cells:PA01_Planktonic:2,-7.8390845339,-0.797729888
Dispersed_cells:PAO1_Biofilm:1,-0.6167615216,0.823580894
Dispersed_cells:PAO1_Biofilm:2,-0.4115130826,0.606616854
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.8842945265000001,-0.41957365500000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.1800823078,-0.229792932
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.3991023761,-0.5840626560000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.0380570681,-0.23599634300000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.100719876,0.077147116
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.062662808,0.158849228
Farnesol_treatment:RNA of 0-1F_L:1,0.20045033510000002,-0.12716422800000002
Farnesol_treatment:RNA of 0-1F_L:2,0.20491119030000002,-0.086466782
Farnesol_treatment:RNA of 0-1F_L:3,-0.40536152540000003,0.21363101
Farnesol_treatment:RNA of 6-F_L1:1,-1.1552369112,0.238594721
Farnesol_treatment:RNA of 6-F_L1:2,-0.7425217452,0.19832575
Farnesol_treatment:RNA of 6-F_L1:3,-1.0691421067,0.10841595400000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.054919880600000005,0.041239919
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.054919880600000005,-0.041239919
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.2755419424,-0.15739604100000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.7096348243,-0.055636853
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.2891723891,0.235905467
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.6101132566,-0.150472284
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.7424926832,-0.061938955000000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.48460112920000004,-0.18453295900000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.19445800330000002,0.099099777
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.3672661159000001,0.14655220100000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.3238421623,0.077355622
HapZ_SagS_mutant:delHapZp:1,-0.4190754446,-0.157474993
HapZ_SagS_mutant:delHapZp:2,-0.2496376771,0.15384070500000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.4013398892,0.201277375
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.0774977268,-0.278632997
HapZ_SagS_mutants:delHApZ:1,0.07651231260000001,-0.7384031640000001
HapZ_SagS_mutants:delHApZ:2,0.1214280501,-0.59589308
HapZ_SagS_mutants:delHApZ:3,-0.671186126,-0.652132774
HapZ_SagS_mutants:delSagS:1,0.13430387030000002,-0.356747973
HapZ_SagS_mutants:delSagS:2,0.4194136371,-0.194534685
HapZ_SagS_mutants:delSagS:3,0.2740275484,0.7983740650000001
HapZ_SagS_mutants:delHapZp:3,-0.2237553447,-0.063145659
