,BSU31180
M9exp_1,7.5326
M9exp_2,7.5328
M9exp_3,7.2879999999999985
M9tran_1,8.1163
M9tran_2,8.087
M9tran_3,8.1872
M9stat_1,9.0345
M9stat_2,9.1613
M9stat_3,8.937000000000003
MG-0.1_1,7.8952
MG-0.1_2,7.3614
MG-0.1_3,8.1649
MG-0.2_2,7.7012
MG-0.2_3,8.0393
MG+5_1,7.4466
MG+5_2,6.8755
MG+5_3,7.6245
MG+10_1,7.2970000000000015
MG+10_2,7.1118
MG+10_3,7.6589
MG+15_1,7.2189
MG+15_2,7.7883
MG+15_3,7.3946
MG+25_1,7.3386
MG+25_2,7.1817
MG+25_3,7.3375
MG+45_1,7.4734
MG+45_2,7.2152
MG+45_3,7.489
MG+60_2,7.2751
MG+60_3,7.5637
MG+90_2,6.9505
MG+90_3,7.239
MG+120_1,7.9956
MG+120_2,7.8343
MG+120_3,7.6342
MG+150_1,7.7157
MG+150_3,7.5293
GM-0.1_1,7.6875
GM-0.1_2,7.6612
GM-0.1_3,7.7521
GM-0.2_1,8.1373
GM-0.2_2,8.0709
GM-0.2_3,7.4453
GM+5_1,7.5277
GM+5_2,7.6269
GM+5_3,7.846
GM+10_2,7.1455
GM+10_3,7.1359
GM+15_1,7.3116
GM+15_2,7.3476
GM+15_3,7.2254
GM+25_1,7.2916
GM+25_2,7.1634
GM+25_3,7.4413
GM+45_1,7.5738
GM+45_2,6.744
GM+45_3,7.7665
GM+60_1,7.2706
GM+60_2,7.1484
GM+60_3,7.6218
GM+90_1,7.4177
GM+90_2,7.837999999999999
GM+90_3,7.6493
GM+120_1,7.9703
GM+120_3,8.2233
GM+150_1,7.6405
GM+150_2,7.39
GM+150_3,7.5794
BT_1,8.8163
BT_2,8.4871
B36_1,8.4702
B36_2,7.7354
B60_1,9.6034
B60_2,9.1085
S0_1,9.4354
S0_2,9.2052
S0_3,9.46
S1_1,9.2802
S1_2,9.5607
S1_3,9.4976
S2_1,9.5612
S2_2,9.5358
S2_3,9.4438
S3_1,9.51
S3_2,9.1737
S4_1,10.1353
S4_2,10.2872
S4_3,9.3635
S5_1,10.2139
S5_2,10.7556
S5_3,10.4023
S6_1,10.5678
S6_2,9.1452
S6_3,10.3657
S6/t_1,10.2628
S6/t_2,8.8046
S6_4,9.7899
S6_5,10.2387
S6_6,10.3934
S7_4,10.4575
S7_5,10.1686
S7_6,10.3684
S8_4,9.9903
S8_5,9.7335
G135_1,8.1883
G135_3,7.6929
G150_1,8.8634
G150_2,7.9529
G150_3,9.4226
G180_1,7.5944
G180_2,7.5937
G180_3,7.7169
T-5.40H_1,7.8633
T-4.40H_1,7.8722
T-3.40H_1,7.8475
T-2.40H_1,8.0014
T-1.40H_1,8.1618
T-1.10H_1,8.5295
T-0.40H_1,8.3244
T0.0H_1,8.8411
T0.30H_1,10.5953
T1.0H_1,10.6648
T1.30H_1,10.3459
T2.0H_1,9.9733
T2.30H_1,10.4044
T3.0H_1,9.7969
T3.30H_1,10.0681
T4.0H_1,10.0272
T5.0H_1,9.2737
LBexp_1,7.9936
LBexp_2,7.7402
LBexp_3,7.5841
LBtran_1,8.955
LBtran_2,8.8383
LBtran_3,8.829
LBstat_1,8.9291
LBstat_2,9.0124
LBstat_3,9.0975
LBGexp_1,7.3174
LBGexp_2,7.0359
LBGexp_3,7.3996
LBGtran_2,7.5217
LBGtran_3,7.4685
LBGstat_1,7.2135
LBGstat_2,7.2483
LBGstat_3,7.7198
Mt0_1,8.2325
Mt0_3,9.4075
M0t45_1,7.7328
M0t45_2,7.5507
M0t45_3,7.5406
M0t90_1,8.9417
M0t90_2,9.6571
M0t90_3,9.5366
M40t45_1,8.1043
M40t45_2,9.3983
M40t45_3,7.3785
M40t90_1,9.3578
M40t90_2,10.0206
M40t90_3,10.0339
dia0_1,8.4517
dia0_2,8.3054
dia0_3,7.5906
dia5_1,7.9041
dia5_2,8.5197
dia5_3,8.1823
dia15_1,9.1885
dia15_2,8.017999999999999
dia15_3,7.2723
C30_1,8.556000000000001
C30_2,8.654
C90_1,7.9351
C90_2,6.9648
SMM_1,7.7155
SMM_2,7.5598
SMM_3,7.5861
Salt_1,8.1716
Salt_2,8.0846
Salt_3,8.1335
M+G_1,8.7276
M+G_2,7.4516
M+G_3,7.4857
Glu_1,7.9543
Glu_2,7.9385
Glu_3,7.8848
Fru_1,7.9412
Fru_2,8.7993
Fru_3,8.1094
Mal_1,8.3741
Mal_2,8.5932
Mal_3,8.7124
G+S_2,9.3479
G+S_3,9.3859
Pyr_1,8.754
Pyr_2,9.0132
Pyr_3,8.9322
Gly_1,8.374
Gly_2,8.8463
Gly_3,8.5479
Glucon_1,8.6047
Glucon_2,8.6919
Glucon_3,8.5228
BI_1,9.0482
BI_2,9.1674
BC_2,11.0347
BC/t_1,10.6714
BC/t_2,11.0223
BC_1,10.4704
Sw_1,10.7985
Sw_2,11.1942
BMM_1,7.0955
BMM_2,7.1817
BMM_3,7.3651
Heat_1,7.8827
Heat_2,7.5582
Heat_3,7.8175
Cold_1,7.4161
Cold_2,7.5179
Cold_3,7.5787
Etha_1,7.9935
Etha_2,8.075
Etha_3,7.9103
SMMPr_1,7.9248
SMMPr_2,8.1972
SMMPr_3,8.3944
HiTm_1,9.3701
HiTm_2,8.5611
HiTm_3,8.295
LoTm_1,7.9494
LoTm_2,7.7799
LoTm_3,7.6426
HiOs_1,8.3489
HiOs_2,8.3818
HiOs_3,8.4533
Oxctl_1,8.3237
Oxctl_2,8.2509
Oxctl_3,7.9733
Diami_1,8.0981
Diami_2,7.9249
Diami_3,8.363999999999999
Paraq_1,8.1237
Paraq_2,8.0491
Paraq_3,7.3564
H2O2_1,8.3881
H2O2_2,8.4757
H2O2_3,8.1571
HPh_1,7.8062
HPh_2,7.404
HPh_3,7.8637
LPh_1,7.6921
LPh_2,7.6445
LPh_3,7.9133
LPhT_1,7.9447
LPhT_2,7.5853
LPhT_3,7.9833
aero_1,7.8704
aero_2,7.5271
aero_3,7.6136
nit_1,7.9918
nit_2,7.8739
nit_3,7.7957
ferm_1,8.0325
ferm_2,7.8189
ferm_3,8.2927
