,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-6.1852491685,0.4652853561210614,2.0,0.0,-5.856242738,5.0,-6.514255599,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.1851265558227833,2.0,1.0,0.130904243,6.0,-0.130904243,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-6.0712614845,0.08821802330240058,2.0,2.0,-6.008881922,7.0,-6.133641047,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-10.92791166,0.15111996213738635,2.0,3.0,-10.82105371,8.0,-11.03476961,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-11.16152577,0.017960285967969294,2.0,4.0,-11.14882593,9.0,-11.17422561,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.0841682450189247,2.0,10.0,-0.766622718,29.0,0.766622718,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-2.4256560515,0.29205869607622575,2.0,11.0,-2.6321727360000002,30.0,-2.219139367,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-10.2946122195,1.5335955464609128,2.0,12.0,-11.37902803,31.0,-9.210196409,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-15.777764430000001,0.5757821319671224,2.0,13.0,-16.18490388,14.0,-15.37062498,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-12.970119315,0.7479054918870585,2.0,15.0,-13.49896836,18.0,-12.44127027,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-16.197891915,0.5728084580384533,2.0,16.0,-16.60292866,19.0,-15.79285517,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-16.061657125,1.6158712451925472,2.0,17.0,-17.20425064,20.0,-14.91906361,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-11.726957055,1.7490414289687328,2.0,21.0,-12.96371611,24.0,-10.490198,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-10.256466586,1.8264212115642058,2.0,22.0,-11.54794141,25.0,-8.964991762,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-12.020294885,0.9435365531079325,2.0,23.0,-12.68747598,26.0,-11.35311379,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-6.4098271945,0.15475575176407544,2.0,27.0,-6.300398353,28.0,-6.519256036,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-11.96976661,0.05844568472480355,2.0,32.0,-12.01109395,33.0,-11.92843927,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-3.1274965255,0.02895727214727126,2.0,34.0,-3.107020642,38.0,-3.147972409,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.29711925250000004,0.5604642821201382,2.0,35.0,-0.099188842,39.0,0.6934273470000001,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,1.3755473215,0.45634591986025635,2.0,36.0,1.698232616,40.0,1.052862027,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,9.6880570925,1.2160337029396302,2.0,37.0,8.828191415,41.0,10.54792277,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-13.218991984999999,1.26963871495266,2.0,42.0,-14.11676213,45.0,-12.32122184,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-20.41271003,0.28961976528686545,2.0,43.0,-20.20791793,46.0,-20.61750213,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-20.17425719,1.540449121661913,2.0,44.0,-21.26351921,47.0,-19.08499517,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,8.466748009,0.00030119354766033066,2.0,48.0,8.466535033,52.0,8.466960985,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.026766687,0.8763214729184226,2.0,49.0,6.407113831,53.0,7.646419543,,
