,A,Dnr,NarL
R2,,0.10942926731436131,0.07533097072135686
xmin,,-5.981426667,-2.351913409
xmid,,-2.2129453162146753,-0.25331763178066136
xmax,,4.809030111,4.268279082
ystart,,-3.174370704678481,-1.0616117917882482
yend,,5.315771233703945,5.513028898482431
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-2.0621994311,-0.33212996300000003,-0.20336508
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,2.0621994311,0.33212996300000003,0.20336508
AB569_EDTA_NaNO2:NaNO2:1,-10.9918121548,-2.212944892,-0.211360776
AB569_EDTA_NaNO2:NaNO2:2,-10.858734034,-1.77083698,-0.202624577
AB569_EDTA_NaNO2:EDTA:1,-9.150449422,-1.473702187,-0.9262839230000001
AB569_EDTA_NaNO2:EDTA:2,-8.9253452794,-1.978841262,-0.7860483730000001
AB569_EDTA_NaNO2:EDTA:3,-9.3886762706,-2.067638287,-0.726201085
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-13.6798111735,-2.172064473,-0.48789973400000003
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-13.063047727,-1.4290740990000002,-0.253315016
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.38809528800000004,0.006977635,-0.052057765000000006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.38809528800000004,-0.006977635,0.052057765000000006
Anthranilate_metabolism_GntR_AntP:antP:1,-1.3924262699,0.5147234940000001,-0.268214518
Anthranilate_metabolism_GntR_AntP:antP:2,-1.8602386148,0.9188606850000001,0.145552983
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0038661923,0.0056712180000000004,-0.050206557000000006
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0038661923,-0.0056712180000000004,0.050206557000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.8345979847,-0.42109512800000004,-0.37794296
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.3073898205,-0.565625189,-0.618766857
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.2941109968,-0.425434739,-1.244649039
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.9248871613,-0.695634771,-0.825670372
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.9735942004,0.598776304,-1.936775166
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.0917300428,0.6656411320000001,-1.8090338190000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.7081960478,0.719623242,-1.8897308
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.7570255402,0.54154156,-1.887664038
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.9427472265,-0.39520222600000005,-0.7899794520000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.40893559360000004,-0.38666235,-0.6447860160000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.5481921267000001,-0.36132207,-0.800839167
Catabolise_Nucleic_Acids:L_asp:1,0.7790314116,-0.007540904,0.508491502
Catabolise_Nucleic_Acids:L_asp:2,-2.8224461615000003,-0.381941754,0.598411468
Catabolise_Nucleic_Acids:DNA_1:1,-0.1620511576,-0.017114069000000003,-0.211887821
Catabolise_Nucleic_Acids:DNA_1:2,0.1959953985,0.268474643,0.351485417
Catabolise_Nucleic_Acids:DNA_1:3,-0.033944240800000004,-0.25136057300000003,-0.13959759600000002
Catabolite_repression:del_hfq_crc_wt:1,-0.1367365878,0.155397363,-0.024759662
Catabolite_repression:del_hfq_crc_wt:2,0.1367365878,-0.155397363,0.024759662
Catabolite_repression:delHfq:1,-2.0826531008,0.338065447,-0.11239898300000001
Catabolite_repression:delHfq:2,-1.9878471649,0.508549016,0.13383382
Catabolite_repression:deldcrc:1,-2.2739912644,0.31383014600000003,0.663842418
Catabolite_repression:deldcrc:2,-2.9180602262,0.44445076200000005,0.6570473920000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.11879992880000001,-0.285639511,-0.09235625800000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.1650249745,-0.079727346,0.01971373
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.2838249033,0.365366858,0.072642527
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.6476497870000001,-0.80073109,-1.720513739
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.4330501283000001,-0.7598774450000001,-1.5539026740000002
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.4796027024,-0.367344329,-0.701163349
Dispersed_cells:PAO1_dispersed_wt:1,0.1851984464,-0.20772669700000002,0.13937143500000002
Dispersed_cells:PAO1_dispersed_wt:2,-0.1851984464,0.20772669700000002,-0.13937143500000002
Dispersed_cells:PyhjH_dispersed:1,-0.0917070824,0.50390084,1.440252747
Dispersed_cells:PyhjH_dispersed:2,1.8582563585,0.403324893,1.325688432
Dispersed_cells:PA01_Planktonic:1,-3.3555328207,-5.442938046,-1.228008004
Dispersed_cells:PA01_Planktonic:2,-3.4060132024,-5.981426667,-1.5865782959999999
Dispersed_cells:PAO1_Biofilm:1,-4.0134517801,-4.2136740360000005,-1.095374976
Dispersed_cells:PAO1_Biofilm:2,-4.4784241939000005,-4.338521867,-2.351913409
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-0.8859940482,0.39795103800000003,-0.046097672000000006
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-1.1848212296,0.42746132600000003,0.231954825
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-1.181859687,0.169671562,0.044972632000000005
