,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.63318480315,0.01747791292463871,2.0,0.0,2.6455435539,5.0,2.6208260524
1,U01-Set001__USA300 LAC CA-MHB Control,2.24847380885,0.41595502401553797,2.0,1.0,1.9543491907,6.0,2.542598427
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.6928124275,0.11549847006551905,2.0,2.0,1.7744821789,7.0,1.6111426761
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.24561312805,0.33025600271876276,2.0,3.0,1.4791393871,8.0,1.012086869
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.2566530715,0.8639855800489427,2.0,4.0,2.867583134,9.0,1.6457230090000001
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.3405973131,0.48167733949385544,2.0,13.0,0.0,14.0,0.6811946262
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.4215574851500001,0.32444775832163186,2.0,15.0,1.1921382751,18.0,1.6509766952
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.01960881725,0.3243750287122315,2.0,16.0,1.2489765997,19.0,0.7902410348000001
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.5022028221500001,0.11408062543911397,2.0,17.0,1.582870006,20.0,1.4215356383
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.31113756085,0.4400149583177541,2.0,34.0,0.6222751217,38.0,0.0
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.14563046955,0.8179121809290364,2.0,35.0,1.7239817191,39.0,0.56727922
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.6071265189,0.8586065571047452,2.0,36.0,0.0,40.0,1.2142530378
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,1.4752535137,0.36850265905066587,2.0,37.0,1.2146827846,41.0,1.7358242428000001
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.78848667365,0.4592320662023624,2.0,42.0,0.4637605655,45.0,1.1132127818
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.72618463405,0.407828095448459,2.0,43.0,2.0145626459,46.0,1.4378066222
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.54611409445,0.4716747838145965,2.0,44.0,1.8796385326,47.0,1.2125896563
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,1.2461872507999998,0.11215842982995965,2.0,56.0,1.1668792645,57.0,1.3254952371
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,0.98783687315,0.6453710200377892,2.0,58.0,0.5314906485,59.0,1.4441830978
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,1.06650299005,0.8341623048222317,2.0,60.0,0.4766611677,61.0,1.6563448124
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,0.9563114055,0.6836967630104767,2.0,62.0,1.4397580229,63.0,0.47286478810000004
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,0.11688133105000001,0.16529516355912957,2.0,72.0,0.23376266210000002,73.0,0.0
