,BSU__tRNA_30
LBexp_1,15.4878
LBexp_2,15.4347
LBexp_3,15.1014
LBtran_1,12.7962
LBtran_2,13.9642
LBtran_3,12.6821
LBstat_1,12.2517
LBstat_2,12.2088
LBstat_3,12.2077
LBGexp_1,14.9614
LBGexp_2,14.7429
LBGexp_3,14.9138
LBGtran_2,12.5911
LBGtran_3,14.3048
LBGstat_1,13.1688
LBGstat_2,12.4837
LBGstat_3,12.1975
S0_1,15.0041
S0_2,15.2248
S0_3,15.5424
S1_1,14.5312
S1_2,14.8528
S1_3,14.3629
S2_1,13.9696
S2_2,12.8175
S2_3,12.3817
S3_1,14.007
S3_2,13.6852
S4_1,13.9359
S4_2,13.3491
S4_3,12.8842
S5_1,13.1934
S5_2,13.5668
S5_3,13.72
S6_1,12.6938
S6_2,11.9099
S6_3,12.2548
S6/t_1,12.4521
S6/t_2,11.7882
S6_4,12.5976
S6_5,13.2976
S6_6,13.4831
S7_4,13.7025
S7_5,13.3302
S7_6,13.1635
S8_4,13.0943
S8_5,13.2632
G135_1,15.3717
G135_3,14.4971
G150_1,14.7655
G150_2,15.8676
G150_3,14.6801
G180_1,14.735
G180_2,15.196
G180_3,14.4109
C30_1,14.6179
C30_2,15.2998
C90_1,12.9298
C90_2,13.2099
BI_1,12.9862
BI_2,12.9136
BC_2,11.522
BC/t_1,12.1587
BC/t_2,12.4823
BC_1,10.9345
Sw_1,11.7952
Sw_2,11.5038
BT_1,12.7261
BT_2,11.5524
B36_1,11.3415
B36_2,11.0457
B60_1,11.2344
B60_2,12.6943
M9exp_1,15.1841
M9exp_2,14.445
M9exp_3,14.7606
M9tran_1,14.2794
M9tran_2,13.8528
M9tran_3,14.3091
M9stat_1,11.9208
M9stat_2,11.6807
M9stat_3,11.4472
M+G_1,12.7871
M+G_2,14.6431
M+G_3,14.6251
Glu_1,14.9068
Glu_2,14.7771
Glu_3,15.1308
Fru_1,15.2037
Fru_2,14.8738
Fru_3,14.2171
Mal_1,12.5764
Mal_2,14.0323
Mal_3,13.9915
G+S_2,13.7949
G+S_3,14.1598
Pyr_1,13.7341
Pyr_2,14.5125
Pyr_3,13.9616
Gly_1,13.0894
Gly_2,14.1512
Gly_3,12.6725
Glucon_1,13.6419
Glucon_2,13.645199999999999
Glucon_3,12.8514
aero_1,15.5134
aero_2,13.703
aero_3,14.9353
nit_1,14.5371
nit_2,14.6166
nit_3,13.6544
ferm_1,13.9425
ferm_2,13.3859
ferm_3,14.5349
T-5.40H_1,14.6078
T-4.40H_1,15.1265
T-3.40H_1,14.8266
T-2.40H_1,14.5502
T-1.40H_1,14.2838
T-1.10H_1,14.0943
T-0.40H_1,14.2486
T0.0H_1,14.068
T0.30H_1,12.527
T1.0H_1,12.753
T1.30H_1,12.3414
T2.0H_1,12.4125
T2.30H_1,12.9961
T3.0H_1,12.5393
T3.30H_1,12.7857
T4.0H_1,12.853
T5.0H_1,12.5895
HPh_1,15.6256
HPh_2,15.3103
HPh_3,15.6509
LPh_1,15.8255
LPh_2,15.8253
LPh_3,15.4866
LPhT_1,13.9612
LPhT_2,14.16
LPhT_3,14.3855
SMMPr_1,14.2523
SMMPr_2,13.4932
SMMPr_3,13.6465
HiTm_1,13.1513
HiTm_2,14.8832
HiTm_3,15.4357
LoTm_1,14.3402
LoTm_2,13.5962
LoTm_3,13.5994
HiOs_1,14.4077
HiOs_2,14.6268
HiOs_3,14.3878
BMM_1,14.9816
BMM_2,14.8428
BMM_3,14.6302
Heat_1,14.8708
Heat_2,14.7741
Heat_3,13.6214
Cold_1,15.6091
Cold_2,14.1754
Cold_3,13.594
Etha_1,12.6779
Etha_2,11.1772
Etha_3,12.3833
SMM_1,14.5741
SMM_2,14.7404
SMM_3,14.5678
Salt_1,14.8593
Salt_2,14.6761
Salt_3,14.5116
Mt0_1,15.5701
Mt0_3,15.3245
M0t45_1,14.4842
M0t45_2,15.1708
M0t45_3,14.429
M0t90_1,10.47
M0t90_2,12.618
M0t90_3,11.0608
M40t45_1,13.5627
M40t45_2,12.7531
M40t45_3,14.588
M40t90_1,11.183
M40t90_2,11.9451
M40t90_3,11.3024
dia0_1,15.1536
dia0_2,15.1592
dia0_3,15.3687
dia5_1,13.6122
dia5_2,14.0413
dia5_3,14.4723
dia15_1,14.6748
dia15_2,15.4126
dia15_3,13.9601
Diami_1,14.1975
Diami_2,13.6707
Diami_3,14.2093
Paraq_1,15.4931
Paraq_2,15.8369
Paraq_3,13.3172
H2O2_1,14.1761
H2O2_2,14.7665
H2O2_3,14.6071
Oxctl_1,14.1133
Oxctl_2,15.3653
Oxctl_3,15.7561
GM-0.1_1,14.9405
GM-0.2_1,14.4696
GM+5_1,14.2432
GM+15_1,14.9952
GM+25_1,15.5756
GM+45_1,15.4062
GM+60_1,15.2831
GM+90_1,15.2538
GM+120_1,14.2022
GM+150_1,14.8089
GM-0.1_2,15.2388
GM-0.2_2,14.3367
GM+5_2,15.0827
GM+10_2,14.832699999999999
GM+15_2,14.9191
GM+25_2,15.3512
GM+45_2,14.0554
GM+60_2,13.5625
GM+90_2,15.3647
GM+150_2,14.4141
GM-0.1_3,14.9155
GM-0.2_3,15.1019
GM+5_3,15.4442
GM+10_3,14.4512
GM+15_3,14.9821
GM+25_3,14.1992
GM+45_3,13.7278
GM+60_3,13.6558
GM+90_3,13.7959
GM+120_3,13.9604
GM+150_3,14.3669
MG-0.1_1,15.0547
MG+5_1,14.9213
MG+10_1,15.5555
MG+15_1,14.8305
MG+25_1,15.1509
MG+45_1,14.9808
MG+120_1,13.6061
MG+150_1,14.3318
MG-0.1_2,13.6892
MG-0.2_2,14.7866
MG+5_2,14.7233
MG+10_2,15.1996
MG+15_2,14.7259
MG+25_2,14.5656
MG+45_2,14.4988
MG+60_2,14.4011
MG+90_2,14.7345
MG+120_2,14.7125
MG-0.1_3,15.5901
MG-0.2_3,14.5977
MG+5_3,15.0718
MG+10_3,13.7787
MG+15_3,15.2119
MG+25_3,14.9407
MG+45_3,15.6746
MG+60_3,14.9947
MG+90_3,14.9205
MG+120_3,13.9936
MG+150_3,15.0178
