,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.80006476595,0.02165026380359517,2.0,0.0,6.8153738143,5.0,6.7847557176
1,U01-Set001__USA300 LAC CA-MHB Control,7.30206568575,0.09623163312875695,2.0,1.0,7.2340196454,6.0,7.3701117261
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.27920911125,0.09924743336817984,2.0,2.0,7.2090305781,7.0,7.3493876444
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.21380165695,0.03688997863410147,2.0,3.0,7.239886811,8.0,7.1877165029
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.32930449405,0.023677653355134363,2.0,4.0,7.3460471233,9.0,7.3125618648
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.64500806475,0.007246018545321396,2.0,10.0,7.6501317736,29.0,7.6398843559
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.4622907945,0.0806783908991388,2.0,11.0,7.4052425572,30.0,7.5193390318
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.3688820418,0.050337616534057515,2.0,12.0,7.4044761118,31.0,7.3332879718
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.9148608288,0.0833067813338638,2.0,13.0,6.9737676188,14.0,6.8559540388
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.5874360154,0.04350358859291525,2.0,15.0,7.6181976979,18.0,7.5566743329
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.5634310462,0.026628965102559656,2.0,16.0,7.582260568,19.0,7.5446015244
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.5952249783,0.056931670959862624,2.0,17.0,7.6354817489,20.0,7.5549682077
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,7.2344489828,0.012283110176690976,2.0,21.0,7.2257635123,24.0,7.2431344533
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,7.32187205535,0.07246820185207789,2.0,22.0,7.2706292984,25.0,7.3731148123
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,7.343616233100001,0.010050176704676592,2.0,23.0,7.336509685,26.0,7.3507227812
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,6.7776076208500005,0.1652478982791335,2.0,27.0,6.8944555303,28.0,6.6607597114
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,7.494980384850001,0.0003762824188357693,2.0,32.0,7.494714313,33.0,7.4952464567
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.71469814735,0.03475972922895205,2.0,34.0,7.7392769876,38.0,7.6901193071
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.69257858045,0.06837840257855464,2.0,35.0,7.6442277483000005,39.0,7.7409294126
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.6317850709999995,0.0008844620312515144,2.0,36.0,7.6311596619,40.0,7.6324104801
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.55404780965,0.006455965593116581,2.0,37.0,7.5494827526,41.0,7.5586128667
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.77898108575,0.05255518662632699,2.0,42.0,7.8161432146,45.0,7.7418189568999995
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,8.07545083045,0.012430909706806374,2.0,43.0,8.084240811,46.0,8.0666608499
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,8.10071976305,0.045223230070484954,2.0,44.0,8.0687421104,47.0,8.1326974157
24,U01-Set003__USA300 TCH1516 CA-MHB Control,6.5550987347,0.2354407283729319,2.0,48.0,6.3886169991,52.0,6.7215804703
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,6.49636583595,0.04762687552435657,2.0,49.0,6.5300431226,53.0,6.4626885493
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,6.87600499705,0.08055023168413586,2.0,50.0,6.819047382,54.0,6.9329626121
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,6.87823708135,0.17415031707567855,2.0,51.0,7.0013799515,55.0,6.7550942112
