,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.06765451169867825,2.0,0.0,0.047838964000000005,1.0,-0.047838964000000005,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-0.19576144850000005,0.09037951155377187,2.0,2.0,-0.13185348300000002,3.0,-0.25966941400000004,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-0.549931491,0.07069204729324034,3.0,4.0,-0.494701989,5.0,-0.629600465,6.0,-0.5254920190000001,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-1.028995246,0.10311282247590911,2.0,7.0,-0.95608347,8.0,-1.101907022,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,4.999999997368221e-10,0.1567746660751569,2.0,9.0,-0.110856429,10.0,0.11085643,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.265316981,0.08829369433458883,2.0,11.0,-0.202883911,12.0,-0.32775005100000004,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.11579275461424143,2.0,13.0,-0.081877842,14.0,0.081877842,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.012281787499999988,0.32971998451366547,4.0,15.0,-0.222190189,16.0,0.39939470400000004,17.0,-0.327934956,18.0,0.10160329100000001,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-1.6549620445,0.10943059740908742,4.0,19.0,-1.78763224,20.0,-1.619165938,21.0,-1.527943417,22.0,-1.685106583,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.3356996513333333,0.21142991487870183,3.0,23.0,0.098467836,24.0,0.504249598,25.0,0.40438152,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.026279344922726253,2.0,26.0,-0.018582303,27.0,0.018582303,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,0.14140668550000002,0.050276581198025645,2.0,28.0,0.105855774,29.0,0.17695759700000002,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-0.289288199,0.03980604025995655,2.0,30.0,-0.31743532,31.0,-0.261141078,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,4.999999997368221e-10,0.07567402820011027,2.0,32.0,0.053509619,33.0,-0.053509618,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.345824569,0.017475148490677616,2.0,34.0,-0.333467773,35.0,-0.35818136500000003,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,0.178278289,0.08218794890140935,2.0,36.0,0.120162633,37.0,0.23639394500000002,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.23444808386914862,3.0,38.0,0.16758102,39.0,0.10033812800000001,40.0,-0.267919148,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,0.548736568,0.13900325742710448,3.0,41.0,0.603651868,42.0,0.390664455,43.0,0.651893381,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,4.999999997368221e-10,0.02437133394631325,2.0,44.0,0.017233136,45.0,-0.017233135,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.1375901455,0.13987236317269477,2.0,46.0,-0.038685449000000004,47.0,-0.236494842,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.6266541250000001,,1.0,48.0,-0.6266541250000001,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-0.40219381000000004,0.2192562949825513,2.0,49.0,-0.24715619700000002,50.0,-0.5572314230000001,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.3133270625,1.273935029994219,2.0,51.0,1.214135161,52.0,-0.587481036,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.637400913,0.17163055092158172,3.0,53.0,-0.8267853650000001,54.0,-0.593277383,55.0,-0.49213999100000005,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,-0.03574109333333331,0.9021926923263693,3.0,56.0,-0.280533332,57.0,-0.7902766840000001,58.0,0.9635867360000001,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,-0.197289661,,1.0,59.0,-0.197289661,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,4.999999997368221e-10,0.03462949465554617,2.0,60.0,0.024486751,61.0,-0.02448675,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,0.026812201,0.07849422106638955,2.0,62.0,0.082315997,63.0,-0.028691595,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,-0.31409439650000004,0.2148628333687524,2.0,64.0,-0.16216343,65.0,-0.466025363,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,-0.1655573505,0.13112625400849073,4.0,66.0,0.025802222000000003,67.0,-0.187897308,68.0,-0.259577906,69.0,-0.24055641,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,1.734723475976807e-18,0.0816191504167371,4.0,70.0,0.09410309700000001,71.0,-0.090799612,72.0,-0.039596691,73.0,0.036293206,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,-1.9586496735,0.06498362442924664,2.0,74.0,-1.912699312,75.0,-2.004600035,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,1.1564823173178713e-18,0.09546765358776595,3.0,76.0,0.106200362,77.0,-0.078696767,78.0,-0.027503595000000002,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,0.34684256823057874,2.0,79.0,0.245254732,82.0,-0.245254732,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,-0.508402157,0.012699206454973922,2.0,80.0,-0.5173818520000001,81.0,-0.499422462,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,0.14618397700000002,0.03621370022365042,2.0,83.0,0.17179093,84.0,0.120577024,,,,,,,,,,,,
36,Lung_infection_transcriptome__PA01_CS1,4.999999997368221e-10,0.1230274122870412,2.0,85.0,-0.086993517,86.0,0.086993518,,,,,,,,,,,,
37,Testosterone_treatment__Testosterone_Control,0.0,0.0015473872251146447,2.0,87.0,-0.001094168,88.0,0.001094168,,,,,,,,,,,,
38,Testosterone_treatment__Testosterone_2.5,-0.0997065545,0.12306504168150881,2.0,89.0,-0.012686429,90.0,-0.18672668,,,,,,,,,,,,
39,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_COU,0.3131339676666667,0.22285155228908113,3.0,91.0,0.15643155,92.0,0.21471957300000002,93.0,0.5682507800000001,,,,,,,,,,
40,Planktonic_biofilm_coumarin__E-MTAB-6629:PC_COU,-0.032697589000000006,0.18600373896858288,3.0,94.0,-0.23123220400000002,95.0,-0.004390805,96.0,0.137530242,,,,,,,,,,
41,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_CTRL,3.333333343143637e-10,0.10528596230291272,6.0,97.0,-0.047806157,98.0,-0.048472747000000004,99.0,0.09292122700000001,100.0,-0.164622455,101.0,0.105750853,102.0,0.062229281000000004,,,,
42,Dispersed_cells__PAO1_dispersed_wt,4.999999997368221e-10,0.0799231657843351,2.0,103.0,-0.056514212,104.0,0.056514213,,,,,,,,,,,,
43,Dispersed_cells__PyhjH_dispersed,0.885054416,0.057314551462784094,2.0,105.0,0.8445269080000001,106.0,0.9255819240000001,,,,,,,,,,,,
44,Dispersed_cells__PA01_Planktonic,-1.3271829635,0.46381651290298714,2.0,107.0,-1.6551507650000001,108.0,-0.999215162,,,,,,,,,,,,
45,Dispersed_cells__PAO1_Biofilm,1.4218896345,0.25312361762343266,2.0,109.0,1.2429042080000001,110.0,1.600875061,,,,,,,,,,,,
46,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,0.31968248033333335,0.1362627482226844,3.0,111.0,0.46020974400000003,112.0,0.310709979,113.0,0.188127718,,,,,,,,,,
47,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,0.0,0.021089423863088604,3.0,114.0,-0.004646499,115.0,-0.018378715,116.0,0.023025214000000002,,,,,,,,,,
48,gcsR_mutant__PAO1_rep_wt,0.0,0.10376531091510328,2.0,117.0,-0.07337315500000001,118.0,0.07337315500000001,,,,,,,,,,,,
49,gcsR_mutant__GcsR_rep,0.251652111,0.019948025355280456,2.0,119.0,0.237546727,120.0,0.265757495,,,,,,,,,,,,
50,ampC_mutation__PA_Cef_taz_wt,0.0,0.13444398007395125,2.0,121.0,0.09506625,126.0,-0.09506625,,,,,,,,,,,,
51,ampC_mutation__PA_mutS_Cef_taz,-0.008444154999999998,0.03231324689272361,2.0,122.0,-0.031293071,127.0,0.014404761,,,,,,,,,,,,
52,ampC_mutation__PA_mutS,-0.3736493168333334,0.363991945220787,6.0,123.0,0.059920324000000004,124.0,-0.6484440810000001,125.0,-0.40244707100000005,128.0,0.084909775,129.0,-0.7535407150000001,130.0,-0.582294133,,,,
53,Riboregulatory_protein_RsmN__Prelim_Total_Lib_wt,-1.9999998324138346e-10,0.44318823026796583,5.0,131.0,-0.46546059300000003,132.0,-0.453556748,135.0,0.12760354100000001,136.0,0.525794136,137.0,0.265619663,,,,,,
54,Riboregulatory_protein_RsmN__Prelim_RsmN_Lib,0.24778045150000005,0.6472505237921867,2.0,133.0,0.7054556860000001,134.0,-0.209894783,,,,,,,,,,,,
55,Riboregulatory_protein_RsmN__Final_RsmN_Lib,0.417080329,0.33744545058370967,3.0,138.0,0.082702813,139.0,0.7575122390000001,140.0,0.411025935,,,,,,,,,,
56,n-alkanes_treatment__PA_alkane,-0.1664135795,0.26694204683380435,2.0,141.0,0.022342952000000003,142.0,-0.355170111,,,,,,,,,,,,
57,n-alkanes_treatment__PA_Glycerol,3.333333331578814e-10,0.05957873996738636,3.0,143.0,0.056796868,144.0,0.005220209,145.0,-0.062017076000000004,,,,,,,,,,
58,Catabolise_Nucleic_Acids__L_asp,0.4078751775,0.26505566696093463,2.0,146.0,0.595297837,147.0,0.22045251800000001,,,,,,,,,,,,
59,Catabolise_Nucleic_Acids__DNA_1,0.0,0.11520262033032386,3.0,148.0,-0.00026163900000000003,149.0,0.115333217,150.0,-0.11507157800000001,,,,,,,,,,
60,cysB_mutant__PAO1HH_wt,0.0,0.7777994804081838,2.0,151.0,-0.549987287,152.0,0.549987287,,,,,,,,,,,,
61,cysB_mutant__cysBHH,0.3500342936666667,0.23648437329739086,3.0,153.0,0.6214735170000001,154.0,0.18851894900000002,155.0,0.24011041500000002,,,,,,,,,,
62,ersA_knockout__delersA,0.4452997235,0.11026222569831479,2.0,156.0,0.523266891,157.0,0.36733255600000003,,,,,,,,,,,,
63,ersA_knockout__wt_BHI,4.999999997368221e-10,0.18206316913546414,2.0,158.0,-0.12873810100000002,159.0,0.12873810200000002,,,,,,,,,,,,
64,Farnesol_treatment__RNA of 0-1F_L,3.3333333084491673e-10,0.06245487650802047,3.0,160.0,-0.07199100600000001,161.0,0.032310011,162.0,0.039680996,,,,,,,,,,
65,Farnesol_treatment__RNA of 6-F_L1,0.337452401,0.18921290359428808,3.0,163.0,0.279220592,164.0,0.184199681,165.0,0.54893693,,,,,,,,,,
66,Glucose_uptake_defective_mutants__PAO1_glu_wt,-5.000000101451629e-10,0.3008234261955297,4.0,166.0,0.293594173,167.0,0.020278219,169.0,-0.41733734600000005,170.0,0.10346495200000001,,,,,,,,
67,Glucose_uptake_defective_mutants__PAO!_delglucose_60min,0.713900948,0.037102475464845866,2.0,168.0,0.74013636,171.0,0.687665536,,,,,,,,,,,,
68,Metabolic_fitness_plasmid__PAO1_metabolites_wt,0.0,0.179511966759816,2.0,172.0,-0.126934129,173.0,0.126934129,,,,,,,,,,,,
69,Metabolic_fitness_plasmid__PAO1_pAKD1,-0.32498014150000004,0.5918992161236009,2.0,174.0,-0.743516091,175.0,0.093555808,,,,,,,,,,,,
70,Metabolic_fitness_plasmid__PAO1_PAMBL1,-0.208596511,0.06103395717345591,2.0,176.0,-0.251754036,177.0,-0.165438986,,,,,,,,,,,,
71,Metabolic_fitness_plasmid__PAO1_PAMBL2,-0.23130185800000003,0.18460307618738953,2.0,178.0,-0.36183594500000005,179.0,-0.100767771,,,,,,,,,,,,
