,name,x,y,cog,color,link
meta,start,0.029156098568567282,,,,
b0002,thrA,337,-0.0102423397,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0063469703,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.0017408404000000001,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.0003719867,Function unknown,#708090,
b0006,yaaA,5683,-0.0039793345,Function unknown,#708090,
b0007,yaaJ,6529,-0.0020287312000000003,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,0.0047546447,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,-0.004854787,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.00040525610000000003,Function unknown,#708090,
b0011,yaaW,10643,-0.0024910180000000002,Function unknown,#708090,
b0012,mbiA,10830,0.0006777904,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0001150474,Function unknown,#708090,
b0014,dnaK,12163,0.0048634987,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,0.0073235864,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,0.0003610287,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,0.010288796900000001,Function unknown,#708090,
b0019,nhaA,17489,0.0045096442,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.002169518,Transcription,#f4a460,
b0021,insB-1,19811,0.0044912651,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,0.0045114122,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0072551167000000005,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,0.036610386,Function unknown,#708090,https://ecocyc.org/gene?orgid=ECOLI&id=G6087
b0025,ribF,21407,0.0024918278,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0028594449,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0038887548,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,0.0014363764,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.0016566437,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0017387675,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0094119185,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,0.0081676043,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,0.013726412300000001,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,0.0139863031,Transcription,#f4a460,
b0035,caiE,34781,0.0026242759,Function unknown,#708090,
b0036,caiD,35377,-0.0036395776,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.011091748,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,-0.0098839465,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0092710992,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,-0.0053675883,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0050585513,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.0023562996000000003,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.002078791,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.001469005,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,0.0036149555,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0013063048,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.0014933061,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,-0.000137911,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0014501157,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0025721616,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.0013616106,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0016225831,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,5.53261e-05,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.0002074706,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,-0.0040883879000000005,Function unknown,#708090,
b0057,yabQ,59121,-0.0026765154,No COG annotation,#87cefa,
b0058,rluA,59687,-0.015139724200000001,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0091509609,Transcription,#f4a460,
b0060,polB,63429,-0.0009404042,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,0.0126809976,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,6.24074e-05,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,0.005791663900000001,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,0.0026481518,Transcription,#f4a460,
b0065,yabI,71351,-0.0096202495,Function unknown,#708090,
b0066,thiQ,72229,-0.0019876951,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,-0.0034845895,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,-0.0060331156000000006,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.0004428468,Transcription,#f4a460,
b4662,sgrT,77388,0.0023181179,Energy production and conversion,#90ee90,
b0070,setA,77621,-0.0046108164,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,0.0012199365,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,0.0003273156,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0018994086,Energy production and conversion,#90ee90,
b0074,leuA,81958,0.0030440327,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.0025623686,Transcription,#f4a460,
b0077,ilvI,85630,-0.0029964605,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.0070999544000000005,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,0.0003949761,Transcription,#f4a460,
b0081,mraZ,89634,0.0048510018,Transcription,#f4a460,
b0082,rsmH,90094,6.82042e-05,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,0.0009130555,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,0.0035946581,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.0029230068,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,-0.0026187547000000003,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,0.0018951843000000002,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0005488141,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0080309784,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,0.003118589,Cell wall/membrane/envelope biogenesis,#c71585,
