,A,GlpR
R2,,0.2379154952291822
xmin,,-5.18757697
xmid,,-2.316135019585718
xmax,,2.723781362
ystart,,-5.239480092749519
yend,,7.309022888194544
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.25418925200000003,0.10147982200000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.25418925200000003,-0.10147982200000001
AB569_EDTA_NaNO2:NaNO2:1,-1.0153337156,0.17377606
AB569_EDTA_NaNO2:NaNO2:2,-1.5569839091,0.18291364000000002
AB569_EDTA_NaNO2:EDTA:1,0.18413603620000002,-0.123685238
AB569_EDTA_NaNO2:EDTA:2,-0.0625772055,0.148363827
AB569_EDTA_NaNO2:EDTA:3,0.0222442017,-0.078172028
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-1.3541273005,-0.18669669200000003
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.175066135,-0.007908463000000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.5480010769,0.035403177
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.5480010769,-0.035403177
Anthranilate_metabolism_GntR_AntP:antP:1,-0.507083422,-0.8082388540000001
Anthranilate_metabolism_GntR_AntP:antP:2,-0.2611889806,-0.414371655
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.2022968062,-0.011796236
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.2022968062,0.011796236
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.07286287200000001,-0.5353683410000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.2357362475,-0.452296525
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.3247702936,-0.013667182000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.9352384161,0.15306303300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,6.5647278994,-1.118508445
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,6.2701946380999996,-0.9323096110000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,6.7533892495,-1.101475595
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,6.0280400055,-0.9447009810000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.757428422,-0.09175869
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.2556112521,0.175175207
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.7920478809,-0.004213218
Catabolise_Nucleic_Acids:L_asp:1,-1.3261116109,-0.18400919999999998
Catabolise_Nucleic_Acids:L_asp:2,-2.3275394665,-1.093423209
Catabolise_Nucleic_Acids:DNA_1:1,0.37084973790000003,0.25617417200000003
Catabolise_Nucleic_Acids:DNA_1:2,-0.5376752521,0.079367961
Catabolise_Nucleic_Acids:DNA_1:3,0.1668255142,-0.335542133
Catabolite_repression:del_hfq_crc_wt:1,-0.4103134318,-0.122131208
Catabolite_repression:del_hfq_crc_wt:2,0.4103134318,0.122131208
Catabolite_repression:delHfq:1,4.0826094382,1.705434995
Catabolite_repression:delHfq:2,4.4452330673,1.856591796
Catabolite_repression:deldcrc:1,5.5186463861,2.723781362
Catabolite_repression:deldcrc:2,5.1782585054,2.442117953
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.1802470516,-0.206669699
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.4403763478,0.24753644900000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.6206233995,-0.040866751
Diallyl_disulphide_treatment:PAO1_DDS:1,0.48883131300000005,0.083110633
Diallyl_disulphide_treatment:PAO1_DDS:2,0.5714983895,-0.059502855
Diallyl_disulphide_treatment:PAO1_DDS:3,1.1033024911,0.165662045
Dispersed_cells:PAO1_dispersed_wt:1,-1.1693896748000001,-0.00957671
Dispersed_cells:PAO1_dispersed_wt:2,1.1693896748000001,0.00957671
Dispersed_cells:PyhjH_dispersed:1,-2.3677084036,1.04764585
Dispersed_cells:PyhjH_dispersed:2,-3.2356692888,1.051049708
Dispersed_cells:PA01_Planktonic:1,-2.6550539466,-0.47025968500000004
Dispersed_cells:PA01_Planktonic:2,-3.4809610679,-0.617267094
Dispersed_cells:PAO1_Biofilm:1,-1.6781253899,1.060523003
Dispersed_cells:PAO1_Biofilm:2,-2.7094050712,-0.120793831
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.8344130562,0.031741539
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.8256522771,0.123185262
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.6487450353000002,-0.258881846
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.168015986,-0.079491693
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.1843841728,-0.095651647
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.35240015880000003,0.17514334
Farnesol_treatment:RNA of 0-1F_L:1,0.2942425809,-0.0057480610000000005
