,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.2881200549,0.4027513099536625,2.0,0.0,5.0033318725,5.0,5.5729082373,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.9339883824,0.029156271087380562,2.0,1.0,4.9133717854,6.0,4.9546049794,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.73254870035,0.7180056138028431,2.0,2.0,5.2402553388,7.0,4.2248420619000004,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.8711065027,0.3773818676328046,2.0,3.0,4.1379557804000004,8.0,3.604257225,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.07700638745,0.1370805158838207,2.0,4.0,5.1739369498,9.0,4.9800758251,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,3.08995142625,0.08992648966440119,2.0,10.0,3.0263637956,29.0,3.1535390569,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,2.5824214723,0.2641704265465382,2.0,11.0,2.3956247723,30.0,2.7692181723,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,3.27612367655,0.27083294114170964,2.0,12.0,3.4676314858,31.0,3.0846158673,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.1131544107,0.19113184316124482,2.0,13.0,3.2483050331,14.0,2.9780037883,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.4498617018499997,0.2936302648683324,2.0,15.0,3.2422337504,18.0,3.6574896533,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,2.78665050765,0.1085607916546741,2.0,16.0,2.8634145796,19.0,2.7098864357,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.9234140709,0.459947315388845,2.0,17.0,2.5981822052,20.0,3.2486459366,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,2.44935580935,0.27581886362725555,2.0,21.0,2.6443891982,24.0,2.2543224205,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,3.25418559125,0.8187517090113491,2.0,22.0,2.6752407057000003,25.0,3.8331304768,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,3.0387534391499997,0.35455395835591447,2.0,23.0,3.2894609474,26.0,2.7880459309,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,3.98989358865,0.5759020300536009,2.0,27.0,4.3971178194,28.0,3.5826693579,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,2.50977508395,0.012276486495340112,2.0,32.0,2.5010942971,33.0,2.5184558708,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,3.93135539815,0.2674435182656087,2.0,34.0,4.1204665235,38.0,3.7422442728,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.17789320205,0.5726974146259314,2.0,35.0,2.7729349766,39.0,3.5828514275,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,3.5978304676499997,0.09825635222082613,2.0,36.0,3.5283527347,40.0,3.6673082006,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,3.4872990623,0.7692499894955727,2.0,37.0,2.9433571783,41.0,4.0312409463,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,3.2544995338,0.3918822130867041,2.0,42.0,3.5316021041,45.0,2.9773969635,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,3.3489073306,0.10768841853308556,2.0,43.0,3.2727601196,46.0,3.4250545416,,
