,A,RoxR
R2,,0.16906357455802057
xmin,,-3.654602583
xmid,,-0.7188436191814476
xmax,,1.256295335
ystart,,3.6368038598397012
yend,,-4.766625435899409
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.055068733200000004,0.028951599
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.055068733200000004,-0.028951599
AB569_EDTA_NaNO2:NaNO2:1,9.6246606034,-1.430793728
AB569_EDTA_NaNO2:NaNO2:2,10.1124228342,-1.4012980879999999
AB569_EDTA_NaNO2:EDTA:1,0.7149662084,-0.231019896
AB569_EDTA_NaNO2:EDTA:2,0.0925003678,-0.141135064
AB569_EDTA_NaNO2:EDTA:3,1.5171110198000002,-0.34541184
AB569_EDTA_NaNO2:NaNO2_EDTA:1,10.8353988797,-1.56689925
AB569_EDTA_NaNO2:NaNO2_EDTA:2,11.2757522077,-1.566184792
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0697205069,-0.040078933000000004
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0697205069,0.040078933000000004
Anthranilate_metabolism_GntR_AntP:antP:1,0.45247881840000004,-0.546781453
Anthranilate_metabolism_GntR_AntP:antP:2,0.5273367383,-0.382992072
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.1434115641,0.048852366
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.1434115641,-0.048852366
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.9876183801,0.9798911320000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-2.8758197893,0.250263187
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.8581944693,-0.265071594
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.1645089915,0.053074723000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-11.5439317991,1.031726058
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-10.6246808521,0.994193702
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-10.94656295,1.256295335
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-11.1484470568,0.907300773
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.2178754668,-0.038289042
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.2280517636,-0.33963168600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.6147446623000001,0.30325264300000004
Catabolise_Nucleic_Acids:L_asp:1,8.9970297026,0.21519157
Catabolise_Nucleic_Acids:L_asp:2,9.5495001474,0.11466121
Catabolise_Nucleic_Acids:DNA_1:1,1.8280310312,-0.034463377
Catabolise_Nucleic_Acids:DNA_1:2,-3.2104993751,0.09672881100000001
Catabolise_Nucleic_Acids:DNA_1:3,1.3824683439,-0.062265433
Catabolite_repression:del_hfq_crc_wt:1,-0.9952501036,0.026379708
Catabolite_repression:del_hfq_crc_wt:2,0.9952501036,-0.026379708
Catabolite_repression:delHfq:1,4.6398117854,0.141400051
Catabolite_repression:delHfq:2,5.8596612708,0.05362002900000001
Catabolite_repression:deldcrc:1,7.6157774427,-0.320481676
Catabolite_repression:deldcrc:2,8.7362369619,-0.174903266
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.5566786315,0.0068319750000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.1151753118,0.171801009
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.4415033197,-0.17863298500000002
Diallyl_disulphide_treatment:PAO1_DDS:1,1.1422600435,-0.574165182
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.1931618427,-0.264101342
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.1711353627,-0.16341186100000002
Dispersed_cells:PAO1_dispersed_wt:1,-0.11901763330000001,-0.037648343
Dispersed_cells:PAO1_dispersed_wt:2,0.11901763330000001,0.037648343
Dispersed_cells:PyhjH_dispersed:1,7.3345752946000005,0.68033822
Dispersed_cells:PyhjH_dispersed:2,7.1402634706,0.801950241
Dispersed_cells:PA01_Planktonic:1,20.1395603926,-1.209123474
Dispersed_cells:PA01_Planktonic:2,20.3388303694,-1.036616062
Dispersed_cells:PAO1_Biofilm:1,3.8862512091,-0.414340918
Dispersed_cells:PAO1_Biofilm:2,3.41463742,-0.284582337
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,9.924401298,-0.18706123500000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,9.6545332789,-0.048675142000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,10.2647478129,-0.074666595
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.2189927156,-0.0058743960000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.2169491591,-0.004671472
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.4359418747,0.010545869000000001
Farnesol_treatment:RNA of 0-1F_L:1,-0.2033525026,-0.064152075
Farnesol_treatment:RNA of 0-1F_L:2,0.2566026182,-0.073588241
Farnesol_treatment:RNA of 0-1F_L:3,-0.0532501156,0.137740316
Farnesol_treatment:RNA of 6-F_L1:1,0.4012482979,0.123591666
Farnesol_treatment:RNA of 6-F_L1:2,0.329102251,-0.055866804000000006
Farnesol_treatment:RNA of 6-F_L1:3,0.6135610684,-0.050246601
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.0585337287,0.000735293
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.0585337287,-0.000735293
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.34237350910000003,-0.063730625
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.9450426666,0.18123971300000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.6252728146000001,0.038727173000000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.3436337921,-0.22190284200000002
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,8.6245096087,0.315986961
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.3739967028,-0.170361278
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.09235768030000001,0.35353694700000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,7.6227673459,0.25607823
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.0943238072,0.041995005
HapZ_SagS_mutant:delHapZp:1,-1.5034712221,0.023584774000000003
HapZ_SagS_mutant:delHapZp:2,-1.2648294173,0.25339775600000003
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.35317382550000004,-0.12871781000000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.2588500183,0.086722805
HapZ_SagS_mutants:delHApZ:1,0.083432275,-0.688168777
HapZ_SagS_mutants:delHApZ:2,0.1914865522,-0.505727918
HapZ_SagS_mutants:delHApZ:3,0.6422939705,-0.61625937
HapZ_SagS_mutants:delSagS:1,-1.7182246967,-0.094150153
HapZ_SagS_mutants:delSagS:2,-1.9004998615000002,0.033063501
HapZ_SagS_mutants:delSagS:3,-1.9078675450000002,-0.021920355000000002
HapZ_SagS_mutants:delHapZp:3,-0.8222807853,0.09792529400000001
Lung_infection_transcriptome:PA01_LS1:1,-3.5254334328,0.39065311500000005
Lung_infection_transcriptome:PA01_LS1:2,-2.9748151631,0.583088951
Lung_infection_transcriptome:PA01_CS1:1,0.7954846958,-0.08132897700000001
Lung_infection_transcriptome:PA01_CS1:2,-0.7954846958,0.08132897700000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.7504682745,-0.26362434300000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.7504682745,0.26362434300000004
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.9555392290000001,-0.7843333290000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,2.4452114153,-0.589773164
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.7529437482,-0.287098589
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,4.6272652504,-0.293609579
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.7521422990000001,0.07448848500000001
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-2.2470313058,0.10163357
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.1768744143,-0.137166808
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.3582260852,-0.035692316
Metabolic_fitness_plasmid:PAO1_RmS149:1,-1.330663111,-0.09619488400000001
Metabolic_fitness_plasmid:PAO1_RmS149:2,-2.1740320413,-0.013130085000000001
Mucin_glycans:ABTGC:1,0.8538589278000001,0.145344852
Mucin_glycans:ABTGC:2,1.3210858393,0.19688165800000001
Mucin_glycans:ABTGC:3,-0.6336100031,-0.187872736
Mucin_glycans:ABTGC:4,-1.0778553266,-0.057274579000000006
Mucin_glycans:ABTGC:5,-0.46347943750000004,-0.09707919500000001
Mucin_glycans:MUC5B:1,-9.5033096469,0.792424408
Mucin_glycans:MUC5B:2,-8.3614432723,1.028908765
Mucin_glycans:Glycans:1,0.5978927262,0.424250791
Mucin_glycans:Glycans:2,-0.17628365710000002,0.245921043
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.2845557585,-0.12872207100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,5.9576205267999995,-0.22794181100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,3.8309665119,0.264441071
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.1794208938,-0.5491932620000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-2.4708936479,-0.111071715
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-2.4790306666,-0.08262820700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,2.8139748229,0.199251332
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.067063451,0.422625132
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.8385899493000002,0.257241315
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.6894341268000002,-0.634079532
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.7757181887,-0.116076518
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-2.2544759078,-0.128961729
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.039769516000000005,0.10774755
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.039769516000000005,-0.10774755
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.4351579814,-0.469270644
