,BSU__tRNA_81
LBexp_1,11.7911
LBexp_2,11.9817
LBexp_3,11.4915
LBtran_1,11.4092
LBtran_2,11.6811
LBtran_3,10.1619
LBstat_1,10.7772
LBstat_2,10.2245
LBstat_3,10.2077
LBGexp_1,11.7156
LBGexp_2,11.3881
LBGexp_3,11.064
LBGtran_2,10.8318
LBGtran_3,12.1862
LBGstat_1,13.7164
LBGstat_2,12.9906
LBGstat_3,12.4746
S0_1,11.0979
S0_2,11.428
S0_3,11.2626
S1_1,11.8747
S1_2,12.22
S1_3,11.769
S2_1,11.2277
S2_2,9.9848
S2_3,10.583
S3_1,11.7441
S3_2,10.8361
S4_1,11.0413
S4_2,11.3966
S4_3,10.2152
S5_1,10.5032
S5_2,10.2384
S5_3,11.0679
S6_1,10.2138
S6_2,8.4955
S6_3,9.5656
S6/t_1,10.8351
S6/t_2,8.9756
S6_4,10.3512
S6_5,11.0575
S6_6,11.2658
S7_4,11.922
S7_5,12.1544
S7_6,11.6678
S8_4,11.8337
S8_5,12.085
G135_1,9.6116
G135_3,9.1427
G150_1,9.7688
G150_2,11.9276
G150_3,9.2816
G180_1,10.4555
G180_2,10.7341
G180_3,11.1114
C30_1,12.1336
C30_2,13.0063
C90_1,11.7592
C90_2,11.3794
BI_1,10.7157
BI_2,10.7611
BC_2,11.3468
BC/t_1,12.008
BC/t_2,12.4035
BC_1,10.9703
Sw_1,11.5606
Sw_2,10.4213
BT_1,10.2047
BT_2,8.7227
B36_1,9.9492
B36_2,9.9438
B60_1,11.0611
B60_2,11.4999
M9exp_1,12.0911
M9exp_2,11.8383
M9exp_3,11.6306
M9tran_1,11.657399999999999
M9tran_2,11.2774
M9tran_3,11.6782
M9stat_1,11.4363
M9stat_2,11.1686
M9stat_3,11.0229
M+G_1,10.7204
M+G_2,11.3749
M+G_3,11.880700000000001
Glu_1,12.7552
Glu_2,11.8888
Glu_3,12.2915
Fru_1,12.4741
Fru_2,12.0677
Fru_3,11.5528
Mal_1,10.0279
Mal_2,11.418
Mal_3,11.1653
G+S_2,11.5003
G+S_3,11.7737
Pyr_1,11.0338
Pyr_2,12.3877
Pyr_3,12.0702
Gly_1,10.7063
Gly_2,11.4487
Gly_3,10.7632
Glucon_1,11.0413
Glucon_2,11.3761
Glucon_3,11.2897
aero_1,12.1478
aero_2,10.1113
aero_3,11.1974
nit_1,11.856300000000001
nit_2,11.9985
nit_3,10.8551
ferm_1,11.3288
ferm_2,10.5452
ferm_3,11.7503
T-5.40H_1,12.2439
T-4.40H_1,12.449300000000001
T-3.40H_1,12.44
T-2.40H_1,12.4565
T-1.40H_1,12.221
T-1.10H_1,12.0824
T-0.40H_1,12.7398
T0.0H_1,11.8969
T0.30H_1,12.4037
T1.0H_1,11.4836
T1.30H_1,11.412
T2.0H_1,10.6116
T2.30H_1,11.4053
T3.0H_1,11.1923
T3.30H_1,11.4667
T4.0H_1,11.2775
T5.0H_1,11.1861
HPh_1,13.4602
HPh_2,12.9977
HPh_3,13.5399
LPh_1,13.302
LPh_2,12.9545
LPh_3,12.5614
LPhT_1,13.0288
LPhT_2,12.896
LPhT_3,12.9513
SMMPr_1,11.6765
SMMPr_2,10.9632
SMMPr_3,11.6499
HiTm_1,10.6439
HiTm_2,12.7917
HiTm_3,13.2592
LoTm_1,11.0555
LoTm_2,10.5486
LoTm_3,10.3642
HiOs_1,11.7158
HiOs_2,11.2823
HiOs_3,11.6664
BMM_1,11.3393
BMM_2,11.0258
BMM_3,11.5917
Heat_1,11.9951
Heat_2,11.5143
Heat_3,11.0449
Cold_1,12.5905
Cold_2,11.5349
Cold_3,10.6679
Etha_1,10.3605
Etha_2,9.2518
Etha_3,9.9085
SMM_1,11.6765
SMM_2,12.1927
SMM_3,11.5564
Salt_1,11.6938
Salt_2,11.3463
Salt_3,10.846
Mt0_1,12.0931
Mt0_3,11.5203
M0t45_1,11.5969
M0t45_2,10.9839
M0t45_3,11.2066
M0t90_1,8.6065
M0t90_2,10.7664
M0t90_3,8.6801
M40t45_1,9.8936
M40t45_2,11.2367
M40t45_3,11.4372
M40t90_1,8.4952
M40t90_2,10.4757
M40t90_3,9.4211
dia0_1,12.0008
dia0_2,11.7264
dia0_3,11.9292
dia5_1,11.399000000000001
dia5_2,11.6681
dia5_3,11.9401
dia15_1,10.847
dia15_2,12.306
dia15_3,12.0154
Diami_1,11.5512
Diami_2,10.876
Diami_3,11.0462
Paraq_1,11.5904
Paraq_2,11.8763
Paraq_3,9.3069
H2O2_1,9.7268
H2O2_2,10.9816
H2O2_3,10.4675
Oxctl_1,10.3341
Oxctl_2,11.169
Oxctl_3,12.1284
GM-0.1_1,12.3689
GM-0.2_1,12.3369
GM+5_1,12.1899
GM+15_1,12.5008
GM+25_1,12.7429
GM+45_1,12.956900000000001
GM+60_1,12.855
GM+90_1,12.7947
GM+120_1,11.7792
GM+150_1,12.2215
GM-0.1_2,12.8141
GM-0.2_2,12.1765
GM+5_2,12.4136
GM+10_2,12.5501
GM+15_2,13.1687
GM+25_2,12.5915
GM+45_2,11.4126
GM+60_2,11.4679
GM+90_2,12.7968
GM+150_2,11.6998
GM-0.1_3,13.2174
GM-0.2_3,12.2827
GM+5_3,12.8126
GM+10_3,11.4443
GM+15_3,12.8231
GM+25_3,12.5853
GM+45_3,11.9969
GM+60_3,11.9802
GM+90_3,11.167
GM+120_3,11.9352
GM+150_3,11.600200000000001
MG-0.1_1,12.6272
MG+5_1,12.6906
MG+10_1,13.267
MG+15_1,12.2922
MG+25_1,12.9327
MG+45_1,12.2598
MG+120_1,12.2803
MG+150_1,11.8945
MG-0.1_2,11.4156
MG-0.2_2,12.6248
MG+5_2,12.5328
MG+10_2,12.713799999999999
MG+15_2,12.327
MG+25_2,11.9703
MG+45_2,12.0647
MG+60_2,12.1784
MG+90_2,11.5961
MG+120_2,12.775
MG-0.1_3,13.3322
MG-0.2_3,13.0049
MG+5_3,12.6805
MG+10_3,11.053
MG+15_3,12.536200000000001
MG+25_3,12.7338
MG+45_3,12.8805
MG+60_3,12.4467
MG+90_3,12.8375
MG+120_3,11.9549
MG+150_3,13.1905
