,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,0.0,0.2079069759588071,4.0,0.0,0.0429637524,1.0,-0.0045618579,2.0,-0.2712643169,3.0,0.23286242240000002
1,2AA__del_ridA,0.045787102475,0.03816041602512032,4.0,4.0,0.0854409686,5.0,0.036400357700000004,6.0,-0.0028879449000000002,7.0,0.0641950285
2,GC_MS__WT,-2.457524924300477e-18,0.10749924730393279,3.0,8.0,0.1067371723,9.0,-0.10824545020000001,10.0,0.0015082779,,
3,GC_MS__del_slyA,0.16788874944999999,0.26660079363638045,2.0,11.0,-0.0206264796,12.0,0.3564039785,,,,
4,Rho__WT,2.3129646346357427e-18,0.04341447531313396,3.0,13.0,-0.014078564200000001,14.0,-0.0346279975,15.0,0.048706561700000005,,
5,Rho__rho_Y80C,0.3910042407,0.10530589786082606,3.0,16.0,0.4818514003,17.0,0.2755847516,18.0,0.4155765702,,
6,Rho__rho_K130Q,0.1451839083,0.20023712227990012,3.0,19.0,0.1362891671,20.0,-0.0504576209,21.0,0.3497201787,,
7,flagella__WT,0.0,0.15902171679263657,2.0,22.0,0.1124453343,23.0,-0.1124453343,,,,
8,flagella__del_rfaL,0.14907676549999999,0.0937744590551545,2.0,24.0,0.0827682096,25.0,0.2153853214,,,,
9,flagella__del_rfaG,0.6888493721,0.10809386352050179,2.0,26.0,0.765283276,27.0,0.6124154682,,,,
10,flagella__del_rfaD,0.9525635585500001,0.13567108264613123,2.0,28.0,1.0484975011,29.0,0.8566296160000001,,,,
11,nusG__WT_OD08,0.0,0.10150213986006879,2.0,30.0,-0.0717728514,31.0,0.0717728514,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,0.24541099820000004,0.3779298857268503,3.0,32.0,-0.18908935940000002,33.0,0.497847509,45.0,0.42747484500000005,,
13,omv__spi2_ind_highOD_intracellularRNAs,0.2713490516666667,0.21189388983759225,3.0,34.0,0.0545672943,36.0,0.2814888601,37.0,0.4779910006,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.37815819100000003,0.10605261369429206,3.0,35.0,-0.33734278030000003,41.0,-0.4985545635,42.0,-0.2985772292,,
