,A,PA1226
R2,,0.045882065280667184
xmin,,-6.031582617
xmid,,-0.23411235826296253
xmax,,1.9340686690000002
ystart,,1.3941545074348947
yend,,-5.063585842237775
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.077773988,0.037500249
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.077773988,-0.037500249
AB569_EDTA_NaNO2:NaNO2:1,1.6384851280000001,1.706391806
AB569_EDTA_NaNO2:NaNO2:2,-1.890725181,1.860507413
AB569_EDTA_NaNO2:EDTA:1,1.286516462,0.496553664
AB569_EDTA_NaNO2:EDTA:2,3.2799589080000002,0.571178496
AB569_EDTA_NaNO2:EDTA:3,2.135209124,0.28530984
AB569_EDTA_NaNO2:NaNO2_EDTA:1,1.540127754,1.771792771
AB569_EDTA_NaNO2:NaNO2_EDTA:2,1.081986066,1.9340686690000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,1.312501183,-0.097898525
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-1.312501183,0.097898525
Anthranilate_metabolism_GntR_AntP:antP:1,6.778928016,-0.44686976
Anthranilate_metabolism_GntR_AntP:antP:2,1.144822148,-0.337876872
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.7467206550000001,0.036811205
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.7467206550000001,-0.036811205
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.5139548940000003,0.634571281
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-11.32751877,0.719219759
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,7.063849213,-0.8326932340000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,5.251214367,-0.15266986
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.184438185,-1.099570087
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.5096702350000001,-0.8103630230000001
