,A,purR
R2,,0.41512613145531174
xmin,,-4.5612020572
xmid,,
xmax,,3.1583360875
ystart,,-12.212033322062522
yend,,8.122786740280363
2AA:WT:1.0,0.6395083865,0.2023844247
2AA:WT:2.0,0.1059355832,-0.0609324902
2AA:WT:3.0,2.2644479736,0.5367936074
2AA:WT:4.0,-3.0098919433,-0.6782455418000001
2AA:del_ridA:1.0,2.3593919874,0.6289057324
2AA:del_ridA:2.0,1.5271824505,0.4313004312
2AA:del_ridA:3.0,2.7066232613,0.5885617893
2AA:del_ridA:4.0,2.0509932134,0.650387817
GC_MS:WT:1.0,-0.7417562148,-0.0878711687
GC_MS:WT:2.0,0.1548304539,0.0355015319
GC_MS:WT:3.0,0.5869257609,0.0523696368
GC_MS:del_slyA:1.0,-2.494090359,-0.7219457338
GC_MS:del_slyA:2.0,-1.6856325605,-0.6814707487
Rho:WT:1.0,-0.37912635850000004,-0.1453040808
Rho:WT:2.0,0.5664369211,0.2057480867
Rho:WT:3.0,-0.1873105626,-0.0604440059
Rho:rho_Y80C:1.0,3.0221637586,1.6431661831
Rho:rho_Y80C:2.0,2.1701059128,1.7480099817
Rho:rho_Y80C:3.0,1.8899861232,1.7525581002
Rho:rho_K130Q:1.0,-0.8270669297000001,0.9075601468000001
Rho:rho_K130Q:2.0,-0.1103048368,1.2010453386
Rho:rho_K130Q:3.0,0.06166821,1.2529666761
flagella:WT:1.0,-0.6129925209,0.030550169800000002
flagella:WT:2.0,0.6129925209,-0.030550169800000002
flagella:del_rfaL:1.0,1.2234015387000001,-0.3117989758
flagella:del_rfaL:2.0,0.6538871346,-0.1230482964
flagella:del_rfaG:1.0,-0.3720486457,-0.3433101643
flagella:del_rfaG:2.0,-0.9915725296000001,0.029323125800000002
flagella:del_rfaD:1.0,1.6658001979,0.37154112380000004
flagella:del_rfaD:2.0,-0.0584713098,0.068417367
nusG:WT_OD08:1.0,1.0488036321,-0.026509495600000002
nusG:WT_OD08:2.0,-1.0488036321,0.026509495600000002
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-21.3720932342,-2.5291149596
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-11.1711548758,-1.4947660959
omv:spi2_ind_highOD_intracellularRNAs:1.0,-26.2176410592,-4.1619852276
omv:spi1_ind_highOD_intracellularRNAs:1.0,-12.0654954737,-0.3345361814
omv:spi2_ind_highOD_intracellularRNAs:2.0,-23.637111676700002,-3.3074972883
omv:spi2_ind_highOD_intracellularRNAs:3.0,-24.2083143521,-3.2677069303
omv:controlPCN_highOD_intracellularRNAs:1.0,-20.6586547927,-2.3430046637
omv:controlPCN_highOD_intracellularRNAs:2.0,-22.9636955317,-3.6278639432
omv:controlPCN_highOD_intracellularRNAs:3.0,-21.6192923074,-4.2488903689
omv:spi1_ind_highOD_intracellularRNAs:2.0,-12.2717282635,-0.4005559869
omv:spi1_ind_highOD_intracellularRNAs:3.0,-12.2967729786,-0.3896082863
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.28124588170000003,-0.0365955034
omv:controlPCN_lowOD_intracellularRNAs:2.0,0.2464584172,0.043295468600000005
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-13.1269654101,-1.6802367639
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.034787464500000004,-0.0066999652000000005
sv5015:STM1625:1.0,-0.7066394739,-0.6482353612
sv5015:STM1625:2.0,-0.18275361610000002,-0.501108089
sv5015:STM1625:3.0,-1.1418397017,-0.725981827
sv5015:STM0581:1.0,-0.7973432372,-0.8740398881
sv5015:STM0581:2.0,-1.1506930578,-0.8246117220000001
sv5015:STM0581:3.0,0.179075641,-0.488490617
sv5015:WT:1.0,-0.5325182689,-0.15968097
sv5015:WT:2.0,0.15679084100000001,0.0637051495
sv5015:WT:3.0,0.3757274279,0.0959758205
tomato:tomato_root:1.0,-2.1706464985,0.5488647032
tomato:tomato_root:2.0,-2.9868025830000002,0.2039256368
tomato:tomato_root:3.0,-3.0925350591,-0.1256712785
tomato:LB:1.0,1.7680023186,0.0846601018
tomato:LB:2.0,-1.7680023186,-0.0846601018
AcrB_efflux_virulence:AcrB_D408A:1.0,-1.1955378992,-0.306003189
