sample,new_3301255_3301382_c
LBexp_1,8.8672
LBexp_2,8.9246
LBexp_3,8.5664
LBtran_1,9.7761
LBtran_2,8.4332
LBtran_3,8.1569
LBstat_1,8.2182
LBstat_2,7.9421
LBstat_3,7.8944
LBGexp_1,8.7056
LBGexp_2,9.5368
LBGexp_3,8.5909
LBGtran_2,8.777999999999999
LBGtran_3,9.3489
LBGstat_1,7.9796
LBGstat_2,7.9624
LBGstat_3,8.7048
S0_1,7.9133
S0_2,7.8063
S0_3,7.8853
S1_1,8.6794
S1_2,8.6209
S1_3,9.0259
S2_1,9.3112
S2_2,9.0019
S2_3,8.6217
S3_1,12.3834
S3_2,13.197
S4_1,14.103
S4_2,13.3628
S4_3,13.7331
S5_1,13.0597
S5_2,14.044
S5_3,14.1727
S6_1,12.4885
S6_2,11.142
S6_3,12.9018
S6/t_1,12.5379
S6/t_2,10.3168
S6_4,12.5718
S6_5,12.5577
S6_6,12.8861
S7_4,12.8644
S7_5,12.382
S7_6,12.5896
S8_4,11.1957
S8_5,10.6161
G135_1,8.581
G135_3,7.8265
G150_1,8.4986
G150_2,8.557
G150_3,9.0287
G180_1,8.4695
G180_2,8.2752
G180_3,7.7895
C30_1,10.2324
C30_2,9.9054
C90_1,10.121
C90_2,9.6836
BI_1,9.5464
BI_2,9.3639
BC_2,11.4052
BC/t_1,10.422
BC/t_2,11.3889
BC_1,10.4402
Sw_1,9.6188
Sw_2,10.7589
BT_1,10.6477
BT_2,10.5781
B36_1,12.0864
B36_2,11.9814
B60_1,10.8648
B60_2,11.6384
M9exp_1,11.0309
M9exp_2,10.7552
M9exp_3,9.0435
M9tran_1,9.1507
M9tran_2,9.0245
M9tran_3,10.1248
M9stat_1,10.5033
M9stat_2,9.8211
M9stat_3,9.2514
M+G_1,9.9393
M+G_2,9.2452
M+G_3,9.2613
Glu_1,9.9464
Glu_2,9.4501
Glu_3,9.4356
Fru_1,9.612
Fru_2,9.1743
Fru_3,8.7248
Mal_1,7.9603
Mal_2,9.0421
Mal_3,9.271
G+S_2,11.1615
G+S_3,11.6459
Pyr_1,11.511
Pyr_2,11.4141
Pyr_3,11.1328
Gly_1,9.1096
Gly_2,8.7957
Gly_3,8.5901
Glucon_1,9.9582
Glucon_2,9.9517
Glucon_3,9.0218
aero_1,10.2183
aero_2,8.7831
aero_3,9.9665
nit_1,10.2082
nit_2,9.7596
nit_3,10.1739
ferm_1,10.4773
ferm_2,8.836
ferm_3,10.1995
T-5.40H_1,10.18
T-4.40H_1,9.7776
T-3.40H_1,9.5731
T-2.40H_1,9.2923
T-1.40H_1,9.2094
T-1.10H_1,9.2278
T-0.40H_1,8.9411
T0.0H_1,8.8913
T0.30H_1,8.6973
T1.0H_1,8.3547
T1.30H_1,8.6626
T2.0H_1,8.7749
T2.30H_1,9.1377
T3.0H_1,9.2572
T3.30H_1,10.0574
T4.0H_1,10.6658
T5.0H_1,10.7428
HPh_1,9.5678
HPh_2,9.1916
HPh_3,9.3847
LPh_1,10.8041
LPh_2,9.5222
LPh_3,9.1513
LPhT_1,10.0746
LPhT_2,10.4723
LPhT_3,10.1374
SMMPr_1,9.6246
SMMPr_2,9.3296
SMMPr_3,9.2644
HiTm_1,8.3642
HiTm_2,9.5251
HiTm_3,10.2263
LoTm_1,11.9092
LoTm_2,12.3157
LoTm_3,12.518
HiOs_1,10.666
HiOs_2,10.6857
HiOs_3,10.3181
BMM_1,10.311
BMM_2,10.4131
BMM_3,12.2512
Heat_1,12.1828
Heat_2,11.8579
Heat_3,11.8121
Cold_1,9.5877
Cold_2,8.874
Cold_3,8.7342
Etha_1,12.917
Etha_2,12.4728
Etha_3,12.8113
SMM_1,9.4561
SMM_2,9.6636
SMM_3,9.7244
Salt_1,13.5892
Salt_2,13.231
Salt_3,13.4044
Mt0_1,8.5831
Mt0_3,8.4929
M0t45_1,8.8441
M0t45_2,8.6261
M0t45_3,8.9163
M0t90_1,8.4349
M0t90_2,8.769
M0t90_3,9.0294
M40t45_1,8.5591
M40t45_2,8.8917
M40t45_3,9.2181
M40t90_1,8.0843
M40t90_2,8.5727
M40t90_3,8.8948
dia0_1,8.2709
dia0_2,8.6391
dia0_3,8.8928
dia5_1,8.718
dia5_2,8.9963
dia5_3,9.1094
dia15_1,9.2089
dia15_2,10.2219
dia15_3,9.9764
Diami_1,9.52
Diami_2,9.9448
Diami_3,9.833
Paraq_1,9.4149
Paraq_2,10.6925
Paraq_3,9.5992
H2O2_1,9.2736
H2O2_2,11.0682
H2O2_3,10.4753
Oxctl_1,9.1597
Oxctl_2,9.9768
Oxctl_3,10.936
GM-0.1_1,9.5676
GM-0.2_1,9.4537
GM+5_1,9.4429
GM+15_1,10.0609
GM+25_1,9.6444
GM+45_1,9.9619
GM+60_1,9.7098
GM+90_1,9.6598
GM+120_1,8.9823
GM+150_1,9.2024
GM-0.1_2,9.522
GM-0.2_2,10.1378
GM+5_2,9.5762
GM+10_2,9.9414
GM+15_2,9.7974
GM+25_2,9.8461
GM+45_2,9.0204
GM+60_2,9.2911
GM+90_2,9.8674
GM+150_2,8.7304
GM-0.1_3,10.044
GM-0.2_3,9.6992
GM+5_3,10.2697
GM+10_3,9.2378
GM+15_3,10.2755
GM+25_3,9.8938
GM+45_3,9.5117
GM+60_3,9.4515
GM+90_3,9.6601
GM+120_3,9.5649
GM+150_3,9.4341
MG-0.1_1,9.9401
MG+5_1,9.9586
MG+10_1,10.1684
MG+15_1,9.5453
MG+25_1,9.6859
MG+45_1,9.7636
MG+120_1,9.0074
MG+150_1,9.2488
MG-0.1_2,9.058
MG-0.2_2,9.4156
MG+5_2,9.4511
MG+10_2,9.9749
MG+15_2,10.8355
MG+25_2,9.727
MG+45_2,9.0574
MG+60_2,9.4414
MG+90_2,8.9537
MG+120_2,9.4247
MG-0.1_3,9.7139
MG-0.2_3,9.3297
MG+5_3,9.2379
MG+10_3,9.0601
MG+15_3,9.6894
MG+25_3,9.3651
MG+45_3,9.4695
MG+60_3,9.0416
MG+90_3,9.1035
MG+120_3,9.0409
MG+150_3,9.3313
