,BSU__misc_RNA_27
LBexp_1,0.3017
LBexp_2,-1.4901
LBexp_3,-1.2867
LBtran_1,-5.7418
LBtran_2,-5.8286999999999995
LBtran_3,-5.4598
LBstat_1,-5.1932
LBstat_2,-5.1012
LBstat_3,-5.2054
LBGexp_1,-0.254
LBGexp_2,2.0561
LBGexp_3,-1.2122
LBGtran_2,-2.033
LBGtran_3,-0.7383000000000001
LBGstat_1,0.23500000000000001
LBGstat_2,-0.6375000000000001
LBGstat_3,-1.8375
S0_1,-2.8363
S0_2,-2.3448
S0_3,-2.9546
S1_1,-4.6192
S1_2,-5.4307
S1_3,-4.8359000000000005
S2_1,-3.2145
S2_2,-3.4053
S2_3,-4.4966
S3_1,-1.3394
S3_2,-0.9386
S4_1,-1.5477
S4_2,-3.9047
S4_3,-3.6459
S5_1,-3.3832
S5_2,-3.6395
S5_3,-3.3548999999999998
S6_1,-5.8552
S6_2,-5.5751
S6_3,-5.4716000000000005
S6/t_1,-5.3731
S6/t_2,-5.7889
S6_4,-4.7764
S6_5,-5.0805
S6_6,-4.9576
S7_4,-4.1179
S7_5,-4.2909
S7_6,-4.0488
S8_4,-4.5321
S8_5,-4.0152
G135_1,-1.9706000000000001
G135_3,-3.3698
G150_1,-3.632
G150_2,-1.9607
G150_3,-3.4324
G180_1,-2.3154
G180_2,-1.9949
G180_3,-2.7327
C30_1,-4.5937
C30_2,-4.1231
C90_1,-3.4749
C90_2,-3.1974
BI_1,-0.1517
BI_2,-0.074
BC_2,-3.1904
BC/t_1,-3.8229
BC/t_2,-3.3062
BC_1,-3.795
Sw_1,-3.7026
Sw_2,-3.2574
BT_1,-4.5773
BT_2,-5.1208
B36_1,-2.014
B36_2,-1.2655
B60_1,-1.2497
B60_2,0.5283
M9exp_1,0.3763
M9exp_2,-0.1295
M9exp_3,-0.24680000000000002
M9tran_1,-0.4773
M9tran_2,-0.6467
M9tran_3,-0.3729
M9stat_1,-4.7562
M9stat_2,-4.7969
M9stat_3,-5.2128
M+G_1,-2.1237
M+G_2,-0.6213000000000001
M+G_3,-1.8948
Glu_1,-0.0631
Glu_2,-0.1872
Glu_3,-0.0604
Fru_1,-0.5868
Fru_2,-0.2679
Fru_3,-1.1662
Mal_1,-3.1853
Mal_2,-0.8025
