,A,PmrA
R2,,0.3836044464096936
xmin,,-2.603361679
xmid,,-1.081177173623391
xmax,,3.620235329
ystart,,-4.503049893065905
yend,,13.758499928633004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.4371352432,-0.25915636400000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.4371352432,0.25915636400000003
AB569_EDTA_NaNO2:NaNO2:1,-2.516611121,-0.055933391000000006
AB569_EDTA_NaNO2:NaNO2:2,-7.8151266698,-1.185489969
AB569_EDTA_NaNO2:EDTA:1,10.5253655054,2.582815456
AB569_EDTA_NaNO2:EDTA:2,9.5527111832,2.519436819
AB569_EDTA_NaNO2:EDTA:3,10.365858695,2.57429284
AB569_EDTA_NaNO2:NaNO2_EDTA:1,10.7320743417,1.258674229
AB569_EDTA_NaNO2:NaNO2_EDTA:2,9.6892797422,1.3124238
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0005646217,0.001845934
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0005646217,-0.001845934
Anthranilate_metabolism_GntR_AntP:antP:1,-1.3489122768000001,-0.24407019600000002
Anthranilate_metabolism_GntR_AntP:antP:2,-0.5415385735,0.140703205
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2520867054,-0.11328777300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2520867054,0.11328777300000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.0626925987,0.28130467400000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.5638923761,0.43497070600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.1787687375,-0.44062262
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.7452004293000001,-0.13691187900000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,2.9673279639,-2.520824268
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,2.1475330311,-2.425073736
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,2.8790768137000002,-2.490216373
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,2.1474624936,-2.603361679
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.0208609339,-0.084171326
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.5416973084,0.60812455
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.7046076316,0.629015529
Catabolise_Nucleic_Acids:L_asp:1,-3.8052755404000003,0.013376856000000001
Catabolise_Nucleic_Acids:L_asp:2,3.8585409295,-0.012411856
Catabolise_Nucleic_Acids:DNA_1:1,-0.2733839124,0.08328991100000001
Catabolise_Nucleic_Acids:DNA_1:2,0.27016818740000004,0.21755668700000003
Catabolise_Nucleic_Acids:DNA_1:3,0.003215725,-0.300846599
Catabolite_repression:del_hfq_crc_wt:1,0.6170886705,0.23068980800000002
Catabolite_repression:del_hfq_crc_wt:2,-0.6170886705,-0.23068980800000002
Catabolite_repression:delHfq:1,-13.358036623,-2.093474137
Catabolite_repression:delHfq:2,-12.7478241535,-2.073033054
Catabolite_repression:deldcrc:1,-14.9799048407,-1.777373167
Catabolite_repression:deldcrc:2,-15.7355860006,-1.8838960020000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.12474318150000001,-0.161743234
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.0184910154,-0.016497675
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.1062521661,0.17824091
Diallyl_disulphide_treatment:PAO1_DDS:1,4.5875832768,-0.5263356370000001
Diallyl_disulphide_treatment:PAO1_DDS:2,6.8191672268,-0.424513638
Diallyl_disulphide_treatment:PAO1_DDS:3,7.4282055751,-0.648408022
Dispersed_cells:PAO1_dispersed_wt:1,0.3393804596,0.13725757300000002
Dispersed_cells:PAO1_dispersed_wt:2,-0.3393804596,-0.13725757300000002
Dispersed_cells:PyhjH_dispersed:1,-6.4461240884,-1.1940934570000001
Dispersed_cells:PyhjH_dispersed:2,-8.5218726968,-1.451955842
Dispersed_cells:PA01_Planktonic:1,2.7982090944999998,0.51803655
Dispersed_cells:PA01_Planktonic:2,3.3285348304,0.530978633
Dispersed_cells:PAO1_Biofilm:1,-4.3198450051,-1.9589503320000001
