,A,ideR
R2,,0.1339116985727946
xmin,,-2.0394333873
xmid,,0.2703220731527695
xmax,,2.0630339949
ystart,,0.7072098640072286
yend,,11.860626276542188
AX:AX_10_MIC:1,-8.3046644345,0.0637481172
AX:AX_10_MIC:2,-8.1541398374,0.0330115514
AX:AX_30_MIC:1,-8.6048194817,-0.0437610084
AX:AX_30_MIC:2,-8.5320172361,0.3481500866
AX:QZ_10_MIC:1,-8.4719226509,-6.390560000000001e-05
AX:QZ_10_MIC:2,-8.5870131206,0.286538941
AX:QZ_30_MIC:1,-8.7876869095,0.6457738596
AX:QZ_30_MIC:2,-8.9164884469,-0.0461938535
AX:wt:1,5.6789162786,-0.0141025896
AX:wt:2,-5.6789162786,0.0141025896
ITM_04:00h_clinic_ctrl:1,0.6097539336000001,-0.0025454735
ITM_04:00h_clinic_ctrl:2,0.6585099616,0.0626908404
ITM_04:00h_h37rv_control:1,-0.0970015672,-0.094294551
ITM_04:00h_h37rv_control:2,-0.3582002541,0.0703015242
ITM_04:00h_h37rv_control:3,0.45520182130000003,0.0239930268
ITM_04:06h_clinic_delam:1,4.6899893963,1.3185581778
ITM_04:06h_clinic_delam:2,4.8577295063,1.3696340105
ITM_04:06h_clinic_delam:3,4.9160424454000005,1.3297020844
ITM_04:06h_clinic_DMSO:1,5.4907658654,-0.2051293139
ITM_04:06h_clinic_DMSO:2,5.8441670897,-0.287156866
ITM_04:06h_clinic_DMSO:3,5.3578894004,-0.26877391900000003
ITM_04:06h_h37rv_delam:1,8.3899468671,1.1313454481
ITM_04:06h_h37rv_delam:2,8.8477226345,1.2127174637
ITM_04:06h_h37rv_delam:3,8.708091208,1.2257631985
ITM_04:06h_h37rv_DMSO:1,8.3288835989,-0.2338665812
ITM_04:06h_h37rv_DMSO:2,7.93218535,-0.0978841319
ITM_04:06h_h37rv_DMSO:3,5.9040277831,-0.1435628594
ITM_04:24h_clinic_delam:1,0.2956179778,0.9402421205
ITM_04:24h_clinic_delam:2,0.4188018506,0.8217214835000001
ITM_04:24h_clinic_delam:3,0.4910686455,0.8899694164
ITM_04:24h_clinic_DMSO:1,-0.5074426023,-0.3839925884
ITM_04:24h_clinic_DMSO:2,-0.0502053095,-0.4870785553
ITM_04:24h_clinic_DMSO:3,-0.3749982505,-0.4093503134
ITM_04:24h_h37rv_delam:1,1.5151420956,0.9114632770000001
ITM_04:24h_h37rv_delam:2,2.3016380062,1.0491825273
ITM_04:24h_h37rv_delam:3,2.0781136021,0.9740236264000001
ITM_04:24h_h37rv_DMSO:1,0.6903827657,-0.6383575695
ITM_04:24h_h37rv_DMSO:2,1.0108972581,-0.37891390500000005
JSF:DMSO:1,-0.35711117400000003,0.0216702997
JSF:DMSO:2,-0.0566914845,-0.1027185432
JSF:DMSO:3,0.0877555565,0.0663635917
JSF:DMSO:4,0.32604710200000003,0.0146846518
JSF:JSF_2019:1,1.8579062702,1.8464573392
JSF:JSF_2019:2,2.4331722897,2.0630339949
JSF:JSF_2019:3,1.9305632730000002,1.6878116605
JSF:JSF_2019:4,1.7437450334,2.0035628701
JSF:JSF_2026:1,2.2695772153,1.1474937259
JSF:JSF_2026:2,2.6426455302000003,1.2139108568
JSF:JSF_2026:3,2.531218015,1.1696962282
JSF:JSF_2026:4,2.4513434393,1.1750518332
MTS1338:over_expression:1,-0.4471845984,-0.032787265600000004
MTS1338:over_expression:2,0.4471845984,0.032787265600000004
PAS:control:1,0.3001169601,0.029316891100000003
PAS:control:2,-0.5301445428,-0.0132945431
PAS:control:3,0.2300275827,-0.016022348000000002
PAS:treated:1,-1.6406964018,0.5992351291
PAS:treated:2,-1.3446918089,0.609192586
PAS:treated:3,-0.9144678589,0.6477747624
THP-1:24h_THP_B_enriched:1,-0.5576857417000001,-0.0154615221
THP-1:24h_THP_B_enriched:2,0.5576857417000001,0.0154615221
aminoimidazoles:02h_treated:1,4.3770622153,0.41561184840000004
aminoimidazoles:02h_treated:2,4.4621849238,0.42085147110000004
aminoimidazoles:24h_treated:1,5.701395547,0.46781895300000004
aminoimidazoles:24h_treated:2,5.4862385032,0.7650647679
aminoimidazoles:untreated:1,-0.19433649660000002,0.049391043600000004
aminoimidazoles:untreated:2,0.2155976838,0.0894473839
aminoimidazoles:untreated:3,-0.0212611872,-0.1388384275
antibiotic:ctrl_24h:1,-0.1043992255,-0.0038705924
antibiotic:ctrl_24h:2,-0.014340447000000001,0.061761473100000006
antibiotic:ctrl_24h:3,0.18008808110000002,-0.005594408600000001
antibiotic:ctrl_4h:1,0.0359245785,0.0082683381
antibiotic:ctrl_4h:2,0.4039467798,0.0810577745
antibiotic:ctrl_4h:3,-0.4398713583,-0.08932611260000001
antibiotic:izd_4h:1,1.0721032622,-1.5206879052
antibiotic:izd_4h:2,0.8404893754,-1.2870256168
base:wt_glu_24:1,-2.3759716812000002,0.4331458708
base:wt_glu_24:2,-2.2100913449,0.30503868160000003
base:wt_glu_24:3,-2.2887877393,0.0307697019
base:wt_glu_6:1,0.0829536775,0.0306810624
base:wt_glu_6:2,0.1494868976,-0.026399131500000002
base:wt_glu_6:3,-0.23244057510000002,-0.0042819309000000005
base:wt_llac_24:1,-3.2251564337,0.2203127869
base:wt_llac_24:2,-2.7227585451,0.248735492
base:wt_llac_24:3,0.4847280681,-0.1070818822
base:wt_llac_6:1,-0.7240936868000001,0.0514461077
base:wt_llac_6:2,9.2490008579,-0.330433354
base:wt_llac_6:3,-1.3767842246,-0.0664230489
base:wt_pyr_24:1,-1.947635494,0.41808228010000004
base:wt_pyr_24:2,1.0539420643,0.16150365590000001
base:wt_pyr_24:3,-2.5533143306,0.21733004
base:wt_pyr_6:1,8.5970467294,-0.34066366600000003
base:wt_pyr_6:2,0.6309731812,0.060276478300000005
base:wt_pyr_6:3,0.37041119980000003,-0.19237875200000001
biofilm:biofilm:1,-0.1557758161,-0.0157722057
biofilm:biofilm:2,-0.020801314,-0.025080598000000003
biofilm:planktonic:1,0.0418168893,-0.0136904296
biofilm:planktonic:2,-0.0418168893,0.0136904296
btz043:0_days_.006:1,0.1469459916,-0.0478231593
btz043:0_days_.006:2,0.277955331,-0.1602562357
btz043:0_days_.006:3,0.35126244430000003,-0.08793373260000001
btz043:0_days_control:1,0.057755048,0.0074260768000000005
btz043:0_days_control:2,0.1047389497,-0.0371667713
btz043:0_days_control:3,-0.1624939977,0.0297406945
btz043:1_days_.006:1,0.1648679924,-0.0266883298
btz043:1_days_.006:2,0.9146934246,0.2032679538
btz043:1_days_.006:3,0.407379362,0.2016630067
btz043:1_days_.006:4,0.0172984858,-0.0492157187
btz043:1_days_control:1,0.00019622860000000002,-0.4093023799
btz043:1_days_control:2,0.0917309573,-0.3046617384
btz043:1_days_control:3,0.27756049580000003,-0.26285706200000003
btz043:1_days_control:4,-0.09168886650000001,-0.2235033457
clarithromycin:1_days_control:1,-0.09647719610000001,-0.0027674265
clarithromycin:1_days_control:2,0.0417314235,-0.0191376344
clarithromycin:1_days_control:3,0.0547457727,0.021905060900000002
cnpB:del:1,0.8163253174,0.2450445332
cnpB:del:2,-0.15158927090000002,0.21064467180000002
cnpB:del:3,1.445949131,0.0371880944
