,A,sigK
R2,,0.10017697497459577
xmin,,-2.831258825
xmid,,-0.11023461911999592
xmax,,3.7249028871
ystart,,0.060233847627424814
yend,,6.274431292868657
AX:AX_10_MIC:1,0.9196730827,-0.052971811300000005
AX:AX_10_MIC:2,0.3226022837,0.5627547204000001
AX:AX_30_MIC:1,0.6451103378,0.060549401600000004
AX:AX_30_MIC:2,-0.334333184,0.6680382183
AX:QZ_10_MIC:1,0.7680660180000001,0.15755367210000001
AX:QZ_10_MIC:2,-0.18515496380000002,0.5748872753000001
AX:QZ_30_MIC:1,0.2677873776,0.0681676169
AX:QZ_30_MIC:2,0.2505431408,0.10114909030000001
AX:wt:1,0.7695447916,-0.061511251
AX:wt:2,-0.7695447916,0.061511251
ITM_04:00h_clinic_ctrl:1,1.9557418018,-0.502184523
ITM_04:00h_clinic_ctrl:2,1.3337210014,-0.5042087663
ITM_04:00h_h37rv_control:1,-0.1162910573,-0.1102199147
ITM_04:00h_h37rv_control:2,0.0543216424,-0.0036123759
ITM_04:00h_h37rv_control:3,0.061969414900000006,0.1138322905
ITM_04:06h_clinic_delam:1,12.116203857,1.2497859192
ITM_04:06h_clinic_delam:2,10.8598586556,1.1367906492
ITM_04:06h_clinic_delam:3,11.1046371101,1.2111102783
ITM_04:06h_clinic_DMSO:1,13.2756540148,0.9050894752
ITM_04:06h_clinic_DMSO:2,13.7381613518,0.9580738615000001
ITM_04:06h_clinic_DMSO:3,14.5685526249,1.0158396302
ITM_04:06h_h37rv_delam:1,11.3093127968,2.1625986311
ITM_04:06h_h37rv_delam:2,12.5724087734,2.5170002501
ITM_04:06h_h37rv_delam:3,11.637502103,2.1695984239
ITM_04:06h_h37rv_DMSO:1,12.315840973,1.4382426155
ITM_04:06h_h37rv_DMSO:2,12.8276195245,1.5460372048000002
ITM_04:06h_h37rv_DMSO:3,11.3860005283,1.2722821310999999
ITM_04:24h_clinic_delam:1,7.1588862737,1.2158867923
ITM_04:24h_clinic_delam:2,7.8180509929,1.1141044035
ITM_04:24h_clinic_delam:3,6.8452841093,1.1327286186
ITM_04:24h_clinic_DMSO:1,4.4631431789,0.0480042419
ITM_04:24h_clinic_DMSO:2,4.5353607755,0.2025117746
ITM_04:24h_clinic_DMSO:3,5.1628489212,0.12501190780000002
