,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,0.0,1.4836518142393347,4.0,0.0,0.072274555,1.0,1.0757582523,2.0,-2.120334454,3.0,0.9723016467000001
1,2AA__del_ridA,-0.46961926610000004,0.30916205308165634,4.0,4.0,-0.7229704773000001,5.0,-0.0683032111,6.0,-0.3846121986,7.0,-0.7025911774
2,GC_MS__WT,0.0,0.4586469700784998,3.0,8.0,-0.2732716638,9.0,-0.2562369102,10.0,0.5295085740000001,,
3,GC_MS__del_slyA,-4.957386757349999,0.3893061356137325,2.0,11.0,-4.6821057489,12.0,-5.2326677658,,,,
4,Rho__WT,-6.938893903907228e-18,0.2541991366796545,3.0,13.0,-0.2264163758,14.0,0.2749762925,15.0,-0.048559916700000004,,
5,Rho__rho_Y80C,-1.1977969661666668,0.3777492408174932,3.0,16.0,-0.9715336880000001,17.0,-0.9879763090000001,18.0,-1.6338809015,,
6,Rho__rho_K130Q,-4.135736269866666,0.3130215565655474,3.0,19.0,-3.7798304263,20.0,-4.2590927837,21.0,-4.3682855996,,
7,flagella__WT,0.0,0.27192148713006575,2.0,22.0,0.19227752750000002,23.0,-0.19227752750000002,,,,
8,flagella__del_rfaL,-0.011606055000000004,0.2889676267241083,2.0,24.0,-0.2159370234,25.0,0.1927249134,,,,
9,flagella__del_rfaG,-2.4803989298999998,0.5821303231023675,2.0,26.0,-2.8920272289,27.0,-2.0687706309,,,,
10,flagella__del_rfaD,-2.7407935267,0.718988122906821,2.0,28.0,-2.2323921494,29.0,-3.249194904,,,,
11,nusG__WT_OD08,0.0,1.9465185959472247,2.0,30.0,1.3763964989,31.0,-1.3763964989,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,1.1780960464666668,2.1237762467563805,3.0,32.0,-1.2728755105,33.0,2.4741464513,45.0,2.3330171986,,
13,omv__spi2_ind_highOD_intracellularRNAs,2.6141367798000004,0.6677707606744939,3.0,34.0,3.2415873387,36.0,1.912278616,37.0,2.6885443847,,
14,omv__spi1_ind_highOD_intracellularRNAs,-3.2761895873666664,0.015004410750439193,3.0,35.0,-3.262578973,41.0,-3.2737107293,42.0,-3.2922790598000002,,
15,omv__controlPCN_highOD_intracellularRNAs,-2.1756893808,1.4724348738576802,3.0,38.0,-3.1250554165,39.0,-2.9225187678999998,40.0,-0.47949395800000005,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.3061798394666434,3.0,43.0,-0.3163779846,44.0,0.021533139,46.0,0.2948448456,,
17,sv5015__STM1625,1.1467272031333333,0.12622828455053764,3.0,47.0,1.2759621706,48.0,1.0237374468,49.0,1.140481992,,
18,sv5015__STM0581,-0.7169955026000001,0.12991581119352108,3.0,50.0,-0.7007534526,51.0,-0.5959644279,52.0,-0.8542686273000001,,
19,sv5015__WT,-9.25185853854297e-18,0.3044584140270611,3.0,53.0,0.351447754,54.0,-0.16808954480000002,55.0,-0.1833582092,,
20,tomato__tomato_root,-9.451558168200002,1.6689890429375456,3.0,56.0,-11.2383539098,57.0,-9.1834963341,58.0,-7.9328242607,,
21,tomato__LB,0.0,0.9451827841029833,2.0,59.0,0.6683451561,60.0,-0.6683451561,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-0.9311254562000001,0.29119419307637606,3.0,61.0,-1.2326396468,62.0,-0.9092518460000001,63.0,-0.6514848758,,
23,AcrB_efflux_virulence__WT,-3.700743415417188e-17,0.5952346271560546,3.0,64.0,0.6016038012,65.0,-0.0129496622,66.0,-0.5886541390000001,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,-0.8126302414333333,1.0197531450335364,3.0,67.0,-0.4483346348,74.0,-0.0250548832,75.0,-1.9645012063,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-9.652509434499999,0.7811246122374172,3.0,68.0,-10.4024493102,69.0,-9.7115306221,71.0,-8.8435483712,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,2.832749380033333,1.1585087500328597,3.0,70.0,1.8693234171,106.0,4.1182038214,107.0,2.5107209016,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-9.697475171066666,1.0880815171917182,3.0,72.0,-10.0836541099,79.0,-10.5397942,110.0,-8.4689772033,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,2.9679376072333334,1.9851042566979673,3.0,73.0,3.0679639687,76.0,4.9011377169,109.0,0.9347111361,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,-10.2159643569,0.46107485150838595,3.0,77.0,-10.6090248686,78.0,-10.3304286256,86.0,-9.7084395765,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,-9.6701475581,1.726804772895919,2.0,80.0,-8.4491121934,95.0,-10.8911829228,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,-9.7215059369,0.3169734360684471,2.0,81.0,-9.4973718708,82.0,-9.945640003,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,-1.0487911660666667,2.16655715914423,3.0,83.0,1.1677206902,84.0,-3.1616745461,85.0,-1.1524196423,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,0.09411859493333334,2.7382286420781328,3.0,87.0,-1.086675202,100.0,-1.8556007644,101.0,3.2246317512,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,1.295260195396016e-16,3.6926978262172008,3.0,88.0,-3.8620041943,89.0,3.4961570218,90.0,0.36584717250000004,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,-10.103473257366668,0.413081882087696,3.0,91.0,-9.7306414355,92.0,-10.0322383081,93.0,-10.5475400285,,
