,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,18.70521827,0.48214432257022605,2.0,0.0,19.04614579,5.0,18.36429075,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.08141618003351041,2.0,1.0,0.057569933000000004,6.0,-0.057569933000000004,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.2794797340000001,0.1840912510859634,2.0,2.0,1.4096519060000001,7.0,1.149307562,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.025273584,0.4669254952497709,2.0,3.0,0.6951073999999999,8.0,1.355439768,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,0.897936045,0.5353680534144508,2.0,4.0,1.276498426,9.0,0.5193736640000001,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.3643553616720732,2.0,10.0,-0.25763814700000004,29.0,0.25763814700000004,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.07648768650000001,0.2610187024232591,2.0,11.0,0.26105578100000004,30.0,-0.108080408,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.42864187600000003,0.678578268185796,2.0,12.0,-0.908469171,31.0,0.051185419,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.515690586,0.2957676274141475,2.0,13.0,3.724829881,14.0,3.306551291,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.002755662,0.0035522767802974595,2.0,15.0,5.000243823,18.0,5.005267501,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.085951373,0.6641603298047035,2.0,16.0,5.555583646,19.0,4.6163191,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.7478518765,0.07244661748829309,2.0,17.0,5.799079371,20.0,5.696624382,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.1729257395,0.359331221620639,2.0,21.0,0.427011283,24.0,-0.081159804,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-0.28573892450000005,0.28075088343358234,2.0,22.0,-0.08721807100000001,25.0,-0.48425977800000003,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-0.37290950450000004,0.403873211370969,2.0,23.0,-0.08732801800000001,26.0,-0.6584909910000001,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,7.007971124499999,1.3121469814545905,2.0,27.0,6.080143096,28.0,7.935799153,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-2.013020592,0.49631961584513906,2.0,32.0,-2.3639715580000003,33.0,-1.662069626,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.7110718075,0.16526537661526142,2.0,34.0,0.8279320760000001,38.0,0.594211539,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.9033619285000001,0.13824874135128687,2.0,35.0,1.001118551,39.0,0.805605306,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.872256689,1.0325682137778522,2.0,36.0,1.602392675,40.0,0.14212070300000001,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-0.7453086545000001,0.31871898912046187,2.0,37.0,-0.9706770130000001,41.0,-0.519940296,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,4.7417689030000005,0.472327577511788,2.0,42.0,4.40778287,45.0,5.075754936,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.6540395629999995,0.03124689168292859,2.0,43.0,5.631944674,46.0,5.676134452,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.39237685,0.32421253352330565,2.0,44.0,5.163123969,47.0,5.6216297310000005,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,9.901089284000001,0.21897158975081504,2.0,48.0,10.05592558,52.0,9.746252988,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,11.113312099,2.1285250559673665,2.0,49.0,9.608217598,53.0,12.6184066,,
