,BSU__misc_RNA_59
LBexp_1,9.3801
LBexp_2,9.0533
LBexp_3,8.7428
LBtran_1,8.539
LBtran_2,8.5573
LBtran_3,9.033
LBstat_1,8.3496
LBstat_2,8.461
LBstat_3,8.3521
LBGexp_1,9.0842
LBGexp_2,9.0028
LBGexp_3,9.3298
LBGtran_2,8.0801
LBGtran_3,8.7839
LBGstat_1,7.908
LBGstat_2,7.6258
LBGstat_3,8.2472
S0_1,8.8626
S0_2,8.5966
S0_3,8.6815
S1_1,10.7424
S1_2,10.8709
S1_3,10.5938
S2_1,10.2657
S2_2,10.0018
S2_3,9.9939
S3_1,11.4217
S3_2,10.4716
S4_1,11.0557
S4_2,11.1098
S4_3,10.4301
S5_1,11.5017
S5_2,11.9245
S5_3,11.5717
S6_1,11.6269
S6_2,9.0567
S6_3,11.2712
S6/t_1,11.6188
S6/t_2,9.1326
S6_4,10.879
S6_5,10.9961
S6_6,11.2603
S7_4,10.7262
S7_5,10.3452
S7_6,10.7878
S8_4,10.194
S8_5,9.705
G135_1,9.7814
G135_3,8.843
G150_1,9.3701
G150_2,9.7705
G150_3,9.5108
G180_1,9.7235
G180_2,10.1663
G180_3,9.0712
C30_1,10.0298
C30_2,10.4751
C90_1,9.7245
C90_2,9.6861
BI_1,10.1534
BI_2,10.2446
BC_2,12.493500000000001
BC/t_1,12.4277
BC/t_2,12.4388
BC_1,11.9964
Sw_1,12.5171
Sw_2,12.6657
BT_1,10.1464
BT_2,9.5043
B36_1,9.9489
B36_2,10.041
B60_1,9.9663
B60_2,10.0143
M9exp_1,10.4624
M9exp_2,10.0359
M9exp_3,9.6646
M9tran_1,9.498
M9tran_2,9.811
M9tran_3,9.8021
M9stat_1,9.0898
M9stat_2,8.8284
M9stat_3,8.6467
M+G_1,9.850200000000001
M+G_2,9.6467
M+G_3,9.5413
Glu_1,10.0026
Glu_2,9.9345
Glu_3,10.2198
Fru_1,10.0055
Fru_2,10.3256
Fru_3,9.542
Mal_1,9.1335
Mal_2,9.6593
Mal_3,9.5834
G+S_2,9.8236
G+S_3,10.4116
Pyr_1,10.1457
Pyr_2,10.5307
Pyr_3,10.333
Gly_1,9.1328
Gly_2,9.4779
Gly_3,8.7828
Glucon_1,9.7518
Glucon_2,9.9501
Glucon_3,9.1309
aero_1,10.1913
aero_2,9.4709
aero_3,10.1398
nit_1,9.5477
nit_2,9.9126
nit_3,9.6295
ferm_1,9.2757
ferm_2,9.0553
ferm_3,9.4311
T-5.40H_1,10.677
T-4.40H_1,10.4861
T-3.40H_1,10.2937
T-2.40H_1,10.1817
T-1.40H_1,10.893
T-1.10H_1,11.0098
T-0.40H_1,11.7152
T0.0H_1,11.0551
T0.30H_1,10.8292
T1.0H_1,9.9819
T1.30H_1,10.3297
T2.0H_1,10.8704
T2.30H_1,11.7368
T3.0H_1,11.2064
T3.30H_1,11.4881
T4.0H_1,11.4043
T5.0H_1,10.8448
HPh_1,9.9206
HPh_2,9.583
HPh_3,9.9336
LPh_1,10.1231
LPh_2,10.2783
LPh_3,9.8019
LPhT_1,8.751
LPhT_2,8.48
LPhT_3,8.6516
SMMPr_1,9.7944
SMMPr_2,9.7926
SMMPr_3,9.7951
HiTm_1,9.159
HiTm_2,9.7793
HiTm_3,10.7046
LoTm_1,10.2317
LoTm_2,10.2615
LoTm_3,9.8682
HiOs_1,10.9588
HiOs_2,10.9488
HiOs_3,10.842
BMM_1,9.5782
BMM_2,9.3633
BMM_3,9.6089
Heat_1,10.5695
