,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.1097855035,0.1070985210648419,2.0,0.0,1.034055413,5.0,1.185515594,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.33075881779487243,2.0,1.0,0.233881803,6.0,-0.233881803,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-0.8592744374999999,0.3963719808056228,2.0,2.0,-0.578997122,7.0,-1.139551753,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-0.218940898,0.13396282219362507,2.0,3.0,-0.124214878,8.0,-0.313666918,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.622089955,0.23691409481166364,2.0,4.0,-0.789613518,9.0,-0.454566392,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,2.000491339690339,2.0,10.0,-1.414560992,29.0,1.414560992,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,1.5909614505,1.1554916149000216,2.0,11.0,0.7739054940000001,30.0,2.408017407,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.810206671,1.6292413573899374,2.0,12.0,0.6581590589999999,31.0,2.962254283,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-7.362621852,1.7874136150683613,2.0,13.0,-6.098729564,14.0,-8.62651414,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-1.0451019135,0.7904862608756918,2.0,15.0,-1.604060109,18.0,-0.486143718,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-0.1505978045,0.010265726044684842,2.0,16.0,-0.14333884,19.0,-0.157856769,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-0.432378375,0.31835278205401923,2.0,17.0,-0.657487786,20.0,-0.207268964,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,2.4066853200000002,1.7177800826089835,2.0,21.0,3.621339265,24.0,1.192031375,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,5.724751681499999,0.16874082624378442,2.0,22.0,5.844069464,25.0,5.6054338989999986,,
