,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.61307564935,0.02062371007887791,2.0,0.0,6.6276588146,5.0,6.5984924841,,
1,U01-Set001__USA300 LAC CA-MHB Control,6.61212244615,0.024483507315470755,2.0,1.0,6.6294349002,6.0,6.5948099921,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,6.94938040295,0.08918967393322452,2.0,2.0,6.8863137797,7.0,7.0124470262,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.9819098745999995,0.02657256471005765,2.0,3.0,7.0006995153,8.0,6.9631202339,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,6.815212459,0.08429747427959425,2.0,4.0,6.7556051433,9.0,6.8748197747,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.5466044431,0.03624507497579545,2.0,13.0,7.5722335814,14.0,7.5209753048,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.920230446550001,0.2120783320708074,2.0,15.0,7.7702684198,18.0,8.0701924733,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.92526406605,0.26151293350588783,2.0,16.0,7.7403464974,19.0,8.1101816347,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.9513105018,0.03507853291744383,2.0,17.0,7.9265062333,20.0,7.9761147703,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.1402348415,0.011984353743263359,2.0,34.0,7.1487090593,38.0,7.1317606237,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,6.627784340850001,0.30777099999637286,2.0,35.0,6.4101573797,39.0,6.8454113020000005,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.5597685950999995,0.20200519058848723,2.0,36.0,6.7026078352,40.0,6.416929355,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.6755296895,0.10300293143530896,2.0,37.0,5.7483637608,41.0,5.6026956182,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.1983605731499996,0.06356035289971654,2.0,42.0,7.2433045297,45.0,7.1534166166,,
