k,name,in_iM,gene_weight,regulator,function,category
38,UC-7,False,0.0472628382302685,,Unknown,Uncharacterized
22,UC-6,False,0.045121355846659,,Unknown,Uncharacterized
42,UC-8,False,0.0336591195956465,,Unknown,Uncharacterized
19,UC-5,False,0.0324026490826754,,Unknown,Uncharacterized
41,Biofilm,False,-0.0287451712163262,,Biofilm formation,Structural components
18,Fur,False,0.0274005986856052,Fur,Ion homeostasis,Element homeostasis
4,Cysteine,False,-0.0225705843764297,,Sulfate assimilation and Cysteine biosynthesis ,Amino acid
34,Phage-2,False,0.0215499870384417,,Phage,Phage
10,FruR,False,-0.0215220591371037,FruR,Fructose utilization,Carbon source utilization
37,Arabinose,False,-0.0211603107180844,,"Arabinose transporter, Arabinose utilization",Carbon source utilization
12,UC-2,False,0.0210898895957318,,Unknown,Uncharacterized
39,AhpCF,False,-0.0195959323386396,,Alleviation of oxidative stress,Stress response
31,Null-3,False,-0.0193389835351428,,Unknown,Uncharacterized
23,GlpR,False,0.0176866604797783,,Glycerol utilization,Carbon source utilization
36,Null-4,False,0.0166784748517911,,Unknown,Uncharacterized
6,Ttr/Vi,False,0.0163406220443058,,biosynthesis of Vi antigen capsular polysaccharides and tetrathionate reductase ,Structural components
2,MetR/TPP,False,0.0158440327707761,TPP,Methionine biosynthesis,Amino acid
43,MetJ,False,-0.014402646698726,MetJ,Methionine metabolism; Methionine biosynthesis,Amino acid
28,FNR,False,-0.0133144223414862,,Fumarate and nitrate reduction,Energy metabolism
40,QstR,False,0.0129883720245507,QstR,Competence QstR regulation,Competence
27,Maltose,False,-0.0122926703984674,,Maltose utilization,Carbon source utilization
24,Phage-1,False,-0.011220371207787,,Phage,Phage
30,GntR,False,0.0106494814023899,GntR,Gluconate utilization,Carbon source utilization
1,LiuR/TyrR/Purine,False,-0.0100154627146207,LiuR,Branched-chain amino acid degradation,Amino acid
16,UC-4,False,0.0098443255162331,,Unknown,Uncharacterized
35,ArgR,False,-0.0093019844978395,ArgR,Arginine biosynthesis; Arginine degradation,Amino acid
14,UC-3,False,-0.0084926964782309,,Unknown,Uncharacterized
25,PhrR,False,0.0067788587269415,PhrR,Light-dependent DNA repair,Stress response
7,NarP,False,-0.0061182416727185,NarP,Nitrate and nitrite respiration,Energy metabolism
9,Flagellar-1,False,-0.0060573980188405,,flagellar assembly protein (Class2),Structural components
13,Null-1,False,-0.0056452132037615,,Unknown,Uncharacterized
15,Zur,False,-0.0051001794638105,Zur,Zinc homeostasis,Element homeostasis
20,TfoX,False,-0.0047773185232806,TfoX,Competence TfoX regulation,Competence
26,Null-2,False,-0.0046812840628359,,Unknown,Uncharacterized
0,UC-1,False,-0.0040226986557158,,Unknown,Uncharacterized
21,NorR2,False,-0.003847720067573,NorR2,Nitrosative stress response,Stress response
32,CueR,False,0.0035721010959328,CueR,Copper resistance,Element homeostasis
8,GalR,False,0.0034626071339886,GalR,D-galactose utilization ,Carbon source utilization
33,TreR,False,0.0034269237780956,TreR,,
5,CytochromeO,False,0.0015721206992802,,Cytochrome O,Energy metabolism
29,Ribosomal proteins,False,0.0015279405807054,,Translation machinery,Translation
11,Chaperone,False,-0.0014541029835497,,Chaperone protiens,Translation
3,TRAP,False,-0.0004581214884007,,"Tripartite ATP-Independent Periplasmic (TRAP) Transporters, TTT transporters",Carbon source utilization
17,Flagellar-2,False,-0.0003667590569949,,flagellar assembly protein (Class3),Structural components
44,UC-9,False,-0.0003233614856679,,Unknown,Uncharacterized
