,name,x,y,cog,color,link
meta,start,0.0743224995,,,,
LAC_H_00012,,0,0.00343564,,#ff0000,
LAC_H_00018,,0,0.009624399,,#ff0000,
LAC_H_00201,,0,-0.001948609,,#ff0000,
LAC_H_00210,,0,0.012072697,,#ff0000,
LAC_H_00215,,0,0.00721597,,#ff0000,
LAC_H_00216,,0,0.010810164,,#ff0000,
LAC_H_00237,,0,0.001974376,,#ff0000,
LAC_H_00238,,0,0.01954891,,#ff0000,
LAC_H_00303,,0,0.003421631,,#ff0000,
LAC_H_00304,,0,-0.009378787,,#ff0000,
LAC_H_00448,,0,0.006118605,,#ff0000,
LAC_H_00507,,0,0.009464468,,#ff0000,
LAC_H_00563,,0,-9.92e-05,,#ff0000,
LAC_H_00606,,0,-0.005677936,,#ff0000,
LAC_H_00645,,0,0.006838942,,#ff0000,
LAC_H_01013,,0,0.01153641,,#ff0000,
LAC_H_01308,,0,0.010322262,,#ff0000,
LAC_H_01365,,0,0.0032007470000000003,,#ff0000,
LAC_H_01559,,0,0.010633088,,#ff0000,
LAC_H_01570,,0,0.009878125,,#ff0000,
LAC_H_01575,,0,0.024312366,,#ff0000,
LAC_H_01687,,0,0.010191479,,#ff0000,
LAC_H_01688,,0,0.007238479,,#ff0000,
LAC_H_01807,,0,0.000870288,,#ff0000,
LAC_H_01829,,0,0.003894407,,#ff0000,
LAC_H_01830,,0,-0.000185864,,#ff0000,
LAC_H_01836,,0,-0.00282658,,#ff0000,
LAC_H_01887,,0,0.009850323,,#ff0000,
LAC_H_01907,,0,-0.002342799,,#ff0000,
LAC_H_01918,,0,0.015144708,,#ff0000,
LAC_H_01926,,0,0.00089935,,#ff0000,
LAC_H_01941,,0,0.004807974,,#ff0000,
LAC_H_01958,,0,-0.0021015070000000003,,#ff0000,
LAC_H_02127,,0,-0.015205697,,#ff0000,
LAC_H_02204,,0,0.003058727,,#ff0000,
LAC_H_02205,,0,0.000903183,,#ff0000,
LAC_H_02206,,0,0.003199964,,#ff0000,
LAC_H_02207,,0,-0.0004559980000000001,,#ff0000,
LAC_H_02216,,0,0.00386953,,#ff0000,
LAC_H_02217,,0,0.010137744,,#ff0000,
LAC_H_02499,,0,0.016865245,,#ff0000,
LAC_H_02500,,0,4.31e-05,,#ff0000,
LAC_H_02514,,0,0.009049984,,#ff0000,
LAC_H_02515,,0,0.003420378,,#ff0000,
LAC_H_02543,,0,-0.000223679,,#ff0000,
LAC_H_02544,,0,-0.006775476999999999,,#ff0000,
LAC_H_02591,,0,0.020271289,,#ff0000,
LAC_H_02662,,0,0.01318589,,#ff0000,
LAC_H_02694,,0,0.000915056,,#ff0000,
LAC_H_02703,,0,0.018349629,,#ff0000,
LAC_H_02721,,0,0.002087139,,#ff0000,
LAC_H_02722,,0,-0.001667932,,#ff0000,
USA300HOU_RS00005,dnaA,543,0.000508869,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00010,dnaN,2182,-0.0025476120000000003,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00015,yaaA,3696,-0.011493611,Function unknown,#bfbf00,
USA300HOU_RS00020,recF,3938,0.002745661,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00025,gyrB,5060,0.011287571,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00030,gyrA,7031,0.021252522000000003,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00035,nnrD,9781,0.01103219,Carbohydrate transport and metabolism,#da70d6,
USA300HOU_RS00040,hutH,10919,-0.006529348000000001,Amino acid transport and metabolism,#c71585,
USA300HOU_RS00045,serS,12812,-0.0072229,"Translation, ribosomal structure and biogenesis",#008000,
USA300HOU_RS00050,azlC,14748,-0.010556634,Amino acid transport and metabolism,#c71585,
USA300HOU_RS00055,azlD,15440,0.0005282290000000001,Function unknown,#bfbf00,
USA300HOU_RS00060,metX,16132,0.013250181,Amino acid transport and metabolism,#c71585,
USA300HOU_RS00065,,17391,-0.00071548,Function unknown,#bfbf00,
USA300HOU_RS00070,yybT,18344,0.006842775,Signal transduction mechanisms,#d3d3d3,
USA300HOU_RS00075,rplI,20308,0.011852379,"Translation, ribosomal structure and biogenesis",#008000,
USA300HOU_RS00080,dnaB,20786,0.012785888,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00085,purA,22464,0.010630296,Nucleotide transport and metabolism,#90ee90,
USA300HOU_RS00100,vicR,24951,-0.012642001000000002,Signal transduction mechanisms,#d3d3d3,
USA300HOU_RS00105,vicK,25665,0.000551197,Signal transduction mechanisms,#d3d3d3,
USA300HOU_RS00110,yycH,27484,0.006323515,Function unknown,#bfbf00,
USA300HOU_RS00115,yycI,28819,0.004737071,Function unknown,#bfbf00,
USA300HOU_RS00120,vicX,29997,-0.008809573000000001,Function unknown,#bfbf00,
USA300HOU_RS00125,sasH,31025,-0.002108694,Nucleotide transport and metabolism,#90ee90,
USA300HOU_RS00130,rlmH,33711,-0.004857249,Function unknown,#bfbf00,
USA300HOU_RS00135,orf028,34512,-0.013496658,,#ff0000,
USA300HOU_RS00140,tnp2,35876,0.008730411,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00150,ugpQ,37812,-0.019611708,Energy production and conversion,#708090,
USA300HOU_RS00155,pg15,38652,-0.013017306,Lipid transport and metabolism,#0000ff,
USA300HOU_RS00160,pbpC,39126,0.002721816,Cell wall/membrane/envelope biogenesis,#8b4513,
USA300HOU_RS00165,blaR,41232,0.008151709,Defense mechanisms,#40e0d0,
USA300HOU_RS00170,hsdR,42190,0.018004003,Defense mechanisms,#40e0d0,
USA300HOU_RS00175,,42460,-9.74e-05,,#ff0000,
USA300HOU_RS00180,ccU,44100,-0.000129627,Function unknown,#bfbf00,
USA300HOU_RS00185,orf010,44621,0.020637822,Function unknown,#bfbf00,
USA300HOU_RS00190,,45019,-0.014199868,,#ff0000,
USA300HOU_RS00195,ccrB,45891,-0.002569073,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00200,ccrA,47541,-0.011522265,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00205,ccH,49124,-0.003385406,"Replication, recombination and repair",#ffc0cb,
USA300HOU_RS00210,,50911,0.016061104,,#ff0000,
USA300HOU_RS00215,,51340,-0.016008271,,#ff0000,
USA300HOU_RS00220,,53062,-0.007149489,Transcription,#87cefa,
USA300HOU_RS00230,,54925,-0.004823431,,#ff0000,
USA300HOU_RS00235,mll7993,56433,-0.014393368,Defense mechanisms,#40e0d0,
USA300HOU_RS00240,,56933,-0.014567474,,#ff0000,
USA300HOU_RS00245,,59042,-0.015334534,Defense mechanisms,#40e0d0,
