,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.5094948455,0.29833470433703335,2.0,0.0,6.720449338,5.0,6.298540353,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.6218657743065718,2.0,1.0,0.439725506,6.0,-0.439725506,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.811674666,0.5003364858223065,2.0,2.0,2.165465988,7.0,1.457883344,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.5020382385,0.4389360302544144,2.0,3.0,1.812412882,8.0,1.191663595,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-1.472855041,0.24011108720396768,2.0,4.0,-1.303070863,9.0,-1.642639219,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.7528625435045964,2.0,10.0,1.2394609909999998,29.0,-1.2394609909999998,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,5.306248171,3.4713273600362102,2.0,11.0,7.760847287000001,30.0,2.851649055,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,6.1196104545,0.5750480723967573,2.0,12.0,5.712990063,31.0,6.526230846,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-3.6695204455000003,3.612121656101284,2.0,13.0,-6.223676163,14.0,-1.115364728,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-28.79246455,3.002756070924799,2.0,15.0,-30.91573373,18.0,-26.66919537,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-29.354620775,0.16646451162932085,2.0,16.0,-29.23691259,19.0,-29.47232896,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-24.18569997,0.17003605848362155,2.0,17.0,-24.30593362,20.0,-24.06546632,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,5.6748156985,5.804798181417991,2.0,21.0,1.570203541,24.0,9.779427856,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-3.4316552710000003,0.27909403254320625,2.0,22.0,-3.234305988,25.0,-3.629004554,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.2153168435000001,4.32946311073822,2.0,23.0,4.276709568,26.0,-1.846075881,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,35.339350894999995,0.5477065208597214,2.0,27.0,34.9520639,28.0,35.72663789,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,17.81816989,2.8749672808804276,2.0,32.0,19.85107875,33.0,15.78526103,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-7.2028413454999995,0.2324618386832221,2.0,34.0,-7.038466003,38.0,-7.367216687999999,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-7.3178890899999995,0.23694925357503782,2.0,35.0,-7.150340666,39.0,-7.485437514,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-6.6496865525,0.4537030064421954,2.0,36.0,-6.970503025,40.0,-6.32887008,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-6.910132501,0.03460559091080857,2.0,37.0,-6.885662653,41.0,-6.934602349,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-21.24635348,0.9540328532389316,2.0,42.0,-21.92095658,45.0,-20.57175038,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-27.834325825,0.2292846558873929,2.0,43.0,-27.99645456,46.0,-27.67219709,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-20.95320649,0.46354829103742634,2.0,44.0,-21.28098463,47.0,-20.62542835,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,23.208633765000002,1.7854568766565484,2.0,48.0,24.47114243,52.0,21.946125100000003,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,26.04916969,0.2813192226302808,2.0,49.0,26.24809242,53.0,25.85024696,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,10.082276678500001,0.7523194878817838,2.0,50.0,9.550306467,54.0,10.61424689,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,21.267466425000002,3.763936587531957,2.0,51.0,18.60596134,55.0,23.92897151,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-41.86518581,0.8971650207278004,2.0,56.0,-42.49957728,57.0,-41.23079434,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-41.802633895,0.781828685156039,2.0,58.0,-41.24979753,59.0,-42.35547026,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-30.17763006,0.8033773188354296,2.0,60.0,-29.60955651,61.0,-30.74570361,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-29.83169368,2.9065826190369735,2.0,62.0,-31.88695796,63.0,-27.7764294,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,44.84057164,1.2607328535360371,2.0,64.0,45.73204439,65.0,43.94909889,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,44.992275955,1.2432349234790891,2.0,66.0,44.11317611,67.0,45.8713758,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,35.786175195,5.023011431229605,2.0,68.0,32.23436975,69.0,39.33798064,,
