,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,0.0,0.9378687204949103,4.0,0.0,0.3405326526,1.0,1.0968615327,2.0,-0.34009804400000004,3.0,-1.0972961413
1,2AA__del_ridA,-11.196720255175002,0.3556570009352278,4.0,4.0,-10.6740700289,5.0,-11.4235302949,6.0,-11.2701120122,7.0,-11.4191686847
2,GC_MS__WT,0.0,0.20629332038636508,3.0,8.0,0.1430694798,9.0,-0.23647496240000002,10.0,0.0934054826,,
3,GC_MS__del_slyA,-2.47333022235,0.03864861188877534,2.0,11.0,-2.4460015268,12.0,-2.5006589179,,,,
4,Rho__WT,0.0,0.1266807643528431,3.0,13.0,0.0989282142,14.0,-0.1427803564,15.0,0.0438521422,,
5,Rho__rho_Y80C,0.7054729063000001,0.3384947598130791,3.0,16.0,0.32881142820000003,17.0,0.8033973369,18.0,0.9842099538,,
6,Rho__rho_K130Q,1.3193050953666667,0.2437684132402051,3.0,19.0,1.1028135001,20.0,1.5833442856,21.0,1.2717575004000001,,
7,flagella__WT,0.0,0.5502145023233186,2.0,22.0,-0.3890604057,23.0,0.3890604057,,,,
8,flagella__del_rfaL,1.4702550433000001,0.4295617268587138,2.0,24.0,1.1665090333,25.0,1.7740010533000001,,,,
9,flagella__del_rfaG,1.7635265453,0.053097725264346966,2.0,26.0,1.7259807837,27.0,1.8010723069,,,,
10,flagella__del_rfaD,0.69881720795,0.08841933200680988,2.0,28.0,0.6362952987,29.0,0.7613391172,,,,
11,nusG__WT_OD08,0.0,0.16760867064677892,2.0,30.0,-0.11851722760000001,31.0,0.11851722760000001,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,1.6983172182333337,0.9687074339300136,3.0,32.0,0.6007437691,33.0,2.4339019229,45.0,2.0603059627,,
13,omv__spi2_ind_highOD_intracellularRNAs,-0.47110333089999995,0.29645280133103136,3.0,34.0,-0.8100306249,36.0,-0.34323872780000003,37.0,-0.26004064,,
14,omv__spi1_ind_highOD_intracellularRNAs,-9.094030869933334,0.2701950664037363,3.0,35.0,-8.9950211548,41.0,-9.3997644947,42.0,-8.8873069603,,
15,omv__controlPCN_highOD_intracellularRNAs,-0.6760721892666667,0.7532727874427482,3.0,38.0,-1.1418181128,39.0,0.1929850566,40.0,-1.0793835116,,
16,omv__controlPCN_lowOD_intracellularRNAs,3.333322506904324e-11,1.8867834267261805,3.0,43.0,-1.1942726320000001,44.0,2.1751845915,46.0,-0.9809119594000001,,
17,sv5015__STM1625,0.5845878617000001,0.25466814750951333,3.0,47.0,0.8614907524000001,48.0,0.5318653916,49.0,0.3604074411,,
18,sv5015__STM0581,-1.0069136568,0.25973205788641035,3.0,50.0,-0.8716614255,51.0,-1.306360538,52.0,-0.8427190069,,
19,sv5015__WT,0.0,0.1704199730154002,3.0,53.0,0.07812628790000001,54.0,0.1173503451,55.0,-0.195476633,,
20,tomato__tomato_root,5.090725877266666,0.295364760183359,3.0,56.0,5.4047284473,57.0,4.8184330875,58.0,5.049016097,,
21,tomato__LB,0.0,1.869328990993344,2.0,59.0,-1.3218152058000001,60.0,1.3218152058000001,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.8675877709333334,0.1358473042195563,3.0,61.0,0.7252450208,62.0,0.8816767829000001,63.0,0.9958415091,,
23,AcrB_efflux_virulence__WT,9.25185853854297e-18,0.18501541346354877,3.0,64.0,0.059919287700000004,65.0,0.1476296645,66.0,-0.2075489522,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.18323481190000002,0.7591171943883702,3.0,67.0,0.2282287836,74.0,0.9188542892,75.0,-0.5973786371,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,7.260532033533333,1.4588638698202958,3.0,68.0,7.9576527389,69.0,8.240053317,71.0,5.5838900447,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.1968028501333333,1.089823989903177,3.0,70.0,0.7101976689,106.0,0.935110792,107.0,-1.0548999105,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,7.058655069766666,1.6038739868827376,3.0,72.0,8.0664286714,79.0,7.9003930464,110.0,5.2091434915,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-0.27009592060000004,0.4865172261777604,3.0,73.0,-0.1924868625,76.0,-0.7907527475,109.0,0.1729518482,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,6.531158347533332,1.4633106619962366,3.0,77.0,7.5016217155,78.0,7.2438117716,86.0,4.8480415555,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,5.72235730025,2.405539287709437,2.0,80.0,4.0213841575,95.0,7.423330443,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,6.78209273855,0.02120658201698668,2.0,81.0,6.7970880565,82.0,6.7670974206,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,0.19020399880000002,1.1087876333588256,3.0,83.0,-0.8688621522000001,84.0,1.3427893849,85.0,0.09668476370000001,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,1.2700766610666667,1.5988605786330525,3.0,87.0,1.6119110785,100.0,2.6703746105,101.0,-0.4720557058,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,8.0953762212251e-18,0.1637644595375781,3.0,88.0,0.17311492550000002,89.0,-0.1524529492,90.0,-0.0206619763,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,4.9337499138666665,0.7509327743326105,3.0,91.0,4.2110610848,92.0,4.8801356873,93.0,5.7100529695,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,-0.12738799283333335,0.052632209569571105,3.0,94.0,-0.0715615081,119.0,-0.17610273,120.0,-0.1344997404,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,4.24279750815,0.10244159874757239,2.0,96.0,4.3152346572999996,97.0,4.170360359,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,5.769768018166666,0.8400022210537273,3.0,98.0,4.8625427167,99.0,5.9262099761,105.0,6.5205513617,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,7.1011675213,1.107215597009778,3.0,102.0,8.3179953389,103.0,6.83249458,104.0,6.1530126450000004,,
40,Chlortetracycline_florfenicol_MDR__530_Florfenicol_16,6.4446284332333335,1.3803423197388158,3.0,108.0,7.8356282491,111.0,5.0751963671,112.0,6.4230606835,,
41,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_0,0.08963960039999996,1.069612840955785,3.0,113.0,-0.6219642848,114.0,-0.428793301,115.0,1.319676387,,
42,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_16,5.279321291333333,1.380964749978133,3.0,116.0,4.0911649796,117.0,4.9523798628,118.0,6.7944190316,,
43,OPG__del_opgGH,0.9903183530333334,0.8231809593043663,3.0,121.0,1.9373082212,122.0,0.5877778688,123.0,0.4458689691,,
44,OPG__del_opgGH_pBK16,-0.28430863366666664,0.24477950102809645,3.0,124.0,-0.5276373255,125.0,-0.2871849033,126.0,-0.0381036722,,
45,OPG__WT,0.0,0.16031542325330567,3.0,127.0,-0.12412352430000001,128.0,-0.0568753976,129.0,0.1809989219,,
46,PinT__pinT+_1h,0.0,0.4653646514997674,2.0,130.0,0.3290625008,131.0,-0.3290625008,,,,
47,cold_shock_protein__WT_RNAseq,-2.3129646346357427e-18,0.1923668988005639,3.0,132.0,0.20416141670000001,133.0,-0.17786732130000002,134.0,-0.026294095400000002,,
48,cold_shock_protein__DeltaCspCE_RNAseq,0.5299024812666667,0.4847366635227423,3.0,135.0,-0.0298033829,136.0,0.805675931,137.0,0.8138348957,,
49,dephostatin__LB_DMSO,3.700743415417188e-17,0.5629005090933336,3.0,138.0,-0.5502686185,139.0,-0.0244659557,140.0,0.5747345742000001,,
50,dephostatin__LB_Dephostatin,-0.038152807533333326,0.1434523848540822,3.0,141.0,0.12524075240000002,142.0,-0.0962806429,143.0,-0.1434185321,,
51,dephostatin__LPM_DMSO,3.8583829832500003,0.6029608489039778,2.0,144.0,3.4320252782000003,145.0,4.2847406883,,,,
52,dephostatin__LPM_Dephostatin,4.970771417066667,0.5501067127049591,3.0,146.0,4.4951107727,147.0,5.5731941266,148.0,4.8440093519000005,,
53,efflux_inhibition__Chlorpromazine,2.5311977186999997,3.092315301996373,4.0,149.0,0.5432822472000001,150.0,-0.7573787588,151.0,5.1721792696,157.0,5.1667081168
54,efflux_inhibition__PABN,1.2847729822,0.7380482488767107,3.0,152.0,0.6479207637000001,153.0,2.0936373205,158.0,1.1127608624,,
55,efflux_inhibition__no_treatment,-1.850371707708594e-17,0.6444285647197094,3.0,154.0,-0.695759148,155.0,0.5764131186,156.0,0.1193460294,,
56,fis_regulatory_network__GX_EE,0.6819735093500001,0.1877105200819494,2.0,159.0,0.5492421277,160.0,0.8147048910000001,,,,
57,fis_regulatory_network__GX_TS,4.41669313635,0.03780432978615086,2.0,161.0,4.4434248343,162.0,4.3899614384,,,,
58,fis_regulatory_network__WT_EE,0.0,0.1984459161380612,2.0,163.0,-0.140322453,164.0,0.140322453,,,,
