,A,metJ
R2,,0.060143649743163996
xmin,,-3.1991959521
xmid,,-1.4623784844511067
xmax,,2.9505875842
ystart,,-1.711057796402941
yend,,6.635802277173763
2AA:WT:1.0,1.2173354279,0.18499386
2AA:WT:2.0,0.4432898885,0.0679001742
2AA:WT:3.0,-0.4696485078,0.12716387410000002
2AA:WT:4.0,-1.1909768086,-0.3800579083
2AA:del_ridA:1.0,7.2413269985,0.7354427158
2AA:del_ridA:2.0,6.8228402742,0.5812432835
2AA:del_ridA:3.0,6.5120247673,0.33116388880000003
2AA:del_ridA:4.0,7.3455906857,0.7356057157
GC_MS:WT:1.0,-0.2117470118,-0.1189390892
GC_MS:WT:2.0,-0.2207643645,-0.11031050170000001
GC_MS:WT:3.0,0.43251137630000003,0.22924959090000002
GC_MS:del_slyA:1.0,-0.10922779640000001,-1.1306480034
GC_MS:del_slyA:2.0,-0.5635090912,-0.8089864792
Rho:WT:1.0,-0.1598615535,0.2776106155
Rho:WT:2.0,-0.20187248470000002,-0.2808152747
Rho:WT:3.0,0.3617340382,0.0032046592
Rho:rho_Y80C:1.0,1.0220876485,0.46722500570000003
Rho:rho_Y80C:2.0,1.0389009066,-0.17748093880000002
Rho:rho_Y80C:3.0,0.9913317154000001,0.026172592
Rho:rho_K130Q:1.0,-0.3049381171,0.2435687738
Rho:rho_K130Q:2.0,0.0856902938,0.3745944396
Rho:rho_K130Q:3.0,-0.11644191840000001,0.3667550483
flagella:WT:1.0,-0.3856305338,-0.0107262419
flagella:WT:2.0,0.3856305338,0.0107262419
flagella:del_rfaL:1.0,1.3249512631,0.5341251486
flagella:del_rfaL:2.0,1.5784756213,0.2738490736
flagella:del_rfaG:1.0,1.1369131666,0.4207032663
flagella:del_rfaG:2.0,0.8430054249000001,0.4878099832
flagella:del_rfaD:1.0,2.5688334776,1.5003561869
flagella:del_rfaD:2.0,2.218184189,0.7982272255
nusG:WT_OD08:1.0,0.28211598720000003,-0.3731625871
nusG:WT_OD08:2.0,-0.28211598720000003,0.3731625871
omv:spi2_ind_lowOD_intracellularRNAs:1.0,3.5870438593,-0.6131530631000001
omv:spi2_ind_lowOD_intracellularRNAs:2.0,6.5770055189,0.7505637839
omv:spi2_ind_highOD_intracellularRNAs:1.0,7.1742882924,1.8686113130000002
omv:spi1_ind_highOD_intracellularRNAs:1.0,-11.8820218381,0.8774091114
omv:spi2_ind_highOD_intracellularRNAs:2.0,2.7056538463,1.0305727278
omv:spi2_ind_highOD_intracellularRNAs:3.0,7.0480798441,1.2019359246
omv:controlPCN_highOD_intracellularRNAs:1.0,-1.8315126902,1.9181897700000001
omv:controlPCN_highOD_intracellularRNAs:2.0,3.9963368668,2.7712353862
omv:controlPCN_highOD_intracellularRNAs:3.0,3.0736450047,2.9505875842
omv:spi1_ind_highOD_intracellularRNAs:2.0,-11.3444777824,1.082822439
omv:spi1_ind_highOD_intracellularRNAs:3.0,-11.4958634785,0.9024833827000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.5041393258,-0.1958814646
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.5384327005,0.2887447385
omv:spi2_ind_lowOD_intracellularRNAs:3.0,6.9605298005,0.4742991433
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.034293374700000004,-0.0928632738
sv5015:STM1625:1.0,-2.810510785,-0.17267448700000002
sv5015:STM1625:2.0,-3.4355985353,-0.5517688263
sv5015:STM1625:3.0,-3.3187280704,-0.2083197581
sv5015:STM0581:1.0,-7.6232220034000004,-0.7102745571
sv5015:STM0581:2.0,-8.087058783,-0.8946124457
sv5015:STM0581:3.0,-8.0473371555,-0.6742046581000001
sv5015:WT:1.0,-0.2806778197,-0.0231024354
sv5015:WT:2.0,0.5987968264,0.1634704613
sv5015:WT:3.0,-0.31811900660000003,-0.14036802580000002
tomato:tomato_root:1.0,6.0386615315,0.2669505145
tomato:tomato_root:2.0,5.0250382169,-0.2808293395
tomato:tomato_root:3.0,5.8788875321,0.0708080647
tomato:LB:1.0,-0.2678292369,-0.0804854015
tomato:LB:2.0,0.2678292369,0.0804854015
AcrB_efflux_virulence:AcrB_D408A:1.0,0.3986449621,0.5966772553
AcrB_efflux_virulence:AcrB_D408A:2.0,0.4632188417,-0.06841462350000001
AcrB_efflux_virulence:AcrB_D408A:3.0,0.6989974485,0.47522922970000003
AcrB_efflux_virulence:WT:1.0,0.0253366415,0.055052646600000005
AcrB_efflux_virulence:WT:2.0,-0.0172156387,0.3947695734
AcrB_efflux_virulence:WT:3.0,-0.008121002700000001,-0.44982222
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.012232788100000001,0.9776851668000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,8.8888464318,0.5904703204
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,9.5834745485,0.9602592538
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,0.4838334997,0.340818563
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,7.2270995188,0.5874726093
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,7.543158798,0.36337593970000004
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,0.36680027740000004,-0.3975664358
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,0.0769329755,0.5993142
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,0.0726098749,0.6088994182
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,1.2637816214,-0.9106982167000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,7.8825463104,0.5565650247
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,8.2597730324,0.6913733267000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,6.8003462563,0.5917733923
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,4.2173754251,0.6520971285
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,6.3262594758,0.1344881591
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,6.4204544141,0.8050577092000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,0.7550513838,0.6089242814
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,2.0528299823,0.3288465089
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,1.3557109736,0.5133703574
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,5.9316128881,0.6045200839
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,2.9462246934,0.8598486527
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.5186553839,0.038600116600000005
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-0.03250109,-0.2667173617
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.48615429390000003,0.2281172451
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,7.759697373,0.6481785737
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,6.6452386527,0.41854597800000004
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,7.3376636804,0.3766572487
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.3038917699,0.2015938096
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,8.044758592200001,0.8057400385
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,7.5731939008,0.19002938460000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,5.8365238438,0.1754839954
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,7.0997819736,0.5834034561
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,7.1013796641999996,0.6048284903000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,2.1715545523,0.5052520243
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,1.8446142132,0.1429363257
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,9.3915805324,0.7101338966
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,8.0549902457,0.9034226117
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,4.8757207563,0.5660514265000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,7.5927121433,0.4274200635
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-1.7994870364,-0.5293607290000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,0.6968672014,0.15092452920000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,8.5796405682,0.5239148659
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-0.1681543104,0.2668412477
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,5.697564856,0.9437470142000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,6.048663774,0.28610455090000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,7.3783982535,0.13046508610000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,2.645470039,-0.46926107640000003
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,1.9679294330000001,0.0375604719
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,3.3284126836,0.4931299153
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,5.7356759632,0.44500196210000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,8.2210568752,0.6360750726000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,9.608527782,0.9413730071
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,0.25960559920000004,-0.7866303329000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.6994963625,-0.18998453
OPG:del_opgGH:1.0,-3.1275574325,0.15806020510000002
OPG:del_opgGH:2.0,-3.5081917809,-0.28977434220000003
OPG:del_opgGH:3.0,-3.2817830565,-0.3618542006
OPG:del_opgGH_pBK16:1.0,0.5970566571,-0.387391621
OPG:del_opgGH_pBK16:2.0,0.9678521921000001,-0.3697930306
OPG:del_opgGH_pBK16:3.0,1.3753829777,-0.37259994890000003
OPG:WT:1.0,-0.2877653549,0.0699886841
OPG:WT:2.0,0.3573891858,0.1686379282
OPG:WT:3.0,-0.06962383080000001,-0.2386266123
PinT:pinT+_1h:1.0,0.1535160723,-0.1766590442
PinT:pinT+_1h:2.0,-0.1535160723,0.1766590442
cold_shock_protein:WT_RNAseq:1.0,0.2852358774,-0.14075461250000001
cold_shock_protein:WT_RNAseq:2.0,0.082917474,-0.0070812151000000005
cold_shock_protein:WT_RNAseq:3.0,-0.3681533514,0.1478358276
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-3.0762914886,1.434396467
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-2.8449636113,1.2026413078
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-2.9535045027,0.5545766627000001
dephostatin:LB_DMSO:1.0,-0.558338616,-0.3781388236
dephostatin:LB_DMSO:2.0,-0.2157090214,0.3139855951
dephostatin:LB_DMSO:3.0,0.7740476374,0.0641532285
dephostatin:LB_Dephostatin:1.0,0.195083481,0.25214886410000004
dephostatin:LB_Dephostatin:2.0,-0.859981619,0.6806755440000001
dephostatin:LB_Dephostatin:3.0,-0.5062702409000001,0.5079537543
dephostatin:LPM_DMSO:1.0,3.3391498716,-0.0182663338
dephostatin:LPM_DMSO:2.0,2.8216343363,-0.8372057222
dephostatin:LPM_Dephostatin:1.0,3.1715320381,-0.6073311079
dephostatin:LPM_Dephostatin:2.0,2.3030435264999998,-0.2977132765
dephostatin:LPM_Dephostatin:3.0,2.1523086494,-0.8699175568
efflux_inhibition:Chlorpromazine:1.0,3.8277023878,-0.8731813745
efflux_inhibition:Chlorpromazine:2.0,6.949146503,0.4034076407
efflux_inhibition:Chlorpromazine:3.0,-4.8361361337,-1.4624372865000002
efflux_inhibition:PABN:1.0,-0.12124482880000001,0.5970681413000001
efflux_inhibition:PABN:2.0,0.37002209680000003,-0.2523409093
efflux_inhibition:no_treatment:1.0,-0.0851839102,0.1804020024
efflux_inhibition:no_treatment:2.0,0.1687678223,0.6176030252
efflux_inhibition:no_treatment:3.0,-0.0835839121,-0.7980050276
efflux_inhibition:Chlorpromazine:4.0,-4.7412098877,-1.4919393698
efflux_inhibition:PABN:3.0,4.0991448655,1.1479139019
fis_regulatory_network:GX_EE:1.0,-1.1602459392,0.11826816970000001
fis_regulatory_network:GX_EE:2.0,-1.7008094650999999,0.21661835610000002
fis_regulatory_network:GX_TS:1.0,-2.6407771153,-0.48193962300000004
fis_regulatory_network:GX_TS:2.0,-3.0491730885,-0.26207884870000003
fis_regulatory_network:WT_EE:1.0,0.7293028825,-0.0813927822
fis_regulatory_network:WT_EE:2.0,-0.7293028825,0.0813927822
fis_regulatory_network:WT_TS:1.0,-1.2411898841,0.09024969640000001
fis_regulatory_network:WT_TS:2.0,-1.3156680629,-0.0452202016
fis_regulatory_network:OX_EE:1.0,0.9159885466000001,-1.0295222859
fis_regulatory_network:OX_EE:2.0,0.2120654197,-0.6975403802
fis_regulatory_network:OX_TS:1.0,-4.2261929159000005,-2.1502142715
fis_regulatory_network:OX_TS:2.0,-4.4032598184000005,-1.205556602
persisters:rep:1.0,0.1642648819,0.2201054608
persisters:rep:2.0,-0.1642648819,-0.2201054608
proQ_pulse_expression:empty_vector:1.0,-0.031829983900000004,0.0983653057
proQ_pulse_expression:empty_vector:2.0,0.031829983900000004,-0.0983653057
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.4659283856,-0.022606530200000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.2008122548,0.014697940100000001
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.1195450428,0.1814722124
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.1443592564,-0.028017239700000002
proQ_virulence:dhfq_dproQ_LB:1.0,0.990903583,-0.7493131957
proQ_virulence:dhfq_dproQ_LB:2.0,-0.9985791230000001,-0.5539278298
proQ_virulence:dhfq_dproQ_LB:3.0,-0.5295730316,0.4548658592
proQ_virulence:dhfq_dproQ_SPI-2:1.0,10.2306124269,-0.5857858246000001
proQ_virulence:dhfq_dproQ_SPI-2:2.0,10.5706909017,-0.5180202253
proQ_virulence:dhfq_dproQ_SPI-2:3.0,10.5192744063,-0.6459629536
proQ_virulence:dhfq_LB:1.0,1.6322428716,0.5131380002
proQ_virulence:dhfq_LB:2.0,1.3337098936,-0.20595343900000002
proQ_virulence:dhfq_LB:3.0,2.171523171,0.5430823146
proQ_virulence:dhfq_SPI-2:1.0,9.9132645874,-0.3558195024
proQ_virulence:dhfq_SPI-2:2.0,10.1983372935,-0.31223697110000004
proQ_virulence:dhfq_SPI-2:3.0,10.0008075578,-0.2067521689
proQ_virulence:dproQ_LB:1.0,-0.9204003488,-0.6840687968
proQ_virulence:dproQ_LB:2.0,-3.3683106226,-0.9784579821
proQ_virulence:dproQ_LB:3.0,-0.7910587836,0.1902930034
proQ_virulence:dproQ_SPI-2:1.0,8.8408773105,-0.2933642323
proQ_virulence:dproQ_SPI-2:2.0,9.6177128833,-0.06343678080000001
proQ_virulence:dproQ_SPI-2:3.0,9.4154053404,-0.1457227225
proQ_virulence:WT_LB:1.0,0.2153063499,-0.35079566300000004
proQ_virulence:WT_LB:2.0,-1.0518420573,0.3219118305
proQ_virulence:WT_LB:3.0,0.8365357074,0.0288838325
proQ_virulence:WT_SPI-2:1.0,8.507452969100001,0.39156553510000003
proQ_virulence:WT_SPI-2:2.0,8.8320246001,0.5344030996
proQ_virulence:WT_SPI-2:3.0,8.8875329026,0.6318921799
rcsB:del_rcsB_S207C:1.0,-0.585378623,0.2655711742
rcsB:del_rcsB_WT:1.0,-0.6404375164,-0.2825903589
rcsB:del_rcsB:1.0,-0.1144424612,-0.2391015638
rcsB:del_rcsB_H12A:1.0,-0.2255981208,-0.0043047228
rcsB:del_rcsB_D56A:1.0,0.3019219066,0.36834662690000003
rcsB:del_rcsB_M88A:1.0,-0.3109895954,0.2124809406
rcsB:del_rcsB_H77A:1.0,-0.8514782526,-0.2170406798
rcsB:del_rcsB_L108A:1.0,1.7813917014,-0.46575880350000004
rcsB:del_rcsB_S207C:2.0,1.7392000888,0.7971667721
rcsB:del_rcsB_WT:2.0,0.6643751506000001,-0.013582209500000001
rcsB:del_rcsB:2.0,0.9056245761,0.5363722182
rcsB:del_rcsB_H12A:2.0,0.0111049641,0.9728831665000001
rcsB:del_rcsB_D56A:2.0,-0.47297194740000004,-0.8163378983
rcsB:del_rcsB_H77A:2.0,-1.8114752262,-0.183818208
rcsB:del_rcsB_L108A:2.0,-0.3496252207,0.06441163500000001
rcsB:del_rcsB_WT:3.0,-0.023937634200000002,0.2961725684
rcsB:del_rcsB_H12A:3.0,0.2540238077,-0.0312459331
rcsB:del_rcsB_D56A:3.0,0.7399439211000001,0.9490964683
rcsB:del_rcsB_M88A:2.0,-0.44699623110000003,0.5619202354
rcsB:del_rcsB_H77A:3.0,1.6838574249,-1.3160569979
rcsB:del_rcsB_L108A:3.0,-0.4801754588,-0.1828205438
ribodepletion:RiboZero:1.0,-0.09922948250000001,-0.0136471927
ribodepletion:RiboZero:2.0,0.09922948250000001,0.0136471927
single_carbon_source:mucic:1.0,0.92778894,0.11134926140000001
single_carbon_source:mucic:2.0,-0.92778894,-0.11134926140000001
single_carbon_source:tartarate:1.0,4.1545511923,-0.32644283360000004
single_carbon_source:tartarate:2.0,3.5123897651,-0.2005543019
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.2399890695,0.005210439000000001
ssrA_ssrB_TCS:ssrB_minus:2.0,0.2635975416,-0.1314993446
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.0236084721,0.1262889056
ssrA_ssrB_TCS:ssrB_plus:1.0,-1.3691111019,-0.6306285281
ssrA_ssrB_TCS:ssrB_plus:2.0,-1.4128357120000001,-0.5005690818
ssrA_ssrB_TCS:ssrB_plus:3.0,-1.2537187915999999,-0.7904761629
yedF:WT:1.0,-0.3997476643,0.33617769210000004
yedF:WT:2.0,0.3997476643,-0.33617769210000004
yedF:del_yedF:1.0,-1.9240513313,-1.062644358
yedF:del_yedF:2.0,-3.0041457461,-0.6880993293000001
yedF:del_yedF:3.0,-4.4923887565000005,-0.19668982100000001
14028S_paratyphiA:37C_stationary:1.0,-0.6514839438000001,0.74889505
14028S_paratyphiA:42C_log:1.0,-0.0069729163000000005,0.3508955716
14028S_paratyphiA:37C_log:1.0,-0.3490578454,0.047665204600000004
14028S_paratyphiA:42C_log:2.0,0.7883753351,0.3311036606
14028S_paratyphiA:37C_stationary:2.0,-0.0614443327,0.6300932251
14028S_paratyphiA:37C_log:2.0,0.3490578454,-0.047665204600000004
7TF:hilC:1.0,-1.0236491499,-1.2953196107
7TF:del_hilD:1.0,2.2966706416,0.9575053773000001
7TF:WT:1.0,0.1983057249,0.056238072
7TF:hilD:1.0,-1.003326768,-1.0249008679
7TF:WT:2.0,-0.8131540861000001,0.0434171172
7TF:del_sprB:1.0,-0.5610121207000001,0.29048897430000004
7TF:del_rtsB:1.0,-2.4610803088,0.37166187310000004
7TF:rtsA:1.0,-2.5419753014,0.052163109900000004
7TF:del_invF:1.0,1.0090657745,0.6391159487
7TF:sprB:1.0,-1.1112011863,-0.7248927368
7TF:hilD:2.0,-0.9082199775,-0.8124319520000001
7TF:del_invF:2.0,-0.1847170066,0.1968429244
7TF:del_rtsB:2.0,-2.7423696386,0.6733696941
7TF:hilC:2.0,0.5528314755,-0.6249767554
7TF:WT:3.0,0.6820180494,0.1147697745
7TF:del_hilD:2.0,3.3921859433,0.8642171859000001
7TF:rtsA:2.0,-2.0080389169,0.7931221283000001
7TF:invF:1.0,0.224296349,-0.0550229906
7TF:invF:2.0,-0.2080508591,-1.0019290876
7TF:sprB:2.0,-0.0779280841,-0.9118550602000001
7TF:del_sprB:2.0,-0.0566036154,0.1259597248
7TF:WT:4.0,-0.06716968820000001,-0.21442496360000002
MMC:del_rtcB_No treatment:1.0,1.6053935079000001,0.4936765012
MMC:WT_No_treatment:1.0,2.4597360477,0.0064404755
MMC:WT_No_treatment:2.0,-4.4501834448,-0.2146171352
MMC:del_rtcR_No_treatment:1.0,-4.642805425,-0.0773467384
MMC:del_rtcR_3mM_MMC:1.0,2.2255873807,-0.0505050769
MMC:WT_No_treatment:3.0,1.9904473971,0.20817665970000002
MMC:del_rtcB_3mM_MMC:1.0,2.6325382733,-0.1737826613
MMC:del_rtcB_3mM_MMC:2.0,2.1856346626,-0.0635550455
MMC:del_rtcR_3mM_MMC:2.0,2.3362976038,-0.16905169050000002
MMC:del_rtcR_3mM_MMC:3.0,-1.3109761,0.2440271488
MMC:del_rsr_No_treatment:1.0,-6.4042183035,0.3584311529
MMC:del_rtcB_3mM_MMC:3.0,3.0981747536,-0.0091018965
MMC:del_rtcR_No_treatment:2.0,-1.2368311967,-0.2465391659
MMC:del_rsr_3mM_MMC:1.0,1.9116364467,-0.5861502197
MMC:del_rtcB_No treatment:2.0,0.9289684007000001,0.1901786715
MMC:WT_3mM_MMC:1.0,2.3228983949,-0.2164551261
MMC:del_rsr_3mM_MMC:2.0,0.36961725830000003,0.1017846122
MMC:WT_3mM_MMC:2.0,2.1897289096,-0.3186450488
MMC:del_rsr_No_treatment:2.0,-0.9041072347,0.7964778706000001
MMC:del_rtcB_No treatment:3.0,1.0390789122,-0.192366486
MMC:del_rsr_No_treatment:3.0,0.22753088030000002,0.2693113113
Nontyphoidal_comparisons:rep:1.0,-0.30587845210000003,0.3013464274
Nontyphoidal_comparisons:rep:2.0,0.8638440469,-0.4176622171
Nontyphoidal_comparisons:rep:3.0,-0.5579655948000001,0.1163157898
araC:delta_araC_LB:1.0,1.5542756948,0.0729899861
araC:WT_LB:1.0,0.8506332076,-0.015790175400000002
