,BSU__misc_RNA_49
LBexp_1,14.4456
LBexp_2,14.2752
LBexp_3,13.9627
LBtran_1,13.6456
LBtran_2,13.3528
LBtran_3,13.6035
LBstat_1,13.338799999999999
LBstat_2,12.9708
LBstat_3,12.529
LBGexp_1,14.3269
LBGexp_2,14.5643
LBGexp_3,14.506
LBGtran_2,13.6572
LBGtran_3,14.3202
LBGstat_1,13.2492
LBGstat_2,11.9674
LBGstat_3,12.6443
S0_1,13.102
S0_2,13.3511
S0_3,13.1546
S1_1,13.6488
S1_2,13.5336
S1_3,13.5372
S2_1,13.2226
S2_2,12.9625
S2_3,12.7966
S3_1,13.2733
S3_2,13.4024
S4_1,13.6166
S4_2,13.2627
S4_3,13.3678
S5_1,13.3457
S5_2,13.3606
S5_3,13.751
S6_1,13.1957
S6_2,13.0381
S6_3,13.0583
S6/t_1,13.6832
S6/t_2,13.1677
S6_4,13.0393
S6_5,13.7657
S6_6,13.7646
S7_4,13.6623
S7_5,13.3669
S7_6,13.3064
S8_4,12.8914
S8_5,12.818
G135_1,14.2368
G135_3,12.1562
G150_1,14.2053
G150_2,14.2678
G150_3,14.2436
G180_1,14.0677
G180_2,14.4538
G180_3,13.2546
C30_1,12.8061
C30_2,13.0677
C90_1,14.1677
C90_2,14.1468
BI_1,13.822
BI_2,13.9259
BC_2,13.8219
BC/t_1,14.0305
BC/t_2,14.359
BC_1,13.2151
Sw_1,13.337
Sw_2,13.2239
BT_1,12.7371
BT_2,11.7686
B36_1,12.927
B36_2,12.5095
B60_1,12.9957
B60_2,13.2112
M9exp_1,14.2721
M9exp_2,13.9229
M9exp_3,13.8174
M9tran_1,13.1347
M9tran_2,13.0829
M9tran_3,13.7681
M9stat_1,12.5101
M9stat_2,12.3262
M9stat_3,12.0027
M+G_1,13.1487
M+G_2,13.367
M+G_3,13.3375
Glu_1,14.0865
Glu_2,13.5752
Glu_3,13.8111
Fru_1,13.9246
Fru_2,13.6867
Fru_3,13.3647
Mal_1,12.7321
Mal_2,12.9901
Mal_3,13.2443
G+S_2,13.0653
G+S_3,13.4389
Pyr_1,12.891
Pyr_2,13.0412
Pyr_3,12.9157
Gly_1,11.4723
Gly_2,12.2603
Gly_3,10.5767
Glucon_1,12.8905
Glucon_2,13.3087
Glucon_3,11.9535
aero_1,14.4584
aero_2,13.225
aero_3,14.3122
nit_1,13.9449
nit_2,13.9202
nit_3,13.6921
ferm_1,13.4896
ferm_2,13.6682
ferm_3,14.0935
T-5.40H_1,14.1963
T-4.40H_1,13.9169
T-3.40H_1,14.1429
T-2.40H_1,13.6264
T-1.40H_1,13.882
T-1.10H_1,13.6904
T-0.40H_1,13.8561
T0.0H_1,13.778
T0.30H_1,13.0932
T1.0H_1,12.4797
T1.30H_1,12.7354
T2.0H_1,12.2131
T2.30H_1,13.0551
T3.0H_1,12.8278
T3.30H_1,12.9068
T4.0H_1,12.8059
T5.0H_1,12.6474
HPh_1,14.8114
HPh_2,14.5776
HPh_3,14.7123
LPh_1,14.3657
LPh_2,14.8011
LPh_3,14.3728
LPhT_1,13.743500000000001
LPhT_2,13.6074
LPhT_3,13.5381
SMMPr_1,13.3175
SMMPr_2,13.2347
SMMPr_3,13.3322
HiTm_1,12.471
HiTm_2,14.2271
HiTm_3,14.1137
LoTm_1,13.5022
LoTm_2,13.3606
LoTm_3,13.1882
HiOs_1,14.1783
HiOs_2,13.878
HiOs_3,13.9296
BMM_1,13.9967
BMM_2,13.835
BMM_3,13.8342
Heat_1,14.1845
Heat_2,14.0458
Heat_3,13.231
Cold_1,13.6436
Cold_2,12.8734
Cold_3,12.3347
Etha_1,13.205
Etha_2,12.4782
