sample,BSU_misc_RNA_48
LBexp_1,13.9044
LBexp_2,13.2235
LBexp_3,12.765
LBtran_1,11.1858
LBtran_2,10.7712
LBtran_3,10.3828
LBstat_1,10.8444
LBstat_2,10.1082
LBstat_3,9.746
LBGexp_1,14.1544
LBGexp_2,14.3232
LBGexp_3,13.6227
LBGtran_2,11.6901
LBGtran_3,13.218
LBGstat_1,11.9229
LBGstat_2,11.159
LBGstat_3,11.2968
S0_1,12.0402
S0_2,12.5211
S0_3,12.5051
S1_1,12.466
S1_2,12.3369
S1_3,12.6324
S2_1,12.3788
S2_2,12.7652
S2_3,12.4381
S3_1,13.5883
S3_2,13.5548
S4_1,13.3637
S4_2,13.4136
S4_3,12.9163
S5_1,12.8113
S5_2,13.3487
S5_3,13.577
S6_1,11.4198
S6_2,7.9343
S6_3,11.9734
S6/t_1,11.3554
S6/t_2,8.2376
S6_4,12.116
S6_5,12.3016
S6_6,12.5032
S7_4,12.7842
S7_5,11.8252
S7_6,12.1517
S8_4,11.8596
S8_5,10.0725
G135_1,13.7437
G135_3,11.7795
G150_1,13.5232
G150_2,13.9494
G150_3,13.8018
G180_1,13.5051
G180_2,13.911
G180_3,12.7052
C30_1,12.8247
C30_2,13.1302
C90_1,12.6677
C90_2,12.87
BI_1,12.5721
BI_2,12.9882
BC_2,12.5765
BC/t_1,11.7004
BC/t_2,12.4573
BC_1,11.1993
Sw_1,11.142
Sw_2,11.5534
BT_1,12.1161
BT_2,11.5289
B36_1,11.9526
B36_2,11.7534
B60_1,12.8489
B60_2,13.3764
M9exp_1,13.6095
M9exp_2,13.3003
M9exp_3,13.1166
M9tran_1,12.6835
M9tran_2,12.5275
M9tran_3,13.0406
M9stat_1,11.9344
M9stat_2,11.1361
M9stat_3,11.0823
M+G_1,11.5445
M+G_2,12.8217
M+G_3,12.382
Glu_1,13.4477
Glu_2,13.0436
Glu_3,13.2186
Fru_1,13.25
Fru_2,13.0249
Fru_3,12.6273
Mal_1,11.1062
Mal_2,12.1697
Mal_3,12.1061
G+S_2,12.493
G+S_3,12.9562
Pyr_1,12.3485
Pyr_2,12.71
Pyr_3,12.4149
Gly_1,11.2566
Gly_2,11.5953
Gly_3,10.2195
Glucon_1,12.3031
Glucon_2,12.2454
Glucon_3,11.3477
aero_1,13.5671
aero_2,11.7301
aero_3,13.1269
nit_1,12.2277
nit_2,12.5272
nit_3,12.0553
ferm_1,11.8572
ferm_2,11.9182
ferm_3,12.3992
T-5.40H_1,13.4216
T-4.40H_1,13.2318
T-3.40H_1,13.1262
T-2.40H_1,12.6889
T-1.40H_1,12.7105
T-1.10H_1,12.6792
T-0.40H_1,12.5434
T0.0H_1,12.4488
T0.30H_1,12.1518
T1.0H_1,11.3664
T1.30H_1,11.2292
T2.0H_1,10.7803
T2.30H_1,11.8948
T3.0H_1,11.800999999999998
T3.30H_1,11.8365
T4.0H_1,11.7493
T5.0H_1,11.2962
HPh_1,13.6096
HPh_2,13.432
HPh_3,13.6224
LPh_1,13.7745
LPh_2,14.2823
LPh_3,13.8503
LPhT_1,14.2744
LPhT_2,13.7749
LPhT_3,13.9629
SMMPr_1,12.5373
SMMPr_2,12.1265
SMMPr_3,12.3262
HiTm_1,10.8967
HiTm_2,12.7145
HiTm_3,13.0081
LoTm_1,12.6357
LoTm_2,12.545
LoTm_3,12.8457
HiOs_1,12.8295
HiOs_2,12.6055
HiOs_3,12.573
BMM_1,14.1935
BMM_2,13.9628
BMM_3,13.3061
Heat_1,13.6433
Heat_2,13.5156
Heat_3,12.4075
Cold_1,13.0567
Cold_2,12.1066
Cold_3,11.5421
Etha_1,11.9135
Etha_2,10.9305
Etha_3,11.6881
SMM_1,13.1154
SMM_2,13.0726
SMM_3,13.1211
Salt_1,11.786
Salt_2,11.6475
Salt_3,11.6945
Mt0_1,13.5896
Mt0_3,13.6219
M0t45_1,11.9351
M0t45_2,12.9341
M0t45_3,12.2989
M0t90_1,10.2458
M0t90_2,11.3588
M0t90_3,10.8346
M40t45_1,11.1473
M40t45_2,10.2263
M40t45_3,12.6546
M40t90_1,10.2099
M40t90_2,11.1479
M40t90_3,10.8653
dia0_1,13.3855
dia0_2,13.407
dia0_3,13.3831
dia5_1,12.8511
dia5_2,13.1893
dia5_3,13.6957
dia15_1,14.3775
dia15_2,14.0549
dia15_3,13.3515
Diami_1,13.4933
Diami_2,13.5163
Diami_3,13.8868
Paraq_1,14.0161
Paraq_2,14.5269
Paraq_3,12.7072
H2O2_1,13.2609
H2O2_2,13.6324
H2O2_3,13.482
Oxctl_1,13.4167
Oxctl_2,13.6091
Oxctl_3,14.2637
GM-0.1_1,12.9376
GM-0.2_1,12.869000000000002
GM+5_1,12.7279
GM+15_1,13.2353
GM+25_1,13.5835
GM+45_1,13.6565
GM+60_1,13.4216
GM+90_1,13.5017
GM+120_1,12.6803
GM+150_1,12.9759
GM-0.1_2,13.2574
GM-0.2_2,13.3049
GM+5_2,13.3438
GM+10_2,13.1592
GM+15_2,13.4385
GM+25_2,13.52
GM+45_2,12.6221
GM+60_2,12.4903
GM+90_2,13.414
GM+150_2,12.3377
GM-0.1_3,13.1349
GM-0.2_3,13.1436
GM+5_3,13.1966
GM+10_3,12.2342
GM+15_3,13.375
GM+25_3,12.8882
GM+45_3,12.4263
GM+60_3,12.2438
GM+90_3,13.1272
GM+120_3,12.3277
GM+150_3,13.0917
MG-0.1_1,13.1157
MG+5_1,13.3691
MG+10_1,13.5127
MG+15_1,12.7618
MG+25_1,13.2748
MG+45_1,13.2519
MG+120_1,11.6907
MG+150_1,12.9883
MG-0.1_2,12.4031
MG-0.2_2,12.9235
MG+5_2,13.0772
MG+10_2,13.3265
MG+15_2,13.5839
MG+25_2,12.9939
MG+45_2,12.6114
MG+60_2,13.1209
MG+90_2,12.5926
MG+120_2,12.9948
MG-0.1_3,13.8029
MG-0.2_3,13.3682
MG+5_3,12.5625
MG+10_3,12.747
MG+15_3,13.609000000000002
MG+25_3,13.1326
MG+45_3,13.5386
MG+60_3,13.0568
MG+90_3,13.1553
MG+120_3,12.5195
MG+150_3,13.0961
