,A,QscR
R2,,0.3293991105472832
xmin,,-3.621061903
xmid,,-1.829838158600321
xmax,,4.724823638
ystart,,-4.879948890672946
yend,,11.955515495405896
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.2003615707,0.375077622
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.2003615707,-0.375077622
AB569_EDTA_NaNO2:NaNO2:1,3.6609332063,2.030175415
AB569_EDTA_NaNO2:NaNO2:2,3.9349281764,2.20123457
AB569_EDTA_NaNO2:EDTA:1,3.3794052264,0.431663501
AB569_EDTA_NaNO2:EDTA:2,1.6596240937,0.397127516
AB569_EDTA_NaNO2:EDTA:3,0.8152955193,0.46840505800000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.6329077997,2.107723639
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.8766907561,2.259724898
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.3412801969,0.133581648
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.3412801969,-0.133581648
Anthranilate_metabolism_GntR_AntP:antP:1,-1.5828857867,0.06880906
Anthranilate_metabolism_GntR_AntP:antP:2,-1.016056108,-0.003921188
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.1758667494,-0.008755199
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.1758667494,0.008755199
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.1318375785,-0.399354272
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.2949709722,-0.337558411
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.4990830685,0.603284942
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.2572036361,0.788672326
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.6767464185,-3.621061903
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.8524773824,-3.383921969
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.8544278568,-3.352085676
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.0164574461,-3.5214461200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.48773626410000004,0.8692683680000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.0256154005,0.408898831
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.7413664899,0.01699436
Catabolise_Nucleic_Acids:L_asp:1,2.4165759771,-0.8929120190000001
Catabolise_Nucleic_Acids:L_asp:2,-0.7646914798000001,-1.922678764
Catabolise_Nucleic_Acids:DNA_1:1,-0.5709409264,0.18543656600000002
Catabolise_Nucleic_Acids:DNA_1:2,0.2780316382,0.016633215
Catabolise_Nucleic_Acids:DNA_1:3,0.2929092882,-0.202069781
Catabolite_repression:del_hfq_crc_wt:1,0.0381337826,-0.07607973700000001
Catabolite_repression:del_hfq_crc_wt:2,-0.0381337826,0.07607973700000001
Catabolite_repression:delHfq:1,3.8332782228999998,-0.384984637
Catabolite_repression:delHfq:2,3.0525697163,-0.47373542500000004
Catabolite_repression:deldcrc:1,26.7756431972,4.724823638
Catabolite_repression:deldcrc:2,25.6591694297,4.231619822
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.3984433026,-0.232707723
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.2575695012,-0.023195565
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.1408738014,0.255903288
Diallyl_disulphide_treatment:PAO1_DDS:1,-3.5316133169,-3.433686773
Diallyl_disulphide_treatment:PAO1_DDS:2,-2.4052946089000002,-3.375581526
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.8854054418,-3.009295299
Dispersed_cells:PAO1_dispersed_wt:1,0.4539665996,-0.175843562
Dispersed_cells:PAO1_dispersed_wt:2,-0.4539665996,0.175843562
Dispersed_cells:PyhjH_dispersed:1,-9.7691565596,-0.679828557
Dispersed_cells:PyhjH_dispersed:2,-11.9334598542,-1.15039701
Dispersed_cells:PA01_Planktonic:1,-19.1053551095,-0.593027143
Dispersed_cells:PA01_Planktonic:2,-19.0416073498,-0.07874291
Dispersed_cells:PAO1_Biofilm:1,-6.1671995972,0.935924513
Dispersed_cells:PAO1_Biofilm:2,-5.7032036839,1.555849205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,6.9389371899,1.114198508
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,6.1854770878,0.89943532
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,5.6706466096,1.030064297
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.7976873921000001,0.33490693200000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.4126598412,-0.20666578
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.3850275509,-0.128241151
Farnesol_treatment:RNA of 0-1F_L:1,0.0841890916,0.043983458
Farnesol_treatment:RNA of 0-1F_L:2,0.0468533838,0.045457462000000004
Farnesol_treatment:RNA of 0-1F_L:3,-0.13104247530000002,-0.08944092000000001
Farnesol_treatment:RNA of 6-F_L1:1,0.6981389548,-0.230327533
Farnesol_treatment:RNA of 6-F_L1:2,-0.139318658,-0.252398504
Farnesol_treatment:RNA of 6-F_L1:3,-0.6603142159000001,-0.285422114
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.1105170922,0.214932538
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.1105170922,-0.214932538
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-1.0206970608,-0.8503959550000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.9433049186,-1.356955631
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.1224712601,0.963622614
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.608890023,0.014510243
