,A,ExsB
R2,,0.6503878614709511
xmin,,-5.018799061
xmid,,-2.573285584946765
xmax,,4.931610681
ystart,,-11.306389786185267
yend,,23.212548435546562
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.9553446170000001,-0.06715199
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.9553446170000001,0.06715198900000001
AB569_EDTA_NaNO2:NaNO2:1,-19.70694347,-1.861644579
AB569_EDTA_NaNO2:NaNO2:2,-20.14829853,-2.518166148
AB569_EDTA_NaNO2:EDTA:1,-0.9661145120000001,1.236636308
AB569_EDTA_NaNO2:EDTA:2,-1.605429271,0.783851285
AB569_EDTA_NaNO2:EDTA:3,-0.179121372,1.045175152
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-19.4685064,-2.382827545
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-18.87219643,-2.485221941
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.135185463,-0.12408115800000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.135185463,0.12408115800000001
Anthranilate_metabolism_GntR_AntP:antP:1,1.951490965,-0.071374794
Anthranilate_metabolism_GntR_AntP:antP:2,1.7695887090000002,0.148787693
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.05728031,0.013941058000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.05728031,-0.013941058000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.44231694400000005,-0.651100753
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.337181408,-0.397243249
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,2.065424389,0.9095757800000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.7587114860000002,1.348693515
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.897807532,-1.490972282
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.219643682,-1.212545135
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.589694927,-1.2698832389999999
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.659061139,-1.458785893
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.884711078,1.224879608
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.425425616,0.264128949
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.568199541,0.2775355
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.08115101100000001,0.064868072
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.08115101100000001,-0.064868071
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-8.091653948,-1.764092298
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-6.421872711,-1.592136916
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-14.91665314,-2.5732849
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-14.97080512,-2.5035194560000003
Catabolite_repression:del_hfq_crc_wt:1,-0.11433604800000001,-0.031891134
Catabolite_repression:del_hfq_crc_wt:2,0.11433604800000001,0.031891134
Catabolite_repression:delHfq:1,-6.284150537,-1.507545413
Catabolite_repression:delHfq:2,-5.652569645,-1.320004624
Catabolite_repression:deldcrc:1,36.38173337,4.051652331
Catabolite_repression:deldcrc:2,30.51055275,3.155905945
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.263414568,0.13745496100000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.5687179880000001,0.09801396100000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.832132556,-0.23546892100000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-4.479451055,-2.034542083
Diallyl_disulphide_treatment:PAO1_DDS:2,-4.340136349,-1.509942184
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.659307159,-1.543514794
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.28394793900000004,-0.20429951600000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.28394793900000004,0.20429951600000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.45224960900000005,-0.20694410200000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.786127733,-0.9623438990000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.443825428,-0.42823486800000005
HapZ_SagS_mutant:delHapZp:1,-0.053454234,-0.207463632
HapZ_SagS_mutant:delHapZp:2,-0.32872236600000004,-0.779934212
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,4.41e-05,0.441720696
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.443781342,-0.013485827
HapZ_SagS_mutants:delHApZ:1,-0.34941967900000004,-0.6919502860000001
HapZ_SagS_mutants:delHApZ:2,-0.33372226800000004,-0.7657979610000001
HapZ_SagS_mutants:delHApZ:3,-1.088255231,-0.727163333
HapZ_SagS_mutants:delSagS:1,-0.17739733900000001,-0.32348080700000004
HapZ_SagS_mutants:delSagS:2,-0.5107982440000001,-0.6238383200000001
HapZ_SagS_mutants:delSagS:3,-0.5201035980000001,-0.01938385
HapZ_SagS_mutants:delHapZp:1,-0.9740507410000001,-0.034801598
yhjH_knockout:PA_delyhjH_wt:1,-0.34712578600000005,0.026604741
yhjH_knockout:PA_delyhjH_wt:2,0.34712578600000005,-0.026604741
yhjH_knockout:PA_delyhjH:1,-8.890899778,-1.941892256
yhjH_knockout:PA_delyhjH:2,-9.050368614,-1.851503901
yhjH_knockout:PA_delwspF:1,5.191639575,1.017039338
yhjH_knockout:PA_delwspF:2,4.024604658,-0.17077387800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-4.558381666,-1.658751512
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-3.94253607,-1.504317648
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-5.362930706,-1.8373218150000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-4.862931914,-1.5748257190000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.45836528200000004,0.046663432000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.688383904,0.039555522
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.5891524730000001,0.020023005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.557596713,-0.10624196
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.120204542,0.024176678
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,5.084887746,0.094785724
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.268364545,0.011248971
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.506656379,0.004146716
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.775020924,-0.015395686
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.54832813,-0.13109674600000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-3.908293474,-0.483347978
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-3.931269195,-0.43289939
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.54832813,0.13109674600000001
Lung_infection_transcriptome:PA01_LS1:1,11.71121823,2.501515202
Lung_infection_transcriptome:PA01_LS1:2,11.16156278,1.7342275530000002
Lung_infection_transcriptome:PA01_CS1:1,-0.13479731,-0.251372132
Lung_infection_transcriptome:PA01_CS1:2,0.13479731,0.251372133
Testosterone_treatment:Testosterone_Control:1,-2.668314707,-0.538009469
Testosterone_treatment:Testosterone_Control:2,2.668314707,0.538009469
Testosterone_treatment:Testosterone_2.5:1,6.123209505,0.832754705
Testosterone_treatment:Testosterone_2.5:2,2.623590301,0.557570475
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-10.7412605,-1.228150624
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-10.65942231,-1.478721992
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-11.37913831,-1.240549054
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,0.7277054510000001,-0.43518528700000003
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,2.893012037,0.399127844
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,1.6264484399999999,0.41526528500000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-6.71657523,-0.7644194270000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-5.915915807,-0.44588444200000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-6.587138283,-0.607172519
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,5.107865857,0.044972596000000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,7.957767804,1.117405607
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,6.15399566,0.655098186
Dispersed_cells:PAO1_dispersed_wt:1,-0.47417396100000003,0.060867902
Dispersed_cells:PAO1_dispersed_wt:2,0.47417396100000003,-0.060867901
Dispersed_cells:PyhjH_dispersed:1,9.801079814,1.4365391170000001
Dispersed_cells:PyhjH_dispersed:2,11.27953655,1.671772665
Dispersed_cells:PA01_Planktonic:1,15.16110508,3.086614263
Dispersed_cells:PA01_Planktonic:2,16.08142645,3.339506729
Dispersed_cells:PAO1_Biofilm:1,-10.65311101,-1.379241854
Dispersed_cells:PAO1_Biofilm:2,-9.948003339,-0.737483269
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-3.4373378199999998,-1.076833774
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-3.547090136,-0.68685534
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-2.957492061,-0.533016022
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.222999102,0.22454063600000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.046884934,-0.25631729200000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.17611416800000002,0.031776657
gcsR_mutant:PAO1_rep_wt:1,-0.295941685,-0.20870248700000002
gcsR_mutant:PAO1_rep_wt:2,0.295941685,0.20870248700000002
gcsR_mutant:GcsR_rep:1,-2.232859652,-0.348109869
gcsR_mutant:GcsR_rep:2,-1.5342033640000001,-0.5895540260000001
ampC_mutation:PA_Cef_taz_wt:1,-0.47790385500000004,-0.27522403700000003
ampC_mutation:PA_mutS_Cef_taz:1,-6.597726418,-1.000013896
ampC_mutation:PA_mutS:1,-3.9282065840000002,0.17805347300000002
ampC_mutation:PA_mutS:2,-7.389581343,-1.231737006
ampC_mutation:PA_mutS:3,3.061929881,0.982182576
ampC_mutation:PA_Cef_taz_wt:2,0.47790385500000004,0.27522403700000003
ampC_mutation:PA_mutS_Cef_taz:2,-9.459009353,-0.712022712
ampC_mutation:PA_mutS:4,-6.162282263,-0.517352637
ampC_mutation:PA_mutS:5,-8.045368568,-1.431171773
ampC_mutation:PA_mutS:6,-0.189421066,0.10565063300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,8.626055725,0.32106576000000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,9.541177649,0.659404985
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,5.762572327,-0.7868606890000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,4.654975265,-1.204780195
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-6.032963485,-0.43567786900000005
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-5.971057348,-0.369363196
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-6.16321254,-0.175429681
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-5.364409708,-1.790197617
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-5.8506160640000004,-1.274727444
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-4.960850925,-1.6575608590000002
n-alkanes_treatment:PA_alkane:1,-1.672022734,1.159938028
n-alkanes_treatment:PA_alkane:2,-1.565119868,1.305001361
n-alkanes_treatment:PA_Glycerol:1,0.434315977,0.371664433
n-alkanes_treatment:PA_Glycerol:2,-0.86227442,-0.33241408
n-alkanes_treatment:PA_Glycerol:3,0.427958443,-0.039250353
Catabolise_Nucleic_Acids:L_asp:1,2.9089752300000002,0.601793843
Catabolise_Nucleic_Acids:L_asp:2,2.6045271640000003,0.020007083000000002
Catabolise_Nucleic_Acids:DNA_1:1,0.237462901,0.000557888
Catabolise_Nucleic_Acids:DNA_1:2,-0.538457305,-0.076936526
Catabolise_Nucleic_Acids:DNA_1:3,0.300994403,0.076378639
cysB_mutant:PAO1HH_wt:1,1.02941245,-0.079944634
cysB_mutant:PAO1HH_wt:2,-1.02941245,0.079944634
cysB_mutant:cysBHH:1,-8.394656685,-1.788311888
cysB_mutant:cysBHH:2,-8.863607803,-1.767115132
cysB_mutant:cysBHH:3,-9.123324377,-1.30116947
ersA_knockout:delersA:1,-0.379175297,0.348562111
ersA_knockout:delersA:2,0.441045469,0.501292517
ersA_knockout:wt_BHI:1,0.434861107,0.182673772
ersA_knockout:wt_BHI:2,-0.434861107,-0.182673772
Farnesol_treatment:RNA of 0-1F_L:1,0.22283472000000001,0.13675363000000001
Farnesol_treatment:RNA of 0-1F_L:2,-1.08502055,-0.166290285
Farnesol_treatment:RNA of 0-1F_L:3,0.86218583,0.029536654000000002
Farnesol_treatment:RNA of 6-F_L1:1,2.806452037,0.226299944
Farnesol_treatment:RNA of 6-F_L1:2,0.11321984600000001,0.030728555
Farnesol_treatment:RNA of 6-F_L1:3,0.415810389,0.11768576800000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.42123189800000005,0.14732377300000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.32263761500000004,0.27393426800000004
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,1.429573824,0.000992072
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.063645134,0.002963971
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.034949149,-0.42422201
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.05228275,0.5513388
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.055207063,0.30736439600000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.055207063,-0.30736439600000004
Metabolic_fitness_plasmid:PAO1_pAKD1:1,6.061438436,0.49692616700000003
Metabolic_fitness_plasmid:PAO1_pAKD1:2,5.6300106880000005,0.21839091600000002
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-3.778156482,-0.137022633
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-3.395602782,0.152117152
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,7.976488082,0.56535495
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,9.536291095,0.768656706
Metabolic_fitness_plasmid:PAO1_pBS228:1,15.07934288,1.901460587
Metabolic_fitness_plasmid:PAO1_pBS228:2,15.12202393,2.158510822
Metabolic_fitness_plasmid:PAO1_RmS149:1,4.782935003,-0.145161902
Metabolic_fitness_plasmid:PAO1_RmS149:2,5.846196759,0.29176369999999996
mexZ_knockout:del_mexZ:1,-2.012707801,-0.641035585
mexZ_knockout:del_mexZ:2,-1.2939964320000001,-0.5884722290000001
mexZ_knockout:del_mexZ:3,-0.6029435670000001,-0.40315284500000004
mexZ_knockout:wt_LB:1,0.7912409090000001,0.44366293100000004
mexZ_knockout:wt_LB:2,-0.745938196,-0.10891827200000001
mexZ_knockout:wt_LB:3,-0.045302713,-0.33474465800000003
Mucin_glycans:ABTGC:1,1.924190622,0.058739885000000006
Mucin_glycans:ABTGC:2,-3.060318483,-0.20146250400000001
Mucin_glycans:ABTGC:3,-2.494040208,-0.057322717
Mucin_glycans:ABTGC:4,2.026480172,0.181024484
Mucin_glycans:ABTGC:5,1.603687897,0.01902085
Mucin_glycans:MUC5B:1,-5.332423509,-1.293518423
Mucin_glycans:MUC5B:2,-5.911541483,-0.8458848330000001
Mucin_glycans:Glycans:1,-4.363522297,-0.347013085
Mucin_glycans:Glycans:2,-5.994563577,-0.77921904
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.877185155,0.010549047
NC_002516.2:Planktonic_total_RNA_Rep:2,0.29713505700000004,-0.043612163
NC_002516.2:Planktonic_total_RNA_Rep:3,0.5800500980000001,0.033063117
NC_002516.2:Biofilm_total_RNA_Rep:1,-15.70105305,-1.772631685
