sample,BSU_misc_RNA_45
LBexp_1,9.0252
LBexp_2,12.0275
LBexp_3,10.5536
LBtran_1,9.785
LBtran_2,9.3653
LBtran_3,9.7238
LBstat_1,11.3893
LBstat_2,10.799
LBstat_3,9.6211
LBGexp_1,9.4871
LBGexp_2,9.9207
LBGexp_3,9.5704
LBGtran_2,12.3327
LBGtran_3,11.5804
LBGstat_1,8.9093
LBGstat_2,8.452
LBGstat_3,9.5817
S0_1,14.111
S0_2,13.2216
S0_3,13.5799
S1_1,15.3731
S1_2,15.4517
S1_3,15.115
S2_1,15.4319
S2_2,14.9408
S2_3,14.9121
S3_1,15.5345
S3_2,15.5486
S4_1,15.8186
S4_2,15.3936
S4_3,15.0653
S5_1,14.7136
S5_2,14.9403
S5_3,14.9101
S6_1,13.6238
S6_2,10.9264
S6_3,14.1905
S6/t_1,13.4893
S6/t_2,10.5616
S6_4,14.2117
S6_5,14.5513
S6_6,14.7373
S7_4,14.4309
S7_5,13.3611
S7_6,13.952
S8_4,13.6704
S8_5,11.3062
G135_1,10.0728
G135_3,9.0437
G150_1,8.7066
G150_2,9.1161
G150_3,8.7958
G180_1,8.8878
G180_2,8.9557
G180_3,8.2937
C30_1,13.8384
C30_2,14.2006
C90_1,15.5588
C90_2,15.5977
BI_1,14.9493
BI_2,14.7236
BC_2,15.8703
BC/t_1,16.1917
BC/t_2,16.4071
BC_1,15.733
Sw_1,16.493
Sw_2,16.4842
BT_1,13.5579
BT_2,13.0666
B36_1,15.6208
B36_2,15.3414
B60_1,16.269000000000002
B60_2,16.4047
M9exp_1,16.1142
M9exp_2,15.6092
M9exp_3,15.3744
M9tran_1,15.1396
M9tran_2,15.3707
M9tran_3,15.6598
M9stat_1,13.9324
M9stat_2,13.2932
M9stat_3,13.564
M+G_1,14.6824
M+G_2,14.8636
M+G_3,14.8997
Glu_1,15.4467
Glu_2,15.3936
Glu_3,15.6574
Fru_1,15.7313
Fru_2,15.6514
Fru_3,15.0635
Mal_1,13.511
Mal_2,14.6288
Mal_3,14.0337
G+S_2,14.7517
G+S_3,15.1174
Pyr_1,15.3901
Pyr_2,15.7147
Pyr_3,15.5784
Gly_1,14.8666
Gly_2,14.9198
Gly_3,13.5832
Glucon_1,15.0644
Glucon_2,15.4983
Glucon_3,13.7543
aero_1,14.224
aero_2,13.993
aero_3,15.3651
nit_1,14.2829
nit_2,14.8608
nit_3,14.4549
ferm_1,13.5337
ferm_2,14.7028
ferm_3,14.062
T-5.40H_1,16.1562
T-4.40H_1,16.0614
T-3.40H_1,16.1007
T-2.40H_1,15.5973
T-1.40H_1,15.6916
T-1.10H_1,15.2412
T-0.40H_1,15.655
