,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.33929025443288213,2.0,0.0,-0.2399144397,1.0,0.2399144397,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-3.88417859835,0.03358912173087199,2.0,2.0,-3.9079296941,3.0,-3.8604275026,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-4.753441861066666,1.1440249728884198,3.0,4.0,-3.9970755945,5.0,-6.0695619281,6.0,-4.1936880606,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-5.1035553217,0.3270986532074856,2.0,7.0,-4.8722616459,8.0,-5.3348489975,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.19315048764037843,2.0,9.0,-0.13657801960000002,10.0,0.13657801960000002,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-2.7430358621,0.4307990836813025,2.0,11.0,-3.0476568155,12.0,-2.4384149087,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.09444592836167605,2.0,13.0,0.06678335640000001,14.0,-0.06678335640000001,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.38579999460000003,0.4142707352917673,4.0,15.0,-0.6534253458,16.0,-0.0684024084,17.0,-0.8237584619,18.0,0.0023862377,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,0.425858692525,0.08032533529502622,4.0,19.0,0.5261551958,20.0,0.42335679190000003,21.0,0.329480141,22.0,0.42444264140000004,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.17249007833333338,0.5171791612551004,3.0,23.0,-0.3768928835,24.0,0.6499327757000001,25.0,0.2444303428,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,2.70690136495,1.6069147660319691,2.0,26.0,1.5706410371000001,27.0,3.8431616928,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,3.333334071727497e-11,0.5396950839357323,3.0,28.0,-0.5854770561,29.0,0.47762564550000003,30.0,0.1078514107,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.05602659478604036,2.0,31.0,0.0396167851,32.0,-0.0396167851,,,,,,,,,,,,
13,Catabolite_repression__delHfq,1.79815209955,0.5226209363031217,2.0,33.0,2.1677009076,34.0,1.4286032915,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,-1.8700578429999999,0.19945858525544463,2.0,35.0,-2.0110963612,36.0,-1.7290193247999999,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.14541602302651752,3.0,37.0,-0.1037555481,38.0,-0.062454677300000004,39.0,0.1662102254,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,-5.171130721566667,0.6449129098763942,3.0,40.0,-4.7421878920000005,41.0,-4.8584221879000005,42.0,-5.9127820848,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,2.2622057342114372,2.0,43.0,-1.5996210150999999,44.0,1.5996210150999999,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,2.562747049,0.09969114124702882,2.0,45.0,2.633239331,46.0,2.492254767,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,-12.5601354267,0.18726477516988518,2.0,47.0,-12.4277192343,48.0,-12.6925516191,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,-3.2971228221999995,1.3460833936605838,2.0,49.0,-2.3452981265,50.0,-4.2489475179,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,1.9458493070999998,0.39619432573932367,3.0,51.0,1.7980216814,52.0,2.3947033666,53.0,1.6448228732999999,,,,,,,,,,
22,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,-3.333334071727497e-11,0.6059268257222302,3.0,54.0,0.6452709612,55.0,-0.5568711698000001,56.0,-0.0883997915,,,,,,,,,,
23,Farnesol_treatment__RNA of 0-1F_L,-9.25185853854297e-18,0.15064917764701954,3.0,57.0,0.1505394383,58.0,0.0002192394,59.0,-0.1507586777,,,,,,,,,,
24,Farnesol_treatment__RNA of 6-F_L1,-1.1380585549,0.25863294177747115,3.0,60.0,-1.4342496371,61.0,-1.0230406602,62.0,-0.9568853674000001,,,,,,,,,,
25,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,2.0075249817544902,2.0,63.0,1.419534528,64.0,-1.419534528,,,,,,,,,,,,
26,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.41241009545,0.3347945691494435,2.0,65.0,0.17567458530000002,66.0,0.6491456056,,,,,,,,,,,,
27,Glucose_uptake_defective_mutants__PAO1_glu_wt,-2.500002982408489e-11,0.9708974125480185,4.0,67.0,-0.4865122364,68.0,-1.0978738548,70.0,1.047892632,71.0,0.5364934591,,,,,,,,
28,Glucose_uptake_defective_mutants__PAO1_delglucose_60min,-3.51844077235,0.32487470133509505,2.0,69.0,-3.288719668,72.0,-3.7481618767000002,,,,,,,,,,,,
29,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.0,19.337835042640272,3.0,73.0,-11.148117719,76.0,22.3294003251,77.0,-11.1812826061,,,,,,,,,,
30,HapZ_SagS_mutant__delHapZp,-6.2423931348,4.763732781672546,3.0,74.0,-3.4823326082,75.0,-11.7430664829,84.0,-3.5017803133000003,,,,,,,,,,
31,HapZ_SagS_mutant__delHApZ,-7.171894250333334,4.538569094272142,3.0,78.0,-12.3384840591,79.0,-5.3491068965,80.0,-3.8280917953999998,,,,,,,,,,
32,HapZ_SagS_mutant__delSagS,3.0283498847999994,18.459070261454748,3.0,81.0,-1.3255189035,82.0,-12.8645841447,83.0,23.2751527026,,,,,,,,,,
33,Lung_infection_transcriptome__PA01_LS1,-3.7066305969,0.034587215468307,2.0,85.0,-3.7310874515,86.0,-3.6821737423,,,,,,,,,,,,
34,Lung_infection_transcriptome__PA01_CS1,0.0,1.57161527843815,2.0,87.0,1.1112998208,88.0,-1.1112998208,,,,,,,,,,,,
35,Metabolic_fitness_plasmid__PAO1_metabolites_wt,0.0,1.7321874826948729,2.0,89.0,1.2248415153,90.0,-1.2248415153,,,,,,,,,,,,
36,Metabolic_fitness_plasmid__PAO1_pAKD1,0.94851454105,0.23279578902323167,2.0,91.0,1.1131260221,92.0,0.78390306,,,,,,,,,,,,
37,Metabolic_fitness_plasmid__PAO1_PAMBL1,-2.0983930938,0.06391277145463743,2.0,93.0,-2.0531999397,94.0,-2.1435862479,,,,,,,,,,,,
38,Metabolic_fitness_plasmid__PAO1_PAMBL2,-0.08426755650000001,0.6175451799051528,2.0,95.0,-0.5209379409,96.0,0.3524028279,,,,,,,,,,,,
39,Metabolic_fitness_plasmid__PAO1_pBS228,-1.01853441345,0.07766054705040744,2.0,97.0,-0.963620114,98.0,-1.0734487129,,,,,,,,,,,,
40,Metabolic_fitness_plasmid__PAO1_RmS149,0.2575417487,0.6949463792093934,2.0,99.0,-0.23385954860000002,100.0,0.7489430460000001,,,,,,,,,,,,
41,Mucin_glycans__ABTGC,-1.9999990552577173e-11,0.4701003401281785,5.0,101.0,-0.4152580987,102.0,-0.4023432545,103.0,-0.190023032,104.0,0.5581064499,105.0,0.4495179352,,,,,,
