,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.5564985495397005,2.0,0.0,-0.3935038981,1.0,0.3935038981,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,5.45643903485,0.7445646500045422,2.0,2.0,4.9299523218,3.0,5.9829257479,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,3.515534454633333,0.6359440838688265,3.0,4.0,4.2279412704,5.0,3.0051160201,6.0,3.3135460734,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,6.5303095099,0.25101329505306236,2.0,7.0,6.3528163068,8.0,6.707802713,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.08885957138547575,2.0,9.0,0.0628332055,10.0,-0.0628332055,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.14881552339999998,0.17864475360854198,2.0,11.0,0.0224946067,12.0,0.2751364401,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.17661720382660637,2.0,13.0,-0.1248872225,14.0,0.1248872225,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,1.0015445775,1.1332577827383832,4.0,15.0,2.0890669164,16.0,1.8705482768000001,17.0,0.0450791538,18.0,0.001483963,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-6.678653152075,0.6635461300934477,4.0,19.0,-7.3542870806,20.0,-5.8100550341,21.0,-6.5614545093,22.0,-6.9888159843,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.48118827999999997,0.8942913884176984,3.0,23.0,0.2710332881,24.0,1.4618417275,25.0,-0.2893101756,,,,,,,,,,
