,A,SigM
R2,,0.32895419406799287
xmin,,-3.3970000000000002
xmid,,0.03067846985004386
xmax,,1.8603999999999985
ystart,,0.08599203981051357
yend,,17.584810842657856
LBexp_1,8.2302575623,0.563699999999999
LBexp_2,4.0730192742,0.09889999999999866
LBexp_3,3.0461415932,-0.47410000000000174
LBtran_1,-10.3860464229,-2.0372000000000003
LBtran_2,-4.0632154636,-1.714500000000001
LBtran_3,-3.557273423,-1.8062000000000005
LBstat_1,0.1988483503,-2.535300000000001
LBstat_2,1.0945984661,-2.8787000000000003
LBstat_3,0.7676337057,-3.1891000000000016
LBGexp_1,2.9921586710000003,0.15589999999999904
LBGexp_2,5.8089445251,0.45179999999999865
LBGexp_3,4.8013338162,-0.10280000000000022
LBGtran_2,-1.063240385,-0.9157000000000011
LBGtran_3,-1.5263575749,-0.2898000000000014
LBGstat_1,9.3240577233,0.4538999999999991
LBGstat_2,11.828922435,0.5893999999999995
LBGstat_3,-0.6570075342,-0.5422000000000011
S0_1,-2.973982587,-0.6107000000000014
S0_2,-3.3499893917,-0.7789000000000001
S0_3,-4.9383726389,-1.0596000000000014
S1_1,0.4807048253,0.1659999999999986
S1_2,0.40578962300000004,0.1374999999999993
S1_3,2.0448309478,0.1938999999999993
S2_1,-4.2228145098,-1.1150000000000002
S2_2,-4.8583035471,-1.9271000000000011
S2_3,-4.3049670035,-2.3961000000000006
S3_1,-6.2353049766,-0.9052000000000007
S3_2,-7.4668817325,-0.9933000000000014
S4_1,-4.2972093392,-0.5175000000000018
S4_2,-4.0639232147,-1.1301000000000005
S4_3,-3.9678945370000003,-1.6890000000000018
S5_1,-2.3703387864,-0.8088000000000015
S5_2,-0.6605914620000001,-0.7376000000000005
S5_3,-1.0689603991,-0.6131000000000011
S6_1,1.5984267683,-1.617700000000001
S6_2,18.1955751744,-1.7574000000000005
S6_3,1.8513870709,-1.6420000000000012
S6/t_1,0.5461040278,-1.7909000000000006
S6/t_2,14.6620142108,-2.406200000000002
S6_4,0.0552990686,-1.9257000000000009
S6_5,0.267075732,-1.5502000000000002
S6_6,-0.7262487466,-1.3473000000000006
S7_4,0.8469434610000001,-1.3666000000000018
S7_5,1.254297854,-1.551400000000001
S7_6,0.5086454883,-1.2906000000000013
S8_4,1.0991553843,-1.8325000000000014
S8_5,6.3850896841,-1.4663000000000004
G135_1,7.9676839809,0.5749999999999993
G135_3,5.1435672893,-1.417300000000001
G150_1,4.4154023404,-0.08040000000000092
G150_2,10.8596618765,0.9685999999999986
G150_3,2.5775245762,0.1407999999999987
G180_1,7.0751606591,0.44289999999999985
G180_2,8.3821393605,0.8394999999999992
G180_3,5.8742019158000005,-0.3429000000000002
C30_1,-0.923615591,-0.6615000000000002
C30_2,-1.0174297304,-0.5339000000000009
C90_1,-2.8181737762,-0.9335000000000004
C90_2,-2.8775729985,-0.7293000000000003
BI_1,-4.2502518936,-0.9751000000000012
BI_2,-3.2184123683,-0.9578000000000007
BC_2,1.2956623227000001,-0.9369000000000014
BC/t_1,0.0790621975,-1.7600000000000016
BC/t_2,0.3630878336,-0.6908000000000012
BC_1,1.3943874414000001,-1.7500000000000018
Sw_1,-1.1468736316,-1.8714000000000013
Sw_2,-1.3208630353,-1.0875000000000004
BT_1,-3.0590553733,-2.8691000000000013
BT_2,-3.5628621162,-3.3970000000000002
B36_1,6.7159513018,-0.9255000000000013
B36_2,4.7818531814,-1.2318000000000016
B60_1,16.7479327368,-0.7334000000000014
B60_2,14.9423499554,-0.2234000000000016
M9exp_1,0.057352081000000006,0.26699999999999946
M9exp_2,0.0291626678,-0.029200000000001225
M9exp_3,-0.0865147488,-0.2378000000000018
M9tran_1,-3.1174554059,-0.7931000000000008
M9tran_2,-1.6278459707000001,-0.6285000000000007
M9tran_3,-4.1672337294,-0.5123000000000015
