,A,MexS,MexZ
R2,,0.8081969490754395,0.011074170964014751
xmin,,-10.66568081,-6.678396288
xmid,,,2.38060277716228
xmax,,2.650295785,3.077876753
ystart,,28.8683647413742,1.9439832594663429
yend,,-7.976895020879927,15.084256710301709
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.31650153870000003,0.250622628,-0.250029899
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.31650153870000003,-0.250622628,0.250029899
AB569_EDTA_NaNO2:NaNO2:1,-3.6494688082,0.7702116440000001,1.7284488150000001
AB569_EDTA_NaNO2:NaNO2:2,-3.8179439582,0.709074643,1.827378489
AB569_EDTA_NaNO2:EDTA:1,-1.7082400035,-0.025924263000000003,-0.354058851
AB569_EDTA_NaNO2:EDTA:2,-2.0895816308,-0.160116112,-0.749611537
AB569_EDTA_NaNO2:EDTA:3,-1.9240688134,-0.09726193,-0.45776654800000005
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.3423298305,0.480523342,1.666497458
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.8326173729,0.42786204800000005,1.5826421160000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.18275362750000002,-0.057435997,-0.019918751000000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.18275362750000002,0.057435997,0.019918751000000002
Anthranilate_metabolism_GntR_AntP:antP:1,0.054361483200000005,-0.5573488790000001,-0.29030225200000004
Anthranilate_metabolism_GntR_AntP:antP:2,0.0485519954,-0.34852997900000005,-0.09913211300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0855104012,-0.08124693300000001,0.013981155
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0855104012,0.08124693300000001,-0.013981155
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.4589187444,0.11885263800000001,-0.15159688600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.2686633686,0.12208178,0.47538496500000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.6689929404,-0.29758992700000003,0.40812112300000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.5103380663,-0.13817463,0.45946979200000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.7872890032,-0.685647337,-1.5892156750000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.2709165671000004,-0.694252065,-1.3518428820000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-5.0948632303,-0.469081835,-1.301998618
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.6223675471,-0.53887837,-1.479279299
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.4706982703,-0.29032677500000004,0.6805584530000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.20858908780000002,0.030084528000000003,0.402826638
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.366866321,-0.14892297100000002,0.483889294
Catabolise_Nucleic_Acids:L_asp:1,0.1418179765,-0.373149094,0.010880642000000001
Catabolise_Nucleic_Acids:L_asp:2,-0.6144883559000001,-0.742636347,-0.038769885000000004
Catabolise_Nucleic_Acids:DNA_1:1,0.2231907026,-0.049386283,0.033488580000000004
Catabolise_Nucleic_Acids:DNA_1:2,-0.5167830311,0.12955070100000002,0.19870917500000002
Catabolise_Nucleic_Acids:DNA_1:3,0.2935923285,-0.080164418,-0.232197755
Catabolite_repression:del_hfq_crc_wt:1,-0.24456377810000002,0.07541539700000001,-0.159795499
Catabolite_repression:del_hfq_crc_wt:2,0.24456377810000002,-0.07541539700000001,0.159795499
Catabolite_repression:delHfq:1,0.2665553658,-0.6770463670000001,-0.657662846
Catabolite_repression:delHfq:2,-0.0780334511,-0.725662278,-0.602960275
Catabolite_repression:deldcrc:1,-1.3954552762999999,-0.9177525200000001,-0.084076307
Catabolite_repression:deldcrc:2,-1.5411958297,-0.9715044930000001,-0.271105498
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.07742640540000001,-0.039745378000000005,-0.06059397800000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.261171098,-0.037443561,0.018657415
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.3385975034,0.077188939,0.041936563
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.20052481700000002,0.485634275,1.071778387
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.3343689056,0.7132512430000001,1.505210218
Diallyl_disulphide_treatment:PAO1_DDS:3,0.09344774260000001,0.535397381,1.501268062
Dispersed_cells:PAO1_dispersed_wt:1,0.3614127793,-0.187087302,-0.305761532
Dispersed_cells:PAO1_dispersed_wt:2,-0.3614127793,0.187087302,0.305761532
Dispersed_cells:PyhjH_dispersed:1,-1.6157256055,0.463193813,0.139631205
Dispersed_cells:PyhjH_dispersed:2,-2.7351450139,0.808269804,0.44932873500000003
Dispersed_cells:PA01_Planktonic:1,-3.5752817484,0.7063716640000001,0.418577423
Dispersed_cells:PA01_Planktonic:2,-3.4896227382,0.46023541300000004,0.23377634700000002
Dispersed_cells:PAO1_Biofilm:1,-0.046083441,0.6748387290000001,0.642158911
Dispersed_cells:PAO1_Biofilm:2,0.1831746292,1.088196857,0.5811438870000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.5549256676,-0.182342521,-0.11486783800000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-1.2165500555,-0.170506295,-0.31047039600000004
