,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.8916993802499995,0.2275871577415183,2.0,0.0,4.7307709577,5.0,5.0526278028,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.6271304502,0.5554886163598748,2.0,1.0,5.0199202177,6.0,4.2343406827,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.42019358705,0.1633895223803834,2.0,2.0,5.5357274263,7.0,5.3046597478,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.804427035050001,0.19809821158120844,2.0,3.0,4.9445036238,8.0,4.6643504463,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.0796550401000005,0.647945964442854,2.0,4.0,4.6214880548,9.0,5.5378220254,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.1017531417,0.010114067620733585,2.0,13.0,3.1089048675,14.0,3.0946014159,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,4.24179039675,0.30956360068091593,2.0,15.0,4.0228958755,18.0,4.460684918,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.09589579905,0.31220333890668645,2.0,16.0,4.3166568971,19.0,3.875134701,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,3.8063429205999997,0.4016392245926931,2.0,17.0,4.0903447399,20.0,3.5223411013,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.8682397094,0.3929154904069605,2.0,34.0,5.5904065017,38.0,6.1460729171,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.04420335455,0.024087321467090077,2.0,35.0,5.0612356629,39.0,5.0271710462,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.2169194196,0.05055361064423097,2.0,36.0,5.1811726187,40.0,5.2526662205,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,4.7082731007,0.3859725923459894,2.0,37.0,4.4353492633,41.0,4.9811969381,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,4.976689808150001,0.5523340907502391,2.0,42.0,5.3672489892,45.0,4.5861306271,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.3615950002999995,0.07066228769034796,2.0,43.0,5.4115607831,46.0,5.3116292175,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.1812000131,0.6705431852942616,2.0,44.0,4.7070543797,47.0,5.6553456465,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,3.4354214879000002,0.32272615646122105,2.0,56.0,3.6636233416,57.0,3.2072196342,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,3.9520284614,0.07511887187797534,2.0,58.0,3.8989113977,59.0,4.0051455251,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,4.29221990975,0.6202521953106453,2.0,60.0,3.8536353763999998,61.0,4.7308044431,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,4.262589418,0.2411280505808334,2.0,62.0,4.0920861383,63.0,4.4330926977,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,4.1304732922,0.06003319234015475,2.0,72.0,4.1729231696,73.0,4.0880234148,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,4.47014313795,0.07989780193480457,2.0,74.0,4.5266394155,75.0,4.4136468604,,
38,ICA-Set002__USA300 LAC CA-MHB Control,3.7019319821,0.2782349161888407,2.0,76.0,3.8986737781,77.0,3.5051901861,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,4.4875107892,0.14616372031755862,2.0,78.0,4.3841574314,79.0,4.590864147,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,3.7945876624499997,0.17297892171922363,2.0,80.0,3.6722730939,81.0,3.916902231,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,3.9150533861500003,0.08769323064042418,2.0,94.0,3.8530449081,96.0,3.9770618642,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,5.0986921547,0.0034317309132968973,2.0,95.0,5.0962655545,97.0,5.1011187549,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0,,
