,A,FruR,LldR
R2,,0.06604878481977106,0.007689662633075911
xmin,,-1.617429531,-1.474077559
xmid,,0.12837211688339625,0.6345408324626612
xmax,,2.206759201,1.523757372
ystart,,-0.23574732032653078,0.12789473811661534
yend,,7.230456322097134,-2.486706351626235
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.323102312,-0.033577288000000004,-0.041272318
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.323102312,0.033577288000000004,0.041272318
AB569_EDTA_NaNO2:NaNO2:1,-4.212134412,0.310594682,1.048900031
AB569_EDTA_NaNO2:NaNO2:2,-4.378229301,0.38399883700000004,1.001998268
AB569_EDTA_NaNO2:EDTA:1,-0.508666909,-0.454954595,0.31118557700000005
AB569_EDTA_NaNO2:EDTA:2,-0.790339157,-0.241800532,0.509399459
AB569_EDTA_NaNO2:EDTA:3,-0.29552425800000004,-0.296145439,0.440161173
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-5.217824254,-0.002801717,1.165809141
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.969539268,0.19781120100000002,1.36612757
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.049179945,-0.077580621,-0.15373753
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.049179945,0.077580621,0.15373753
Anthranilate_metabolism_GntR_AntP:antP:1,0.5740519740000001,-0.219275815,-0.060248786000000006
Anthranilate_metabolism_GntR_AntP:antP:2,0.195278063,0.17304623500000002,-0.08559588
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.108811582,-0.001529572,-0.065422857
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.108811582,0.001529572,0.065422857
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.413269996,0.210054708,-0.069347453
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.47944124600000004,0.39390550100000005,-0.044647503000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.70199236,-0.9650261950000001,-0.49632897600000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.6878682530000001,-0.410727803,-0.387672224
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.432693079,-0.776551765,-1.474077559
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.184492955,-0.709314517,-1.377641712
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.731695055,-0.513363484,-1.322342715
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,1.206795647,-1.044299799,-1.262704454
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.670711359,-0.62854099,-0.394337009
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.18770302300000002,0.317838186,0.20297035400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.315690908,0.46627176400000003,0.030085476000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.259527538,0.088079433,0.09183300200000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.259527538,-0.088079433,-0.09183300200000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.516195686,-0.064654054,-0.447152219
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.485662005,-0.21619456,-0.48237741500000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.097985294,-0.19558892700000002,0.06295318800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.258622944,0.242999088,0.08537963400000001
