k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,PchR – Pulcherrimin,PchR,Extracellular synthesis and import of pulcherrimin for iron acquisition,Elements,7,0.0,0.8571428571,0.6000000000000001,22
1,FadR – Fatty Acids,FadR,Fatty acid degradation,Carbon,17,0.0,1.0,0.7391304348000001,0
2,CodY – BCAA Limitation,CodY,"Uptake of di-/oligopeptides, uptake of guanosine, cell wall metabolism",Amino Acids,40,0.009997537011319446,0.875,0.1489361702,16
3,AcoR – Acetoin,AcoR,"Utilization of acetoin, extracellular energy storage",Carbon,3,0.0020411521760026474,1.0,0.75,7
4,SigW – Cell Wall Stress,SigW,"Adaptation to membrane active agents such as cefuroxime, antimicrobials from B. amyloliquefaciens, sdpC, and nisin. Control of membrane fluidity. Contains many unknown proteins.",Stress,50,0.0,0.9400000000000001,0.4351851852,34
5,Eps – Exopolymeric Substances,SigA  and  AbrB  and  RemA  and  SinR,"Biosynthesis of tasA and extracellular polysaccharides, the major components of the biofilm",Lifestyles,19,0.003414318321698251,1.0,0.9500000000000001,41
6,MalR – Malate,MalR,Malate uptake and utilization,Carbon,5,0.0011861242150182916,1.0,1.0,1
7,SigB-1 – General Stress 1,SigB,"Survival of general stressors including ethanol, salt, paraquat, heat, and freeze-thaw",Stress,118,0.008576657149861888,0.8644067797,0.3238095238,37
8,Fnr – Nitrate Respiration,Fnr  and  SigA,Nitrate respiration and nitrite extrusion,Oxygen Limitation,9,0.0,0.8888888889000001,0.8888888889000001,31
9,ResD – Oxygen Limitation,ResD,"Anaerobic nitrate respiration, bacteriocin production, heme, cytochrome, and ATP synthesis, copper homeostasis",Oxygen Limitation,76,0.008323325121970648,0.4342105263,0.4782608696,30
10,CcpA-2 – Low Glucose 2,[CcpA  and  SigA]  or  [CcpN],"Uptake, utilization, and regulation of alternative carbon sources: TCA intermediates, ribose, maltodextrin, galacto-oligosaccharides, acetoin, gluconate, etc. Suppression of glucose pathways. Stationary phase.",Carbon,85,0.0,0.6117647059,0.20392156860000002,10
11,ArsR+ – Diamide Stress,[ArsR]  or  [YodB]  or  [SigA  and  CtsR]  or  [SigA  and  CsoR],"Detoxification in response to: oxidative protein damage, arsenic, catechol, copper, toxic quinones",Multi-Purpose,30,0.0011041143758233618,0.4666666667,0.28,65
12,Yrk – Putative Sulfur Carriers,,Putative sulfur carriers. High activity under diamide stress,Elements,7,0.00030219927231500687,0.0,0.0,29
13,SigK-1 – Sporulation 5,SigK,"Production of spore coat and crust proteins, L-sulfolactate production, spore coat cross-linking, stress resistance, many unknown proteins",Sporulation,139,0.016099051325806135,0.618705036,0.4804469274,52
14,WapA – Intercellular Competition,SigA  and  YvrHb  and  DegU  and  WalR,Activation of WapA and its operon of unknown genes for interspecies toxin delivery,Lifestyles,17,0.0020598140287643174,0.1764705882,1.0,46
15,GerE / GerR – Mid-late Spore Coat,[SigK  and  GerE]  or  [SigK  and  GerR],"Production of spore coat and crust proteins. Omitted from sporulation analysis because all genes are contained by SigK1 & 2, and activity levels are very noisy in non-sporulating conditions.",Sporulation,17,9.995445017774163e-05,0.7647058824,0.1274509804,54
16,Ybc – Uncharacterized Operon,,Contains one subunit of NADH dehydrogenase with several unknown genes. Categorized as prophage. Responds to heat shock.,Stress,7,0.0009480821092946456,0.0,0.0,36
17,Uncharacterized 1,,"Contains a SigE/SigG inhibitor, spore coat proteins, translational proteins, oxidative stress response, many RNAs",Uncharacterized,30,0.0,,,66
18,ImmR – ICEBs1,ImmR,Mobile genetic element that participates in horizontal gene transfer,Mobile Genes,20,0.002663111087253256,0.9500000000000001,0.9500000000000001,58
19,Empty 1,,Contains no genes,Uncharacterized,0,0.0037660906909511294,,,80
20,"IolR / MelR – Inositol, Melibiose, and Acetoin",[IolR]  or  [MelR]  or  [AcoR],"Uptake and utilization of inositol, melibiose/raffinose, and acetoin",Multi-Purpose,29,0.0,0.8965517241000001,0.9285714286000001,60
21,StrRes – Translation,[stringent response]  or  [RplJ],"Production of ribosomes, translation initiation factors, ADP formation, protein processing and secretory machinery, DNA replication, RNA polymerase",Lifestyles,52,0.0,1.0,0.26,39
22,Spβ-1 – SP-β Prophage 1,,Temperature-responsive SP-beta prophage. Response to stressors such as cold and ethanol. Subset of  SPbeta Prophage 2.,Mobile Genes,2,0.0008510667365799751,0.0,0.0,56
23,SigD – Motility,SigD,"Production of flagella components and export machinery, chemotaxis receptors, use of extracellular energy (polyglutamic acid), regulation of swarming, sporulation inhibitors, cell wall turnover",Lifestyles,94,0.0,0.914893617,0.5733333333,40
24,Uncharacterized 5,,Contains many poorly characterized RNAs with noisy activity ,Uncharacterized,19,0.0,,,70
25,SigK-2 – Sporulation 6,SigK,"Production of outermost spore coat and crust proteins, mother cell lysis",Sporulation,97,0.0,0.5567010309,0.3016759777,53
26,Uncharacterized 6,,5’ ends of tRNAs and independent transcripts,Uncharacterized,6,0.0038632536794304118,,,71
27,SknR – Skin Element,SknR,Prophage element that disrupts the SigK gene but also plays roles in preventing early germination and regulating proliferation. Unknown and toxin resistance genes.,Mobile Genes,17,0.0,0.3529411765,0.5,59
28,Noise – S415,,Noisy independent transcript S415,Uncharacterized,2,0.000198548589323444,,,73
29,Noise – S1235,,"Independent transcript S1235, behaves similar to late sporulation I-modulons",Uncharacterized,1,0.0,,,74
30,ManR – Mannose,ManR,Utilization of mannose for cell wall synthesis. Needed for exponential growth in LB media (absent glucose) or in the presence of fructose,Carbon,6,8.259540081390071e-05,1.0,1.0,6
31,Noise – S1210,,Noisy independent transcript S1210,Uncharacterized,1,0.0007040871431100992,,,75
32,CzrA – Toxic Cation Export,CzrA,"Resistance to Zn, Cu, Co, Ni, and Cd",Elements,5,0.0,1.0,0.8333333333,27
33,Uncharacterized 3,,"Contains many poorly characterized RNAs with noisy activity but clear time correlations, especially in sporulation. May be indicative of overall decreased translational activity ",Uncharacterized,80,0.0,,,68
34,Uncharacterized 4,,Contains many poorly characterized RNAs with noisy activity ,Uncharacterized,62,0.0,,,69
