,A,FpvR
R2,,0.21235544333804057
xmin,,-1.1865339
xmid,,-0.16786336338762112
xmax,,3.526450517
ystart,,0.5305035195726346
yend,,18.25769585579246
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.083033169,-0.000603914
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.083033169,0.000603914
AB569_EDTA_NaNO2:NaNO2:1,-1.9030996488,0.9677093250000001
AB569_EDTA_NaNO2:NaNO2:2,-4.4622564814,1.125862093
AB569_EDTA_NaNO2:EDTA:1,8.6946576838,1.161782316
AB569_EDTA_NaNO2:EDTA:2,8.7725178046,1.189623937
AB569_EDTA_NaNO2:EDTA:3,8.4498990205,1.452981812
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.2343779964,1.503990919
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-5.9477865724,1.555860364
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.3393747778,-0.114303046
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.3393747778,0.114303046
Anthranilate_metabolism_GntR_AntP:antP:1,-0.0356840718,-0.711521571
Anthranilate_metabolism_GntR_AntP:antP:2,0.0494668818,-0.57432353
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.14461552630000002,-0.032107771
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.14461552630000002,0.032107771
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.5276835478000002,-0.284478557
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.1352884642,0.148983997
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.0643969989,-0.36514791
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.23834795820000002,-0.567834767
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.5508177418,-0.14788573200000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.9245317810000001,-0.23040378
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.3096394471,-0.08768360700000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.4234113759,-0.19086078
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.09914681110000001,-0.516750452
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.6504702626000001,0.08832919
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.2997769125,0.046863832
Catabolise_Nucleic_Acids:L_asp:1,-1.4265602496,0.26336191200000003
Catabolise_Nucleic_Acids:L_asp:2,-0.7421798192,0.313394202
Catabolise_Nucleic_Acids:DNA_1:1,0.463750298,0.019620975000000002
Catabolise_Nucleic_Acids:DNA_1:2,-0.5501790749000001,0.033445488
Catabolise_Nucleic_Acids:DNA_1:3,0.0864287769,-0.053066463
Catabolite_repression:del_hfq_crc_wt:1,-0.5198253468,-0.077065307
Catabolite_repression:del_hfq_crc_wt:2,0.5198253468,0.077065307
Catabolite_repression:delHfq:1,0.7043989260000001,0.955861723
Catabolite_repression:delHfq:2,-0.400263207,1.066638482
Catabolite_repression:deldcrc:1,-6.1786836524,0.609219006
Catabolite_repression:deldcrc:2,-5.8936642775,0.6876835370000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.6343043123000001,0.007917724000000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.5392110709,0.074559811
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.0950932414,-0.082477535
Diallyl_disulphide_treatment:PAO1_DDS:1,4.0778250972,1.286582861
Diallyl_disulphide_treatment:PAO1_DDS:2,8.4147153317,1.192344792
Diallyl_disulphide_treatment:PAO1_DDS:3,8.6291995873,1.242334691
Dispersed_cells:PAO1_dispersed_wt:1,0.42032733440000003,0.043668062
Dispersed_cells:PAO1_dispersed_wt:2,-0.42032733440000003,-0.043668062
Dispersed_cells:PyhjH_dispersed:1,-1.9078468452,1.031020341
Dispersed_cells:PyhjH_dispersed:2,-0.37300168770000003,1.003665877
Dispersed_cells:PA01_Planktonic:1,8.0149270053,2.804893786
Dispersed_cells:PA01_Planktonic:2,8.1257304686,2.774845037
Dispersed_cells:PAO1_Biofilm:1,9.8530611996,1.662623928
Dispersed_cells:PAO1_Biofilm:2,10.6849673836,2.002093785
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.47985840550000003,-0.714660093
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.6090251932,-0.73482339
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.3873703278,-0.8115215360000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.31889897030000003,0.052194976000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.3222466829,0.003374591
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.0033477126000000003,-0.05556956800000001
Farnesol_treatment:RNA of 0-1F_L:1,-0.2251599283,0.14557715300000001
Farnesol_treatment:RNA of 0-1F_L:2,0.13725059480000001,0.042039425000000005
Farnesol_treatment:RNA of 0-1F_L:3,0.0879093335,-0.187616578
Farnesol_treatment:RNA of 6-F_L1:1,1.1921694844,0.26343641
Farnesol_treatment:RNA of 6-F_L1:2,3.2157494018,0.215201102
Farnesol_treatment:RNA of 6-F_L1:3,2.8416031836,0.449441016
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.6001396663,0.022767397
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.6001396663,-0.022767397
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.1167869368,-0.138859951
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.0746620065,-0.139774733
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.3099730638,0.132692463
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.5942061897,0.28816631800000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,2.4120424836,0.25106473900000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.9592785447000001,-0.067055978
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.6750454188,-0.353802803
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.2532659073,0.540437536
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.0389066758,-0.11337131800000001
HapZ_SagS_mutant:delHapZp:1,-0.47033985030000003,-0.13772114200000002
HapZ_SagS_mutant:delHapZp:2,-0.7868420168,-0.089466603
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.887710438,0.29497526700000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-1.8488037621000002,-0.18160394900000001
HapZ_SagS_mutants:delHApZ:1,1.3449827069,-0.36095367700000003
HapZ_SagS_mutants:delHApZ:2,1.6634450236,-0.25792781200000003
HapZ_SagS_mutants:delHApZ:3,-0.8219913444,-0.271465485
HapZ_SagS_mutants:delSagS:1,-0.195890796,-0.131790014
HapZ_SagS_mutants:delSagS:2,-0.4943612498,-0.17733525600000002
HapZ_SagS_mutants:delSagS:3,2.3635764232,0.239258099
HapZ_SagS_mutants:delHapZp:3,0.262852,-0.011442671000000001
Lung_infection_transcriptome:PA01_LS1:1,4.8871915711,-0.8852008440000001
Lung_infection_transcriptome:PA01_LS1:2,5.9474081626,-0.982307663
Lung_infection_transcriptome:PA01_CS1:1,-0.6035722137,-0.033668373
Lung_infection_transcriptome:PA01_CS1:2,0.6035722137,0.033668373
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-1.633709535,0.16143527800000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,1.633709535,-0.16143527800000002
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-2.3833624126,-0.115908827
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-3.1543354338,0.437950088
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-2.3115791591,0.227305788
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-3.5448386881,0.014411495000000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.9929047615000001,-0.486350987
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,2.7182645388999997,0.058222777
Metabolic_fitness_plasmid:PAO1_pBS228:1,-0.1524917973,0.025009089
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.7235424825,-0.032894366
Metabolic_fitness_plasmid:PAO1_RmS149:1,3.6605021124,-0.447502915
Metabolic_fitness_plasmid:PAO1_RmS149:2,3.307144606,0.107665648
Mucin_glycans:ABTGC:1,-0.8835592137,0.093686554
Mucin_glycans:ABTGC:2,-0.0589069325,0.073203795
Mucin_glycans:ABTGC:3,0.4956078414,-0.101277844
Mucin_glycans:ABTGC:4,0.3667602757,-0.023807147
Mucin_glycans:ABTGC:5,0.08009802910000001,-0.041805358
Mucin_glycans:MUC5B:1,-8.1023383907,-1.033228703
Mucin_glycans:MUC5B:2,-7.5351372733,-0.91643991
Mucin_glycans:Glycans:1,-1.7729505573000002,0.001346589
Mucin_glycans:Glycans:2,-0.6917045834000001,0.036573834
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.5334037618,1.081595592
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.9898172916,1.031422082
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,2.8534093725,1.348181194
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.0366123355,-0.981762903
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.5997947686,-0.7921692960000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-2.0905923423,-0.8493932080000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.2674815353,0.780830075
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.8855362562,0.8174416120000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.0685042304,0.796404565
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.9487723753,-0.837747843
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-0.26456618460000003,-0.612811118
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-3.008183462,-0.9441172910000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.007217597300000001,0.015645343000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.007217597300000001,-0.015645343000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.8808555035000001,-0.310856153
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.7350730406,-0.398428216
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.9060133701,0.017070857000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.4723946001,-0.037345116000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,2.8446073794,-0.74485482
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,3.6269580832,-0.841990211
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.7231106307,-0.77256525
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.9276487471,-0.8626424370000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.0717195513,0.021802816000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.344517933,-0.06802717700000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.4246187917,0.027690737000000003
