,A,Sfa2
R2,,0.2212432910291524
xmin,,-5.505676147
xmid,,-1.6149152258627346
xmax,,4.749796405
ystart,,-5.3599401066434975
yend,,17.047969433983464
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.599877703,0.023274718
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.599877703,-0.023274718
AB569_EDTA_NaNO2:NaNO2:1,-16.19114397,-1.3442787840000001
AB569_EDTA_NaNO2:NaNO2:2,-16.6514164,-1.268301179
AB569_EDTA_NaNO2:EDTA:1,-17.05128041,-2.711261472
AB569_EDTA_NaNO2:EDTA:2,-17.41609354,-2.034886231
AB569_EDTA_NaNO2:EDTA:3,-16.97849701,-1.909748188
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-20.97661314,-1.358997966
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-20.72029352,-1.589942115
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.273789807,-0.108546187
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.273789807,0.108546187
Anthranilate_metabolism_GntR_AntP:antP:1,4.050237787,0.290684188
Anthranilate_metabolism_GntR_AntP:antP:2,4.509329911,0.511568447
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.16994883500000002,-0.018538274
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.16994883500000002,0.018538274
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.786056785,-0.095380056
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.7111695789999999,0.7254566250000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.281193499,0.18515172700000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.05760745900000001,0.46859465
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-16.47100146,-1.6322577360000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-13.60969884,-1.3947059130000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-16.48968166,-1.3300944110000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-15.96676735,-1.573444429
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.516906696,0.505279723
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.540181821,0.590251905
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.186237443,0.7437318390000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.060836999999999995,0.13796550200000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.060836999999999995,-0.13796550200000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,7.6266968550000005,0.060440544000000006
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,8.666369313,0.053110369000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-6.11310669,-0.977290878
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-6.097729086,-0.89100979
Catabolite_repression:del_hfq_crc_wt:1,0.2620784,-0.25103816500000004
Catabolite_repression:del_hfq_crc_wt:2,-0.2620784,0.25103816500000004
Catabolite_repression:delHfq:1,-3.061630115,-2.303215673
Catabolite_repression:delHfq:2,-2.783297182,-2.32545731
Catabolite_repression:deldcrc:1,-4.150519597,-2.356799647
Catabolite_repression:deldcrc:2,-5.575459116,-2.753819487
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.048231044,-0.003944022
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.21408996200000002,0.09956155300000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.262321006,-0.095617532
Diallyl_disulphide_treatment:PAO1_DDS:1,5.274629738,-1.82651325
Diallyl_disulphide_treatment:PAO1_DDS:2,5.43344054,-1.711431586
Diallyl_disulphide_treatment:PAO1_DDS:3,6.0675749,-1.665618716
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.08529191300000001,0.723294973
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.08529191300000001,-0.723294973
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.12488850600000001,0.600832178
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.220160133,0.982827498
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.17957840400000002,-0.181902167
HapZ_SagS_mutant:delHapZp:1,-1.827510652,0.218152336
HapZ_SagS_mutant:delHapZp:2,-1.9001786680000001,0.049572536
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.16774501900000002,0.051504633
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.011833385,0.130397535
HapZ_SagS_mutants:delHApZ:1,1.110437514,-0.11149054600000001
HapZ_SagS_mutants:delHApZ:2,1.033247566,0.17871861900000002
HapZ_SagS_mutants:delHApZ:3,0.7066371490000001,-0.409552281
HapZ_SagS_mutants:delSagS:1,1.344063142,0.310557066
HapZ_SagS_mutants:delSagS:2,1.451044207,0.23515337
HapZ_SagS_mutants:delSagS:3,1.307769185,0.45643055600000004
HapZ_SagS_mutants:delHapZp:1,-2.115164232,0.084687334
yhjH_knockout:PA_delyhjH_wt:1,0.088625981,0.06435964
yhjH_knockout:PA_delyhjH_wt:2,-0.088625981,-0.06435964
yhjH_knockout:PA_delyhjH:1,3.677496783,1.236029629
yhjH_knockout:PA_delyhjH:2,3.9259549920000003,1.124750149
yhjH_knockout:PA_delwspF:1,5.292153505,1.029705332
yhjH_knockout:PA_delwspF:2,3.012109083,0.305687131
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,10.36341891,0.700577309
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,4.101026505,0.45168028400000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.200792139,0.612296123
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.621861917,0.442399048
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.340873507,-0.104262459
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-1.37035479,-0.237887644
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.622081483,0.192000902
