,BSU__misc_RNA_54
LBexp_1,12.8478
LBexp_2,11.5331
LBexp_3,10.5442
LBtran_1,9.8504
LBtran_2,9.2981
LBtran_3,8.5969
LBstat_1,8.854
LBstat_2,8.8686
LBstat_3,8.3948
LBGexp_1,12.8756
LBGexp_2,12.7007
LBGexp_3,12.253
LBGtran_2,9.6113
LBGtran_3,11.44
LBGstat_1,10.4667
LBGstat_2,9.4413
LBGstat_3,10.2935
S0_1,10.0727
S0_2,9.8796
S0_3,9.687100000000001
S1_1,12.0909
S1_2,12.1105
S1_3,11.8482
S2_1,10.6493
S2_2,9.8244
S2_3,9.8919
S3_1,11.3113
S3_2,11.3923
S4_1,13.234
S4_2,12.3269
S4_3,12.2404
S5_1,13.1692
S5_2,13.2188
S5_3,13.2146
S6_1,12.8194
S6_2,9.8614
S6_3,13.0901
S6/t_1,12.9451
S6/t_2,10.0332
S6_4,12.6664
S6_5,13.2153
S6_6,13.466
S7_4,13.1962
S7_5,13.0244
S7_6,12.3252
S8_4,12.9368
S8_5,12.1917
G135_1,12.594899999999999
G135_3,11.0323
G150_1,11.6997
G150_2,13.2348
G150_3,12.1283
G180_1,12.9055
G180_2,13.589
G180_3,12.844
C30_1,12.4314
C30_2,13.0425
C90_1,11.4753
C90_2,11.9336
BI_1,11.0744
BI_2,10.9538
BC_2,10.9161
BC/t_1,11.4895
BC/t_2,12.004
BC_1,10.4428
Sw_1,10.4703
Sw_2,9.9883
BT_1,10.954
BT_2,10.7443
B36_1,12.4192
B36_2,12.5676
B60_1,11.3434
B60_2,11.5496
M9exp_1,12.8997
M9exp_2,12.605
M9exp_3,12.537700000000001
M9tran_1,11.8055
M9tran_2,11.958
M9tran_3,12.5386
M9stat_1,9.7419
M9stat_2,9.212
M9stat_3,9.0356
M+G_1,10.8897
M+G_2,12.0106
M+G_3,11.8455
Glu_1,13.1509
Glu_2,13.1729
Glu_3,13.3063
Fru_1,13.7729
Fru_2,12.5707
Fru_3,12.2023
Mal_1,9.7867
Mal_2,11.7657
Mal_3,11.068
G+S_2,11.4604
G+S_3,12.600200000000001
Pyr_1,11.6326
Pyr_2,12.4036
Pyr_3,12.1839
Gly_1,10.8192
Gly_2,11.3393
Gly_3,10.4591
Glucon_1,11.8199
Glucon_2,12.7111
Glucon_3,11.5692
aero_1,12.5631
aero_2,10.0534
aero_3,11.399000000000001
nit_1,12.0699
nit_2,11.8021
nit_3,11.6624
ferm_1,11.0633
ferm_2,11.1973
ferm_3,12.105
T-5.40H_1,12.9951
T-4.40H_1,13.0168
T-3.40H_1,12.6367
T-2.40H_1,11.8467
T-1.40H_1,11.9427
T-1.10H_1,12.1316
T-0.40H_1,12.237
T0.0H_1,11.6059
T0.30H_1,10.7003
T1.0H_1,10.0957
T1.30H_1,10.0747
T2.0H_1,9.9985
T2.30H_1,10.5566
T3.0H_1,10.3854
T3.30H_1,10.555
T4.0H_1,10.6272
T5.0H_1,10.479
HPh_1,13.1563
HPh_2,12.9679
HPh_3,13.1907
LPh_1,12.8959
LPh_2,13.3962
LPh_3,12.8012
LPhT_1,11.4526
LPhT_2,11.3683
LPhT_3,11.4785
SMMPr_1,11.7754
SMMPr_2,11.4119
SMMPr_3,11.1906
HiTm_1,9.7326
HiTm_2,11.3913
HiTm_3,11.6714
LoTm_1,12.9856
LoTm_2,12.8219
LoTm_3,12.4842
HiOs_1,12.4762
HiOs_2,12.6167
HiOs_3,12.6752
BMM_1,13.35
BMM_2,13.1775
BMM_3,12.9122
Heat_1,12.6839
Heat_2,12.5113
Heat_3,11.9435
Cold_1,14.1834
Cold_2,13.4052
Cold_3,12.0462
Etha_1,9.2914
Etha_2,9.2548
Etha_3,9.1755
SMM_1,12.3239
SMM_2,12.3156
SMM_3,12.3094
Salt_1,10.7854
Salt_2,10.5029
Salt_3,10.3044
Mt0_1,11.4853
Mt0_3,12.4508
M0t45_1,10.2852
M0t45_2,10.734
M0t45_3,10.7142
M0t90_1,8.5027
M0t90_2,9.4231
M0t90_3,8.7591
M40t45_1,9.3438
M40t45_2,9.7122
M40t45_3,11.6355
M40t90_1,8.3042
M40t90_2,8.9761
M40t90_3,9.0719
dia0_1,11.1491
dia0_2,11.4664
dia0_3,12.0104
dia5_1,9.8273
dia5_2,10.8965
dia5_3,11.3754
dia15_1,11.7249
dia15_2,12.8876
dia15_3,12.0764
Diami_1,11.9327
Diami_2,11.5745
Diami_3,11.9523
Paraq_1,13.52
Paraq_2,13.4964
Paraq_3,11.4075
H2O2_1,13.0038
H2O2_2,13.0068
H2O2_3,12.6486
Oxctl_1,12.6508
Oxctl_2,12.7819
Oxctl_3,13.4488
GM-0.1_1,13.0681
GM-0.2_1,13.1865
GM+5_1,12.793800000000001
GM+15_1,12.7662
GM+25_1,13.2025
GM+45_1,13.1624
GM+60_1,12.8643
GM+90_1,13.2661
GM+120_1,12.0736
GM+150_1,12.1974
GM-0.1_2,13.6797
GM-0.2_2,13.3328
GM+5_2,13.0622
GM+10_2,12.9628
GM+15_2,12.9044
GM+25_2,13.0758
GM+45_2,12.4247
GM+60_2,12.2839
GM+90_2,12.7662
GM+150_2,11.2363
GM-0.1_3,13.0899
GM-0.2_3,13.0173
GM+5_3,12.8242
GM+10_3,11.5121
GM+15_3,12.4396
GM+25_3,12.4155
GM+45_3,12.7644
GM+60_3,12.1811
GM+90_3,11.9683
GM+120_3,12.1474
GM+150_3,12.0137
MG-0.1_1,13.0091
MG+5_1,12.97
MG+10_1,13.1403
MG+15_1,12.4941
MG+25_1,13.1143
MG+45_1,12.9047
MG+120_1,12.2008
MG+150_1,11.937
MG-0.1_2,12.2932
MG-0.2_2,12.7886
MG+5_2,12.8363
MG+10_2,13.0288
MG+15_2,13.6547
MG+25_2,12.941
MG+45_2,12.8403
MG+60_2,13.2322
MG+90_2,12.3716
MG+120_2,13.2851
MG-0.1_3,13.5863
MG-0.2_3,13.4063
MG+5_3,12.6862
MG+10_3,12.838
MG+15_3,13.5667
MG+25_3,13.604
MG+45_3,13.8014
MG+60_3,13.336
MG+90_3,13.4343
MG+120_3,12.8665
MG+150_3,12.8438
