,A,MvfR,LasR
R2,,0.3459110157611861,0.13004135642467163
xmin,,-2.491788289,-3.729719845
xmid,,,
xmax,,3.243503066,3.436539666
ystart,,-16.226780309429557,-14.478358644500195
yend,,16.624102541120266,8.360232491832866
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.8490393570000001,0.43953029200000004,0.35645662
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.8490393570000001,-0.43953029200000004,-0.35645662
AB569_EDTA_NaNO2:NaNO2:1,-4.316739024,1.249049967,1.63448723
AB569_EDTA_NaNO2:NaNO2:2,-4.727860046,0.934960432,1.5757200820000001
AB569_EDTA_NaNO2:EDTA:1,5.143523212,1.808138869,0.9371552040000001
AB569_EDTA_NaNO2:EDTA:2,4.5556746,1.690631883,1.190362265
AB569_EDTA_NaNO2:EDTA:3,4.658946603,1.571192618,1.266920188
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-5.646157297,0.8332323960000001,1.673509005
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-6.003597404,0.8654367190000001,1.897404522
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.232850404,0.015749675,-0.011095815
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.232850404,-0.015749675,0.011095815
Anthranilate_metabolism_GntR_AntP:antP:1,0.37069859600000005,0.02739136,1.066170585
Anthranilate_metabolism_GntR_AntP:antP:2,0.188534331,-0.071433824,1.036740345
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.05138045,0.006614148,0.11384656500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.05138045,-0.006614148,-0.11384656600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.451678981,0.018379844000000003,-0.573064058
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.591767816,0.09266031400000001,-0.334188985
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.5127934390000002,-0.024752001000000003,0.494011189
