,A,Dnr
R2,,0.2632156649916635
xmin,,-5.981426667
xmid,,
xmax,,4.809030111
ystart,,-15.85882971194714
yend,,12.87469936986955
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.8703776847,-0.33212996300000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.8703776847,0.33212996300000003
AB569_EDTA_NaNO2:NaNO2:1,-4.8050914296,-2.212944892
AB569_EDTA_NaNO2:NaNO2:2,-4.8935267642,-1.77083698
AB569_EDTA_NaNO2:EDTA:1,-0.1920806897,-1.473702187
AB569_EDTA_NaNO2:EDTA:2,0.4249742436,-1.978841262
AB569_EDTA_NaNO2:EDTA:3,-0.39272568680000003,-2.067638287
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-3.6024048902,-2.172064473
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-2.2734703074000002,-1.4290740990000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.149366501,0.006977635
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.149366501,-0.006977635
Anthranilate_metabolism_GntR_AntP:antP:1,-0.482081688,0.5147234940000001
Anthranilate_metabolism_GntR_AntP:antP:2,0.3730413621,0.9188606850000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.021034784,0.0056712180000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.021034784,-0.0056712180000000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.4788464287,-0.42109512800000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.2992232876,-0.565625189
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.0335156409,-0.425434739
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.608092354,-0.695634771
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,6.3082472618,0.598776304
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,6.2080880516,0.6656411320000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,6.1388488368,0.719623242
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,6.4793123535,0.54154156
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.1280463408,-0.39520222600000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.7579267124,-0.38666235
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.1060597001,-0.36132207
Catabolise_Nucleic_Acids:L_asp:1,2.7308205535,-0.007540904
Catabolise_Nucleic_Acids:L_asp:2,-4.1318002551,-0.381941754
Catabolise_Nucleic_Acids:DNA_1:1,-0.2565645136,-0.017114069000000003
Catabolise_Nucleic_Acids:DNA_1:2,0.6656441006,0.268474643
Catabolise_Nucleic_Acids:DNA_1:3,-0.40907958710000003,-0.25136057300000003
Catabolite_repression:del_hfq_crc_wt:1,-0.1911631348,0.155397363
Catabolite_repression:del_hfq_crc_wt:2,0.1911631348,-0.155397363
Catabolite_repression:delHfq:1,0.2305605597,0.338065447
Catabolite_repression:delHfq:2,0.6274903546,0.508549016
Catabolite_repression:deldcrc:1,1.0002931482,0.31383014600000003
Catabolite_repression:deldcrc:2,0.4011214763,0.44445076200000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.0044924597000000005,-0.285639511
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.4003285744,-0.079727346
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.40482103410000003,0.365366858
Diallyl_disulphide_treatment:PAO1_DDS:1,6.9376087411,-0.80073109
Diallyl_disulphide_treatment:PAO1_DDS:2,6.8386664265,-0.7598774450000001
Diallyl_disulphide_treatment:PAO1_DDS:3,2.5804903378,-0.367344329
Dispersed_cells:PAO1_dispersed_wt:1,-1.457854398,-0.20772669700000002
Dispersed_cells:PAO1_dispersed_wt:2,1.457854398,0.20772669700000002
Dispersed_cells:PyhjH_dispersed:1,3.6581632242,0.50390084
Dispersed_cells:PyhjH_dispersed:2,3.6638098880000003,0.403324893
Dispersed_cells:PA01_Planktonic:1,-24.827637324,-5.442938046
Dispersed_cells:PA01_Planktonic:2,-26.2308638189,-5.981426667
Dispersed_cells:PAO1_Biofilm:1,-24.9541840223,-4.2136740360000005
Dispersed_cells:PAO1_Biofilm:2,-26.1968270344,-4.338521867
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.37127235550000004,0.39795103800000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.2515300274,0.42746132600000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.780090248,0.169671562
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.3414989939,0.105883421
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.11826464090000001,0.475724115
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.2232343531,-0.581607536
Farnesol_treatment:RNA of 0-1F_L:1,1.0862081403,0.237380749
Farnesol_treatment:RNA of 0-1F_L:2,-0.31050630100000004,-0.018034303
Farnesol_treatment:RNA of 0-1F_L:3,-0.7757018393,-0.219346446
Farnesol_treatment:RNA of 6-F_L1:1,-0.0502489065,0.163406232
Farnesol_treatment:RNA of 6-F_L1:2,-0.0275991235,-0.00112091
Farnesol_treatment:RNA of 6-F_L1:3,0.022813650600000002,-0.132924035
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.11125349999999999,-0.01839968
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.11125349999999999,0.01839968
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.636405518,0.274467318
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.2641586407,0.050554359
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.2793002966,-1.051373622
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.1173494108,-0.42300071100000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-0.45470190450000003,-0.8353158730000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.9302335388,0.144461011
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.7682826531,1.329913322
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-3.118779749,-0.51701138
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.38247851520000004,-0.8319643630000001
HapZ_SagS_mutant:delHapZp:1,-1.4062014346,0.241073367
HapZ_SagS_mutant:delHapZp:2,-1.1752930438,-1.178852496
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.3020032354,1.987579779
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.08047527980000001,-1.155615415
HapZ_SagS_mutants:delHApZ:1,-0.4646219244,-0.885846949
HapZ_SagS_mutants:delHApZ:2,-0.8874745547,-0.638176882
HapZ_SagS_mutants:delHApZ:3,-0.0856995488,-0.578955761
HapZ_SagS_mutants:delSagS:1,-1.232946736,-0.15365794800000002
HapZ_SagS_mutants:delSagS:2,-2.0970451039,-1.129703547
HapZ_SagS_mutants:delSagS:3,0.10387826500000001,1.75418407
HapZ_SagS_mutants:delHapZp:3,-2.3494676217,-0.32860290600000003
Lung_infection_transcriptome:PA01_LS1:1,-0.7661337834,-0.6864441320000001
Lung_infection_transcriptome:PA01_LS1:2,-0.5535535793,-0.554383786
Lung_infection_transcriptome:PA01_CS1:1,-0.0570673458,-0.008920759
Lung_infection_transcriptome:PA01_CS1:2,0.0570673458,0.008920759
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-3.3913515227,0.11607194400000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,3.3913515227,-0.11607194400000001
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-5.670161821,-0.288129915
