,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.8098509296,0.15705043941687574,2.0,0.0,2.6987994989,5.0,2.9209023603,,
1,U01-Set001__USA300 LAC CA-MHB Control,3.2443494211,0.4499617351513713,2.0,1.0,3.5625204153,6.0,2.9261784269,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.2173039029000003,0.35121819194445136,2.0,2.0,2.9689551377,7.0,3.4656526681,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.8921167617,0.07265748252871872,2.0,3.0,2.8407401631,8.0,2.9434933603,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.2896291372500004,0.021752286301355863,2.0,4.0,3.3050103264,9.0,3.2742479481,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.25968342255,0.49201869958904426,2.0,13.0,3.6075931815,14.0,2.9117736636,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.3125972192499997,0.19034321736265744,2.0,15.0,3.447190199,18.0,3.1780042395,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,3.43370704105,0.3216298546428461,2.0,16.0,3.6611336923,19.0,3.2062803898,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,3.1287293196999997,0.12228067952467982,2.0,17.0,3.042263822,20.0,3.2151948174,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
