,A,malT
R2,,0.12111288655823316
xmin,,-5.5309475062
xmid,,-2.607003553793463
xmax,,3.5023144526000003
ystart,,-6.089271136069094
yend,,3.506345353559239
2AA:WT:1.0,-0.6350967740000001,0.0457423564
2AA:WT:2.0,-0.26509943680000003,0.0124827098
2AA:WT:3.0,0.8882984841,-0.048398858100000004
2AA:WT:4.0,0.0118977267,-0.0098262081
2AA:del_ridA:1.0,-0.0885195545,-0.0968837156
2AA:del_ridA:2.0,0.2850256029,-0.1987877646
2AA:del_ridA:3.0,0.5548456580000001,-0.2458959225
2AA:del_ridA:4.0,0.3616313617,-0.11318768650000001
GC_MS:WT:1.0,-0.1477613105,0.1622366849
GC_MS:WT:2.0,0.1482011604,-0.0310839346
GC_MS:WT:3.0,-0.00043985,-0.13115275040000002
GC_MS:del_slyA:1.0,-0.7144962077,0.9146915142
GC_MS:del_slyA:2.0,-0.5014589513000001,0.9201220817
Rho:WT:1.0,-0.1491253652,0.10192195550000001
Rho:WT:2.0,0.3828734106,-0.1636343975
Rho:WT:3.0,-0.23374804540000002,0.061712442000000006
Rho:rho_Y80C:1.0,-1.6407388996,1.2615512746
Rho:rho_Y80C:2.0,-1.2821941336,0.9623695639000001
Rho:rho_Y80C:3.0,-1.6537320718,0.9666381854
Rho:rho_K130Q:1.0,-1.6099246569,0.50386738
Rho:rho_K130Q:2.0,-1.8668578745,0.6801885075
Rho:rho_K130Q:3.0,-1.6948944768,0.6898846715
flagella:WT:1.0,-0.24094214120000002,-0.033089181700000005
flagella:WT:2.0,0.24094214120000002,0.033089181700000005
flagella:del_rfaL:1.0,-0.7908128186000001,-0.0664017797
flagella:del_rfaL:2.0,-0.8835457137,0.0056045728
flagella:del_rfaG:1.0,3.5676578309,0.28199625500000003
flagella:del_rfaG:2.0,3.8676712719,0.2497141037
flagella:del_rfaD:1.0,2.1167349588,-0.3019074673
flagella:del_rfaD:2.0,2.6063133202,-0.1900052432
nusG:WT_OD08:1.0,-1.5494171276,-0.0207482802
nusG:WT_OD08:2.0,1.5494171276,0.0207482802
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-14.0272836194,-0.132360642
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-13.4491859483,-1.0712378514
omv:spi2_ind_highOD_intracellularRNAs:1.0,-14.5103112556,-0.5645185028
omv:spi1_ind_highOD_intracellularRNAs:1.0,-13.3242719494,0.8526405986000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,-14.8213802977,-0.2166984481
omv:spi2_ind_highOD_intracellularRNAs:3.0,-15.1992989161,-0.3532862754
omv:controlPCN_highOD_intracellularRNAs:1.0,-10.6648219988,1.0011585172
omv:controlPCN_highOD_intracellularRNAs:2.0,-8.0368480018,1.3977587274
omv:controlPCN_highOD_intracellularRNAs:3.0,0.8968450113,0.8665399742000001
omv:spi1_ind_highOD_intracellularRNAs:2.0,-13.7876950684,0.7122019407
omv:spi1_ind_highOD_intracellularRNAs:3.0,-13.0819543118,0.9994219186000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.47135112440000004,0.410647888
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.6903322194,-0.6595128666
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-14.5453376261,-1.1980810444
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.21898109500000001,0.24886497870000002
sv5015:STM1625:1.0,0.3327891014,0.6822105425
sv5015:STM1625:2.0,0.6469945626,0.6059004275000001
sv5015:STM1625:3.0,0.4296745463,0.6332110401000001
sv5015:STM0581:1.0,1.1341896473,0.3622113254
sv5015:STM0581:2.0,0.8007909661,0.24730959930000002
sv5015:STM0581:3.0,1.5642358389000002,0.4484271333
sv5015:WT:1.0,-0.24476991180000002,-0.066213292
sv5015:WT:2.0,0.4595084337,-0.0265343031
sv5015:WT:3.0,-0.21473852200000001,0.0927475951
tomato:tomato_root:1.0,-13.1586170692,-1.5622855345
tomato:tomato_root:2.0,-15.0456278561,-1.9531794474000002
tomato:tomato_root:3.0,-12.8857539345,-1.8542987603
tomato:LB:1.0,0.5398212339,-0.1171461512
tomato:LB:2.0,-0.5398212339,0.1171461512
AcrB_efflux_virulence:AcrB_D408A:1.0,2.3132093024,0.1435128282
AcrB_efflux_virulence:AcrB_D408A:2.0,1.6754472864,0.132359627
AcrB_efflux_virulence:AcrB_D408A:3.0,0.1610614641,0.0412160772
AcrB_efflux_virulence:WT:1.0,-0.1688593217,0.0496062351
AcrB_efflux_virulence:WT:2.0,0.2004919299,-0.1246756113
AcrB_efflux_virulence:WT:3.0,-0.0316326082,0.0750693762
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,2.7822959402,-0.29459324740000004
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-13.8395664736,-3.4161707322
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-13.4366103443,-3.7097456215999998
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,3.6370906646,-0.335886933
