,A,LiuR
R2,,0.5698820952851027
xmin,,-3.441529155
xmid,,
xmax,,3.698495495
ystart,,-11.556792339110974
yend,,11.067139816269489
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.128297894,0.400034145
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.128297894,-0.400034145
AB569_EDTA_NaNO2:NaNO2:1,3.257751832,2.056848909
AB569_EDTA_NaNO2:NaNO2:2,4.05238139,2.357149208
AB569_EDTA_NaNO2:EDTA:1,6.148928542,1.5011294940000002
AB569_EDTA_NaNO2:EDTA:2,6.893654533,1.810783576
AB569_EDTA_NaNO2:EDTA:3,5.938096819,1.563937631
AB569_EDTA_NaNO2:NaNO2_EDTA:1,7.273389654,2.808947422
AB569_EDTA_NaNO2:NaNO2_EDTA:2,7.956676768,3.263966847
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.17937967700000002,-0.009365098
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.17937967700000002,0.009365098
Anthranilate_metabolism_GntR_AntP:antP:1,-0.544884681,-1.099790958
Anthranilate_metabolism_GntR_AntP:antP:2,-1.152560838,-1.311593076
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.114572667,0.09026914400000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.114572667,-0.09026914400000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.116699791,-0.801832458
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.290117391,-0.44142189
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.438555426,0.253668816
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.43443161500000005,0.37057099600000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,6.272131533,0.255935215
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,5.649478445,0.501368095
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,6.125498734,0.51377729
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,6.164514724,0.428728677
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.284555355,0.174324051
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.042092269,-0.185764645
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.0013803390000000002,0.154933606
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.111100245,0.04006599
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.111100245,-0.04006599
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,9.979795155,3.698495495
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,9.601876831,3.370967853
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,6.319630729,1.009551443
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,5.322137471,0.689732448
Catabolite_repression:del_hfq_crc_wt:1,-0.49418828800000003,-0.25197417
Catabolite_repression:del_hfq_crc_wt:2,0.49418828800000003,0.25197417
Catabolite_repression:delHfq:1,2.887112139,-1.444220676
Catabolite_repression:delHfq:2,2.993724001,-1.396020546
Catabolite_repression:deldcrc:1,11.29048309,0.83366608
Catabolite_repression:deldcrc:2,10.0409988,0.399506968
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.181286879,-0.071487743
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.207103899,0.44544351600000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-1.388390778,-0.373955772
Diallyl_disulphide_treatment:PAO1_DDS:1,-7.754638764,-1.348992993
Diallyl_disulphide_treatment:PAO1_DDS:2,-9.586360253,-1.34202443
Diallyl_disulphide_treatment:PAO1_DDS:3,-8.067828922,-0.9705703800000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.499759604,0.111056764
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.499759604,-0.111056764
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.16970409,0.464191567
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.806227816,0.62041132
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.018600619000000002,-0.133432415
HapZ_SagS_mutant:delHapZp:1,1.417351846,1.393894497
HapZ_SagS_mutant:delHapZp:2,1.207891272,1.471464421
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.178895318,0.37403644500000005
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.160294699,-0.24060403100000002
HapZ_SagS_mutants:delHApZ:1,-1.042424093,-1.025040617
HapZ_SagS_mutants:delHApZ:2,-1.151344561,-0.744460094
HapZ_SagS_mutants:delHApZ:3,-1.090233644,-1.964873731
HapZ_SagS_mutants:delSagS:1,-0.472283035,-0.40812531300000005
HapZ_SagS_mutants:delSagS:2,-1.496624067,-0.570128904
HapZ_SagS_mutants:delSagS:3,-1.274048973,0.07435535900000001
HapZ_SagS_mutants:delHapZp:1,1.8745162460000002,1.270547775
yhjH_knockout:PA_delyhjH_wt:1,0.009410452000000001,-0.014520476000000001
yhjH_knockout:PA_delyhjH_wt:2,-0.009410452000000001,0.014520477
yhjH_knockout:PA_delyhjH:1,12.6020251,3.121982686
yhjH_knockout:PA_delyhjH:2,12.52281256,2.842399803
yhjH_knockout:PA_delwspF:1,-0.04858676,-0.36666934700000003
yhjH_knockout:PA_delwspF:2,1.653256733,-0.701495261
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.877498335,-0.274301748
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,2.911078094,-0.350809178
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.690498051,-0.028954947
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,3.344878688,0.363123136
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.29635806400000003,0.015279342000000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.225846285,-0.102943592
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.19144237600000003,-0.120439056
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.120930597,0.20810330800000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.254191206,2.57014292
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.341354549,2.788048179
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.336530005,0.084646651
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.187049399,-0.033570915
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.14948060600000002,-0.051075736000000004
