,A,RhlR,QscR
R2,,0.48321590766966105,0.2047268782520283
xmin,,-3.4506213690000003,-3.621061903
xmid,,,
xmax,,2.896810252,4.724823638
ystart,,-26.478022766940047,-18.455759208459188
yend,,18.990126500415588,16.13588148233397
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.957262166,0.10384962900000001,0.375077622
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.957262166,-0.10384962900000001,-0.375077622
AB569_EDTA_NaNO2:NaNO2:1,4.599492754,0.768792852,2.030175415
AB569_EDTA_NaNO2:NaNO2:2,5.899078221,0.16230528200000002,2.20123457
AB569_EDTA_NaNO2:EDTA:1,3.017984298,1.6324314320000002,0.431663501
AB569_EDTA_NaNO2:EDTA:2,2.5435194130000003,1.496687082,0.397127516
AB569_EDTA_NaNO2:EDTA:3,2.829995553,1.540416865,0.46840505800000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.696699053,0.084435194,2.107723639
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.909756633,0.102731204,2.259724898
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.117266719,-0.009024585,0.133581648
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.117266719,0.009024585,-0.133581648
Anthranilate_metabolism_GntR_AntP:antP:1,-1.2530293540000002,-0.173464335,0.06880906
Anthranilate_metabolism_GntR_AntP:antP:2,-0.8808467630000001,-0.081408215,-0.003921188
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.26050801,-0.00016781,-0.008755199
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.26050801,0.00016780900000000002,0.008755199
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.089481212,-0.023331913000000003,-0.399354272
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.28270594,0.211781289,-0.337558411
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.638822134,0.5185392910000001,0.603284942
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.092285477,0.449656918,0.788672326
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.441364763,-2.233016077,-3.621061903
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-5.018012242,-2.086976494,-3.383921969
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-6.900411127,-1.86969062,-3.352085676
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-7.15199517,-2.059992897,-3.5214461200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.9593071550000001,0.333856184,0.8692683680000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.851575217,0.05579046,0.408898831
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.3664800230000003,0.11690195900000001,0.01699436
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.366534218,-0.13199644,-0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.366534218,0.13199644,0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-3.022186661,-0.48096859999999997,0.582687992
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.697983921,-0.48016898,0.419785458
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-11.45835277,0.14520076,0.022893286000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-10.83141392,0.16068126,0.10511594
Catabolite_repression:del_hfq_crc_wt:1,-0.6229254200000001,-0.103644122,-0.07607973700000001
Catabolite_repression:del_hfq_crc_wt:2,0.6229254200000001,0.103644123,0.07607973700000001
Catabolite_repression:delHfq:1,-13.66530522,-1.259341166,-0.38498463600000005
Catabolite_repression:delHfq:2,-15.6442619,-1.270616178,-0.473735424
Catabolite_repression:deldcrc:1,-14.20666798,-1.082820787,4.724823638
Catabolite_repression:deldcrc:2,-13.1605977,-1.289563664,4.231619822
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.94051825,-0.06024409,-0.232707723
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-1.94338401,-0.07685012000000001,-0.023195565
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,1.00286576,0.13709421,0.25590328900000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-14.08943046,-3.4506213690000003,-3.433686773
Diallyl_disulphide_treatment:PAO1_DDS:2,-14.52203332,-3.278322241,-3.375581526
Diallyl_disulphide_treatment:PAO1_DDS:3,-14.19974595,-3.051694161,-3.009295299
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.35599447100000003,0.11022907200000001,0.214932538
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.35599447100000003,-0.11022907200000001,-0.214932538
