,A,argR
R2,,0.6111192370127742
xmin,,-4.4352794617
xmid,,
xmax,,3.3733467331
ystart,,-11.005925866643285
yend,,9.03089399296161
AX:AX_10_MIC:1,1.8358830581,-0.2797833668
AX:AX_10_MIC:2,2.9939276421,0.20784139710000002
AX:AX_30_MIC:1,1.3669939878,0.5357961506
AX:AX_30_MIC:2,3.8645637416,1.0924304308
AX:QZ_10_MIC:1,1.7228127048,0.4488760973
AX:QZ_10_MIC:2,3.7820443058,1.1456648721
AX:QZ_30_MIC:1,2.4864327974,0.0827677434
AX:QZ_30_MIC:2,0.9560566684,0.254899036
AX:wt:1,0.2231075548,0.1543837197
AX:wt:2,-0.2231075548,-0.1543837197
ITM_04:00h_clinic_ctrl:1,-1.8423719391,0.4289122628
ITM_04:00h_clinic_ctrl:2,-1.3744283845,0.5951088291000001
ITM_04:00h_h37rv_control:1,0.1518407776,0.035117316100000004
ITM_04:00h_h37rv_control:2,0.26779850650000003,-0.065734333
ITM_04:00h_h37rv_control:3,-0.419639284,0.030617016900000002
ITM_04:06h_clinic_delam:1,0.0130356802,0.9408280761000001
ITM_04:06h_clinic_delam:2,0.0229260126,0.8487493952
ITM_04:06h_clinic_delam:3,-0.5154701279,0.6151504174
ITM_04:06h_clinic_DMSO:1,-0.2897380096,0.9065616925000001
ITM_04:06h_clinic_DMSO:2,-1.3404088874,0.4281652899
ITM_04:06h_clinic_DMSO:3,-0.2883267017,0.8012328211
ITM_04:06h_h37rv_delam:1,-0.3336060642,-0.0748650138
ITM_04:06h_h37rv_delam:2,-1.1430925239,-0.5240734229
ITM_04:06h_h37rv_delam:3,-0.34692712200000003,0.047237147300000004
ITM_04:06h_h37rv_DMSO:1,2.0666091624,1.0285385163
ITM_04:06h_h37rv_DMSO:2,0.6132268408,0.45718082670000004
ITM_04:06h_h37rv_DMSO:3,1.2904119169000001,0.6597234016
ITM_04:24h_clinic_delam:1,1.3962692436,0.72876549
