,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.052990510744536284,3.0,0.0,0.019493472300000002,6.0,0.0404827137,12.0,-0.059976186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.011309624333333332,0.0988311949720791,3.0,1.0,-0.0682684241,7.0,0.121937238,13.0,-0.0197399409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.14111260756666666,0.05863516375198997,3.0,2.0,-0.0771320697,8.0,-0.1922849126,14.0,-0.1539208404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.12946232413333333,0.06275549475783834,3.0,3.0,-0.057347572400000005,9.0,-0.1593675411,15.0,-0.1716718589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.15086865266666669,0.024209393385558962,3.0,4.0,-0.1240087275,10.0,-0.17100704600000002,16.0,-0.1575901845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.03740001300000001,0.07793568109563793,3.0,5.0,-0.12738493380000002,11.0,0.0065894971,17.0,0.0085953977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.23008675060000003,0.2656738621354548,2.0,18.0,-0.0422269611,71.0,-0.41794654010000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.11121831960000002,0.38380133022940727,3.0,19.0,0.5542690987000001,70.0,-0.1194156615,205.0,-0.1011984784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.060196773737499994,0.27800056781541144,8.0,20.0,0.256925501,32.0,0.1681938459,55.0,0.2597085668,67.0,-0.21408456680000001,126.0,0.1865990219,147.0,0.28972704590000004,203.0,-0.49283888480000004,210.0,0.027343660000000002,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.09693802826666668,0.23050351466374938,3.0,21.0,-0.08738073190000001,34.0,0.0228090556,61.0,0.35538576110000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.4919733750875,0.49119319566480735,8.0,22.0,-0.064969553,104.0,1.3145778634,111.0,-0.18059781430000002,133.0,0.3076998146,165.0,0.4357549324,238.0,0.5734361267,265.0,0.9262419686000001,270.0,0.6236436623,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,1.1145731014714286,0.1270515843765177,7.0,23.0,1.2374056715,56.0,1.0833859019,82.0,1.2239323699,118.0,0.9166488894,134.0,1.0013857024,137.0,1.0961910867,227.0,1.2430620884999999,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.26582208815,0.11590570617471539,4.0,24.0,-0.41337575600000004,101.0,-0.2536403441,139.0,-0.13024231390000002,149.0,-0.2660299386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.7449721431750002,0.32687341948547743,4.0,25.0,0.9678609527,123.0,0.8078323884,155.0,0.9383130260000001,191.0,0.26588220560000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.02052248239999999,0.266399322209195,3.0,26.0,0.189873794,59.0,-0.3200622117,159.0,0.0686209705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,0.04327893278,0.06534284853918157,5.0,27.0,0.08797723880000001,76.0,-0.0698595274,146.0,0.061988342,162.0,0.0495178966,262.0,0.0867707139,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.191065772825,0.38496199011065924,4.0,28.0,-0.3737492368,94.0,0.4295788035,186.0,0.4420980739,231.0,0.26633545070000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,0.23735537253333336,0.2141044922209184,3.0,29.0,0.2793607595,49.0,0.0053612238,260.0,0.4273441343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.21540308160000002,0.2390627154894988,5.0,30.0,0.0166918639,77.0,-0.5044173922,172.0,-0.0886096365,259.0,-0.4409822222,280.0,-0.059698021000000004,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-0.03792253375,0.1893660804939602,4.0,31.0,-0.2242635628,40.0,0.1580676057,138.0,0.0883957164,192.0,-0.17388989430000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.051459605200000015,0.3311768930390552,7.0,33.0,-0.2242385594,39.0,-0.3987346795,58.0,0.2897135363,122.0,-0.2703198881,170.0,0.30917224460000003,244.0,0.3119460351,261.0,0.34267854740000003,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,0.1168689202857143,0.4485169362807539,7.0,35.0,-0.1766787453,79.0,-0.486151743,92.0,0.6235256248000001,208.0,0.7430950970000001,251.0,0.15680734640000002,263.0,0.1639279163,299.0,-0.2064430542,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-0.19631093943333333,0.13870001473516447,3.0,36.0,-0.2287211425,234.0,-0.0442755094,275.0,-0.3159361664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,0.29191261046666667,0.09839411080763395,3.0,37.0,0.3239807128,214.0,0.1814850815,307.0,0.3702720371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-0.19886603627500002,0.13044446121888315,4.0,38.0,-0.20136810970000002,102.0,-0.27886252970000003,248.0,-0.0140225916,269.0,-0.3012109141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,0.091969977575,0.12692744673316295,4.0,41.0,0.013883732000000001,178.0,0.2772862209,249.0,0.0056210345,309.0,0.0710889229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
