,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,7.89924043295,0.013232926764326382,2.0,0.0,7.9085975252,5.0,7.8898833407
1,U01-Set001__USA300 LAC CA-MHB Control,7.9136370615,0.09338826900965407,2.0,1.0,7.8476015832,6.0,7.9796725398
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.7212101511,0.006407797408471545,2.0,2.0,7.7166791541,7.0,7.7257411481
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.8018549578,0.02289063297178298,2.0,3.0,7.785668836,8.0,7.8180410796
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.8474181247,0.018075744625942528,2.0,4.0,7.8346366431,9.0,7.8601996063
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.42880320265,0.41215785183244197,2.0,13.0,6.7202428146,14.0,6.1373635907
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.75547185825,0.1437482638469907,2.0,15.0,7.6538264861,18.0,7.8571172304
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.9929170641,0.14708805765583638,2.0,16.0,7.8889101011000005,19.0,8.0969240271
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.0642521722,0.03548500999791778,2.0,17.0,8.039160481,20.0,8.0893438634
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.76452927685,0.03449133072811745,2.0,34.0,5.7889183307,38.0,5.740140223
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,4.67844115925,0.0288843942575791,2.0,35.0,4.6988655103,39.0,4.6580168082
