,name,x,y,cog,color,link
meta,start,0.12318896744175126,,,,
b0002,thrA,337,-0.0088485246832525,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,0.0018465701719578,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.0012354524998971,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,-0.0051705901806325,Function unknown,#708090,
b0006,yaaA,5683,-0.0127967433745623,Function unknown,#708090,
b0007,yaaJ,6529,-0.0017284279771381,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,0.0090823712608756,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,-0.0099017620603665,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,-0.0168943479867586,Function unknown,#708090,
b0011,yaaW,10643,0.0065047459128053,Function unknown,#708090,
b0012,mbiA,10830,-0.0069063444738507,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0186946699634704,Function unknown,#708090,
b0014,dnaK,12163,0.0061706458455924,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,0.0053855476139751,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0027624786651705,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,0.0029908862752879,Function unknown,#708090,
b0019,nhaA,17489,-0.0200979696807983,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,-0.0146883441616458,Transcription,#f4a460,
b0021,insB-1,19811,-0.0040652945453127,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.0002757968369608,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0058286077805688,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.0283922605822195,Function unknown,#708090,
b0025,ribF,21407,0.0052011092472371,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,0.0022010613344322,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,0.004526489576197,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,0.0022612082712616,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
