,A,Zur
R2,,0.3221040666692897
xmin,,-2.6558446079999998
xmid,,
xmax,,4.201252532
ystart,,-14.482748087927556
yend,,23.01753613606339
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.5684990727,0.036420903000000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.5684990727,-0.036420903000000004
AB569_EDTA_NaNO2:NaNO2:1,5.3195314206,1.7423610040000002
AB569_EDTA_NaNO2:NaNO2:2,6.185007254,1.9194983090000002
AB569_EDTA_NaNO2:EDTA:1,35.5705103074,1.705644251
AB569_EDTA_NaNO2:EDTA:2,35.6787698041,1.834403065
AB569_EDTA_NaNO2:EDTA:3,35.5806009352,1.928251605
AB569_EDTA_NaNO2:NaNO2_EDTA:1,26.8865754586,2.44315646
AB569_EDTA_NaNO2:NaNO2_EDTA:2,27.1867838041,2.6628054160000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.3415291446,-0.148065379
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.3415291446,0.148065379
Anthranilate_metabolism_GntR_AntP:antP:1,1.0516576676,0.146111184
Anthranilate_metabolism_GntR_AntP:antP:2,0.7208412939000001,0.420846292
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.07802499980000001,-0.0006066590000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.07802499980000001,0.0006066590000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.4243584927000001,-0.552079793
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.3461928535,-0.533341725
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.9659972868000001,-1.305168019
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.2994133813,-1.155329912
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.9155967648,-0.49685129400000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.1552314974,-0.41871814900000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-2.9100737795000002,-0.31573085700000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-2.7606916034,-0.420334354
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.1183192341,-1.231053484
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.0499585914,-0.7418400740000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.12142147800000001,-1.150822606
Catabolise_Nucleic_Acids:L_asp:1,0.3298120349,-0.326385929
Catabolise_Nucleic_Acids:L_asp:2,-4.5092034159,-0.6106590940000001
Catabolise_Nucleic_Acids:DNA_1:1,-0.8324718209,-0.09125057
Catabolise_Nucleic_Acids:DNA_1:2,1.8998075010000002,0.232241296
Catabolise_Nucleic_Acids:DNA_1:3,-1.06733568,-0.140990725
Catabolite_repression:del_hfq_crc_wt:1,14.3574504849,0.767742555
Catabolite_repression:del_hfq_crc_wt:2,-14.3574504849,-0.767742555
Catabolite_repression:delHfq:1,16.3214367559,0.49786216200000005
Catabolite_repression:delHfq:2,15.6388672457,0.751309934
Catabolite_repression:deldcrc:1,-12.2679684492,0.08427061200000001
Catabolite_repression:deldcrc:2,14.0545724417,0.785001763
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.0781305661,0.233540302
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.099749955,-0.025130319
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.0216193889,-0.20840998300000002
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.1193638823,-0.9024420870000001
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.2948141122,-0.690420656
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.1506968992,-0.6447060680000001
Dispersed_cells:PAO1_dispersed_wt:1,3.1748055544,0.410861168
Dispersed_cells:PAO1_dispersed_wt:2,-3.1748055544,-0.410861168
Dispersed_cells:PyhjH_dispersed:1,-21.686104594,-0.10010068100000001
Dispersed_cells:PyhjH_dispersed:2,-21.9871887022,0.42426892400000005
Dispersed_cells:PA01_Planktonic:1,-20.2751237311,1.553742292
Dispersed_cells:PA01_Planktonic:2,-18.9608810286,1.599819289
Dispersed_cells:PAO1_Biofilm:1,-26.1892943862,-0.61431632
Dispersed_cells:PAO1_Biofilm:2,-26.7325821285,-0.7899228180000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-4.5411705504,-0.261638917
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-11.6254798727,-0.5254459330000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-18.4964975195,-1.21643112
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,7.069939557,0.008834504
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,3.6868374446,0.12152977400000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-10.7567770016,-0.130364278
Farnesol_treatment:RNA of 0-1F_L:1,-0.3764455319,0.15673673700000001
Farnesol_treatment:RNA of 0-1F_L:2,0.35418477400000004,-0.024329152000000003
Farnesol_treatment:RNA of 0-1F_L:3,0.0222607579,-0.13240758500000002
Farnesol_treatment:RNA of 6-F_L1:1,-0.1648468301,-0.30668883
Farnesol_treatment:RNA of 6-F_L1:2,-0.0476641266,-0.29985437200000004
Farnesol_treatment:RNA of 6-F_L1:3,0.225272627,-0.221357892
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.1436587974,0.319173011
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.1436587974,-0.319173011
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.2526569647,0.254803995
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.1670571396,0.186798512
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.9241688163,0.09713853600000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.387177233,-0.23787353300000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,1.7338105509,0.227305802
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.6611902039,-0.089918945
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.1241986206,0.230653942
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.156760009,0.086121126
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.09346799700000001,0.03812005
HapZ_SagS_mutant:delHapZp:1,0.8928700239,-0.007262813000000001
HapZ_SagS_mutant:delHapZp:2,1.7052249941,0.17725537200000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.0131639905,-0.106861917
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.1066319875,0.068741867
HapZ_SagS_mutants:delHApZ:1,0.613761922,-0.185445881
HapZ_SagS_mutants:delHApZ:2,0.6840554121,-0.069480501
HapZ_SagS_mutants:delHApZ:3,0.4000224779,-0.23919572900000002
HapZ_SagS_mutants:delSagS:1,0.5782720873,-0.10198158800000001
HapZ_SagS_mutants:delSagS:2,0.8472945243000001,-0.08757208600000001
HapZ_SagS_mutants:delSagS:3,-0.6166095989,-0.11733589300000001
HapZ_SagS_mutants:delHapZp:3,1.3392437364,0.05354078
Lung_infection_transcriptome:PA01_LS1:1,-2.4386894944,0.229469839
Lung_infection_transcriptome:PA01_LS1:2,-3.371996436,0.054503206000000005
Lung_infection_transcriptome:PA01_CS1:1,-0.0063067813000000006,-0.155153442
Lung_infection_transcriptome:PA01_CS1:2,0.0063067813000000006,0.155153442
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.126338013,-0.14208336600000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.126338013,0.14208336600000002
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.24701943,-0.043134071
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.3671710233,0.30976149999999997
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.8581143822,0.059834007
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-0.0194317253,0.014142978
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.0820363985,-0.286008247
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.6717330890000001,0.280072346
Metabolic_fitness_plasmid:PAO1_pBS228:1,0.4553521223,-0.20193486800000002
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.5296506841,0.380975532
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.41595979050000004,-0.379127341
Metabolic_fitness_plasmid:PAO1_RmS149:2,2.1841518316,-0.309095344
Mucin_glycans:ABTGC:1,-0.020780543500000002,0.015314898
Mucin_glycans:ABTGC:2,0.6675389764,0.13597272
Mucin_glycans:ABTGC:3,-0.4494704638,-0.020732619
Mucin_glycans:ABTGC:4,0.0809558895,-0.066787255
Mucin_glycans:ABTGC:5,-0.2782438585,-0.063767744
Mucin_glycans:MUC5B:1,0.9566410722,-0.30388312300000003
Mucin_glycans:MUC5B:2,1.0714035085,0.10257170500000001
Mucin_glycans:Glycans:1,-0.3716527417,0.273981289
Mucin_glycans:Glycans:2,0.42456279550000003,0.18304336000000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,0.6803603627,0.40723025300000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-0.329923332,-0.10297790400000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.272362794,0.574512692
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,1.9884156969000002,0.028492513
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,2.5592558667,0.42568024200000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,2.7076380907,0.711860426
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.8531968860000001,-0.129847084
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.5695639797000001,0.26871279600000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.4151000202000001,0.077805287
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.8055710744,-0.387317042
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.6915477360000001,0.175568303
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,1.3407420755000001,-0.004922261000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.2063219929,0.149700957
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.2063219929,-0.149700957
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,23.8015011531,1.003863666
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,22.885171187,0.8650617220000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,29.1650695242,1.240709145
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,29.3959730172,1.22614001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-24.4884005588,-2.57210525
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-25.3939311877,-2.6558446079999998
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-25.004384953,-2.2259943030000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-25.4192778281,-2.266291557
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,5.6641777562,0.17499803600000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,8.3995516967,0.091143677
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-18.071135859400002,-0.42630028600000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,4.0074064066,0.160158573
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-6.6758174644,1.078880592
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-2.6655050916,1.208431365
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,6.9990693171,0.22838374300000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,9.7350463889,0.1445351
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-16.734115706,-0.372918843
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,1.2201489714,0.40236823800000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.18685662900000002,0.45253193500000005
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.33156639450000003,-0.621315618
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.1884902293,-1.917339243
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.4027681198,-0.348312143
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.6679590392,-0.19249802800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.3362784414,-0.31409000200000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,4.6954594662,-0.26438636400000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,5.3443734141,0.024710094000000002
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,2.1280159754,0.06029298600000001
Rosmarinic_acid:PAO1-100UMRA:1,-0.2139658787,0.083818158
Rosmarinic_acid:PAO1-100UMRA:2,0.25848664450000003,-0.109288783
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.0768652397,0.061882204
Rosmarinic_acid:PAO1_DMSO_Control:2,0.2954418726,0.042505029
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.21857663300000002,-0.10438723300000001
Testosterone_treatment:Testosterone_Control:1,-0.15871211640000002,-0.15537219200000002
Testosterone_treatment:Testosterone_Control:2,0.15871211640000002,0.15537219200000002
Testosterone_treatment:Testosterone_2.5:1,-0.10612088730000001,0.326994075
Testosterone_treatment:Testosterone_2.5:2,-0.45029512580000003,0.142657786
Tf_toxin_expression:PAO1_WT:1,0.0379756822,0.36357532000000004
Tf_toxin_expression:PAO1_WT:2,-0.0379756822,-0.36357532000000004
Tf_toxin_expression:PAO1_derfA:1,0.2245896785,0.378039587
Tf_toxin_expression:PAO1_derfA:2,0.0175208469,0.43778106
Zinc_treatment:PA_Zn:1,0.3183673735,-1.510826773
Zinc_treatment:PA_Zn:2,0.2599659177,-1.178600074
Zinc_treatment:PA_Zn:3,1.1235179118,-1.102153328
Zinc_treatment:PA_Zn_wt:1,0.0237437388,-0.174215942
Zinc_treatment:PA_Zn_wt:2,-0.0237437388,0.174215942
Paeru_PRECISE:CAMHB_wt:1,2.880202776,0.37325945600000004
Paeru_PRECISE:CAMHB_wt:2,2.8589728378,0.092187717
Paeru_PRECISE:CAMHB_wt:3,2.7501212874,0.42878389400000005
Paeru_PRECISE:CAMHB_wt:4,2.2039288404,0.27233866500000004
Paeru_PRECISE:M9glucAA_Pqt10:1,1.1895321494,0.065269615
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.5883207259,-0.530321676
Paeru_PRECISE:M9glucAA_Pqt:1,-1.7482882685,-0.322104751
Paeru_PRECISE:M9glucAA_Pqt:2,-1.6826221365,-0.392517084
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.6955052460000002,-0.033347086000000005
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-1.8199835333,-0.10290425800000001
Paeru_PRECISE:M9glucAA_NaCl:1,0.4211507342,-0.088441605
Paeru_PRECISE:M9glucAA_NaCl:2,2.9766371778,0.37906822500000004
Paeru_PRECISE:M9glucAA_NaCl:3,2.8427131861,-0.18845571300000002
Paeru_PRECISE:CAMHB_wt:5,2.8314624475,0.41423695400000005
Paeru_PRECISE:CAMHB_wt:6,3.065954499,0.38833797600000003
Paeru_PRECISE:LB_wt:1,0.1372276378,-0.056841628000000005
Paeru_PRECISE:LB_wt:2,2.0337021442,0.31872177
Paeru_PRECISE:M9glucAA_wt:1,-1.3569526041,-0.046194979000000004
Paeru_PRECISE:M9glucAA_wt:2,1.3569526041,0.046194979000000004
Paeru_PRECISE:M9glucAA_lowpH:1,2.1751220349000002,0.376566253
Paeru_PRECISE:M9glucAA_lowpH:2,1.685661294,0.39850689300000003
Paeru_PRECISE:M9glucAA_DPD:1,-1.7319562543,0.45487335700000003
Paeru_PRECISE:M9glucAA_DPD:2,-1.7603158924,0.23123836
Paeru_PRECISE:M9sucAA_wt:1,1.7285025525000002,0.224753682
Paeru_PRECISE:M9sucAA_wt:2,1.7188887147,0.5817222590000001
Paeru_PRECISE:M9glucAA_NaCl:4,3.2522456651000002,0.5019765540000001
Paeru_PRECISE:M9glucAA_NaCl:5,3.5873697801,0.777624697
Paeru_PRECISE:M9sucAA_wt:3,3.0911951583,0.22160715700000003
Paeru_PRECISE:M9sucAA_wt:4,4.779137286,0.20131115500000002
Paeru_PRECISE:R10LB_wt:1,1.5197114718,-0.037935947000000005
Paeru_PRECISE:M9glucAA_NaCl:6,3.4777985608,0.454149515
Paeru_PRECISE:M9glucAA_NaCl:7,3.516497895,0.32344910600000004
Paeru_PRECISE:M9fructAA_wt:1,1.1179720586,0.17663989
Paeru_PRECISE:M9fructAA_wt:2,1.0201386712,0.108295606
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.9293718625,-0.18516095200000002
Paeru_PRECISE:M9GlcNAcAA_wt:2,1.7087745062000002,0.15173399
Paeru_PRECISE:M9pyruvAA_wt:1,2.0518982591,0.7751810760000001
Paeru_PRECISE:M9pyruvAA_wt:2,2.144953656,0.558918636
Paeru_PRECISE:M9fructAA_wt:3,1.324617184,-0.39198156300000003
Paeru_PRECISE:M9fructAA_wt:4,1.9555885667,-0.540071176
