,A,ErbR,LldR
R2,,0.22672963375701483,0.11774086864138322
xmin,,-4.75568223,-1.474077559
xmid,,-1.8685817974181858,-0.5747657024582444
xmax,,7.588695642,1.523757372
ystart,,-3.0077988898605117,-0.8303528455388904
yend,,16.418186136747767,7.661658093173515
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,2.627860498,0.8318645750000001,-0.041272318
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-2.627860498,-0.8318645750000001,0.041272318
AB569_EDTA_NaNO2:NaNO2:1,2.890842167,1.419882818,1.048900031
AB569_EDTA_NaNO2:NaNO2:2,0.16542725600000002,0.909635203,1.001998268
AB569_EDTA_NaNO2:EDTA:1,1.305939066,-0.42359427800000005,0.31118557700000005
AB569_EDTA_NaNO2:EDTA:2,2.553301443,0.08128715900000001,0.509399459
AB569_EDTA_NaNO2:EDTA:3,1.97208039,-0.08525357700000001,0.440161173
AB569_EDTA_NaNO2:NaNO2_EDTA:1,0.328579532,1.15370982,1.165809141
AB569_EDTA_NaNO2:NaNO2_EDTA:2,1.159483983,1.5570778889999999,1.36612757
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.167088015,-0.201677988,-0.15373753
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.167088015,0.201677988,0.15373753
Anthranilate_metabolism_GntR_AntP:antP:1,0.39837323,0.38915676,-0.060248786000000006
Anthranilate_metabolism_GntR_AntP:antP:2,0.363379753,0.48427544,-0.08559588
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.046263265000000005,-0.201610648,-0.065422857
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.046263265000000005,0.201610648,0.065422857
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.841472697,-0.5107897210000001,-0.069347453
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.215352757,-0.079311196,-0.044647503000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.8185410590000001,0.10603771000000001,-0.49632897600000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.081215256,-0.191290645,-0.387672224
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-5.915334967,-4.75568223,-1.474077559
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-5.058749116,-3.864166108,-1.377641712
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-5.733253606,-4.227524593,-1.322342715
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.753721121,-4.013705937,-1.262704454
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5150294980000001,0.033899132000000005,-0.394337009
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.693753265,0.387806978,0.20297035400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.63514145,0.288829312,0.030085476000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.09144629500000001,-0.206181318,0.09183300200000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.09144629500000001,0.206181318,-0.09183300200000001
