,BSU__misc_RNA_21
LBexp_1,11.9715
LBexp_2,12.7091
LBexp_3,12.011
LBtran_1,13.2553
LBtran_2,12.2175
LBtran_3,12.3375
LBstat_1,11.9568
LBstat_2,11.4296
LBstat_3,10.964
LBGexp_1,10.5709
LBGexp_2,12.3149
LBGexp_3,10.9995
LBGtran_2,10.0223
LBGtran_3,12.0739
LBGstat_1,8.3349
LBGstat_2,8.3417
LBGstat_3,9.7832
S0_1,13.1598
S0_2,12.7882
S0_3,13.6829
S1_1,15.3372
S1_2,15.477
S1_3,15.292
S2_1,15.1271
S2_2,14.3167
S2_3,14.7352
S3_1,14.4515
S3_2,14.7622
S4_1,14.4463
S4_2,14.5404
S4_3,14.1475
S5_1,13.9222
S5_2,14.2761
S5_3,14.6875
S6_1,13.4932
S6_2,10.3948
S6_3,14.1351
S6/t_1,13.4485
S6/t_2,9.7334
S6_4,13.8101
S6_5,13.7576
S6_6,14.0037
S7_4,14.0632
S7_5,13.3993
S7_6,13.624
S8_4,13.5141
S8_5,11.2863
G135_1,9.0068
G135_3,8.4886
G150_1,9.4166
G150_2,10.2966
G150_3,9.7783
G180_1,9.3022
G180_2,9.4159
G180_3,8.9007
C30_1,13.8042
C30_2,14.3546
C90_1,14.3031
C90_2,14.667300000000001
BI_1,14.4134
BI_2,14.0935
BC_2,15.5726
BC/t_1,15.0192
BC/t_2,15.3145
BC_1,15.4258
Sw_1,15.2444
Sw_2,15.5396
BT_1,13.8615
BT_2,13.5874
B36_1,16.0985
B36_2,15.6954
B60_1,15.9154
B60_2,16.0132
M9exp_1,15.4159
M9exp_2,15.1028
M9exp_3,15.3216
M9tran_1,14.9921
M9tran_2,14.6419
M9tran_3,15.1446
M9stat_1,13.3094
M9stat_2,12.6014
M9stat_3,12.1455
M+G_1,14.4353
M+G_2,14.4883
M+G_3,14.6516
Glu_1,15.5677
Glu_2,15.0105
Glu_3,15.0854
Fru_1,14.8742
Fru_2,14.8384
Fru_3,14.6362
Mal_1,13.6334
Mal_2,14.0454
Mal_3,14.0757
G+S_2,14.8831
G+S_3,14.6879
Pyr_1,14.5587
Pyr_2,14.6435
Pyr_3,14.5155
Gly_1,14.0469
Gly_2,14.6829
Gly_3,12.957
Glucon_1,14.5154
Glucon_2,14.6811
Glucon_3,14.6045
aero_1,15.1034
aero_2,14.0312
aero_3,14.6593
nit_1,13.9328
nit_2,14.4306
